course_no,course_name,dept_code,dept_name,completion_type_code,completion_type,first_year,first_term,latest_year,latest_term,section_count
CUL0206,Personal Branding in Digital Markets,H0002737,성악과,111,교양필수,2026,1,2026,1,4
CUL0206,Personal Branding in Digital Markets,H0002739,피아노과,111,교양필수,2026,1,2026,1,12
CUL0206,Personal Branding in Digital Markets,H0002809,중어중문학과,111,교양필수,2026,1,2026,1,3
CUL0206,Personal Branding in Digital Markets,H0002839,관광학부,111,교양필수,2026,2,2026,2,3
CUL0206,Personal Branding in Digital Markets,H0002886,건축학부,111,교양필수,2025,2,2026,2,6
CUL0206,Personal Branding in Digital Markets,H0002894,경영학부,111,교양필수,2026,2,2026,2,15
CUL0206,Personal Branding in Digital Markets,H0002895,파이낸스경영학과,111,교양필수,2026,2,2026,2,3
CUL0206,Personal Branding in Digital Markets,H0002933,경제금융학부,111,교양필수,2026,1,2026,1,6
CUL0206,Personal Branding in Digital Markets,H0002983,정책학과,111,교양필수,2026,2,2026,2,5
CUL0206,Personal Branding in Digital Markets,H0003561,물리학과,111,교양필수,2026,2,2026,2,2
CUL0206,Personal Branding in Digital Markets,H0003583,의류학과,111,교양필수,2026,2,2026,2,10
CUL0206,Personal Branding in Digital Markets,H0003665,미디어커뮤니케이션학과,111,교양필수,2026,2,2026,2,4
CUL0206,Personal Branding in Digital Markets,H0004700,스포츠매니지먼트전공,111,교양필수,2026,2,2026,2,3
CUL0207,미래지능연결,H0002517,건설환경공학과,111,교양필수,2026,1,2026,1,6
CUL0207,미래지능연결,H0002520,전기공학전공,111,교양필수,2026,2,2026,2,2
CUL0207,미래지능연결,H0002570,도시공학과,111,교양필수,2026,2,2026,2,4
CUL0207,미래지능연결,H0002575,융합전자공학부,111,교양필수,2026,1,2026,1,6
CUL0207,미래지능연결,H0002581,신소재공학부,111,교양필수,2026,2,2026,2,3
CUL0207,미래지능연결,H0002815,철학과,111,교양필수,2026,2,2026,2,1
CUL0207,미래지능연결,H0003561,물리학과,111,교양필수,2026,2,2026,2,1
CUL0207,미래지능연결,H0003563,생명과학과,111,교양필수,2026,1,2026,1,2
CUL0207,미래지능연결,H0003663,정치외교학과,111,교양필수,2026,1,2026,1,1
CUL0207,미래지능연결,H0003664,사회학과,111,교양필수,2026,2,2026,2,1
CUL0207,미래지능연결,H0004700,스포츠매니지먼트전공,111,교양필수,2026,1,2026,1,2
CUL0208,스토리텔링의설계와전략,H0002256,서울 대학,111,교양필수,2026,1,2026,2,4
CUL0208,스토리텔링의설계와전략,H0002525,유기나노공학과,111,교양필수,2026,2,2026,2,6
CUL0208,스토리텔링의설계와전략,H0002540,기계공학부,111,교양필수,2026,1,2026,1,6
CUL0208,스토리텔링의설계와전략,H0002541,미래자동차공학과,111,교양필수,2026,1,2026,1,2
CUL0208,스토리텔링의설계와전략,H0002558,원자력공학과,111,교양필수,2026,2,2026,2,1
CUL0208,스토리텔링의설계와전략,H0002560,자원환경공학과,111,교양필수,2026,1,2026,1,1
CUL0208,스토리텔링의설계와전략,H0002563,산업공학과,111,교양필수,2026,2,2026,2,6
CUL0208,스토리텔링의설계와전략,H0002599,의예과,111,교양필수,2026,2,2026,2,5
CUL0208,스토리텔링의설계와전략,H0002718,교육학과,111,교양필수,2026,1,2026,1,2
CUL0208,스토리텔링의설계와전략,H0002720,영어교육과,111,교양필수,2026,2,2026,2,6
CUL0208,스토리텔링의설계와전략,H0002740,관현악과,111,교양필수,2026,2,2026,2,4
CUL0208,스토리텔링의설계와전략,H0002741,국악과,111,교양필수,2026,2,2026,2,6
CUL0208,스토리텔링의설계와전략,H0002794,국어국문학과,111,교양필수,2026,2,2026,2,6
CUL0208,스토리텔링의설계와전략,H0002809,중어중문학과,111,교양필수,2026,2,2026,2,2
CUL0208,스토리텔링의설계와전략,H0002886,건축학부,111,교양필수,2026,1,2026,1,2
CUL0208,스토리텔링의설계와전략,H0002894,경영학부,111,교양필수,2026,1,2026,1,10
CUL0208,스토리텔링의설계와전략,H0002895,파이낸스경영학과,111,교양필수,2026,1,2026,1,2
CUL0208,스토리텔링의설계와전략,H0002933,경제금융학부,111,교양필수,2026,2,2026,2,5
CUL0208,스토리텔링의설계와전략,H0002983,정책학과,111,교양필수,2026,1,2026,1,10
CUL0208,스토리텔링의설계와전략,H0003560,수학과,111,교양필수,2026,1,2026,1,1
CUL0208,스토리텔링의설계와전략,H0003562,화학과,111,교양필수,2026,2,2026,2,2
CUL0208,스토리텔링의설계와전략,H0003583,의류학과,111,교양필수,2026,1,2026,1,6
CUL0208,스토리텔링의설계와전략,H0003589,연극영화학과,111,교양필수,2026,1,2026,1,6
CUL0208,스토리텔링의설계와전략,H0003665,미디어커뮤니케이션학과,111,교양필수,2026,1,2026,1,8
CUL0208,스토리텔링의설계와전략,H0003830,화학공학과,111,교양필수,2026,2,2026,2,2
CUL0208,스토리텔링의설계와전략,H0004134,컴퓨터소프트웨어학부,111,교양필수,2026,2,2026,2,5
CUL0208,스토리텔링의설계와전략,H0004701,바이오메디컬공학전공,111,교양필수,2026,1,2026,1,1
CUL0208,스토리텔링의설계와전략,H0004761,반도체공학과,111,교양필수,2026,1,2026,1,1
CUL0208,스토리텔링의설계와전략,H0004816,간호학과,111,교양필수,2026,1,2026,1,2
CUL0209,"Wellness Web: Self, Society, and Beyond",H0002800,영어영문학과,111,교양필수,2026,2,2026,2,3
CUL0209,"Wellness Web: Self, Society, and Beyond",H0003584,식품영양학과,111,교양필수,2026,2,2026,2,6
CUL0209,"Wellness Web: Self, Society, and Beyond",H0004707,데이터사이언스학부,111,교양필수,2026,2,2026,2,4
CUL0209,"Wellness Web: Self, Society, and Beyond",H0004708,스포츠사이언스전공,111,교양필수,2026,1,2026,1,2
CUL0210,AI와함께하는스마트자기주도학습,H0002256,서울 대학,711,핵심교양,2025,2,2026,2,3
CUL0211,AI를위한컴퓨터구조및프로그래밍이해,H0002256,서울 대학,711,핵심교양,2025,2,2026,2,3
CUL0212,외국인유학생을위한한국취·창업전략과실습,H0002256,서울 대학,711,핵심교양,2025,2,2026,2,3
CUL0213,AI시대디지털보안입문,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
CUL0214,사회현상정량적이해·분석·모델링,H0002256,서울 대학,711,핵심교양,2026,1,2026,2,2
CUL1000,문학과사랑,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1026,대학합창,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,11
CUL1029,쉽게듣는서양오페라,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1032,현대음악의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1041,전통음악감상,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,20
CUL1048,시와무용,H0003590,무용학과,721,전공핵심,2024,1,2026,1,3
CUL1056,한국의역사와문화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,24
CUL1073,인간의본성에관한철학적담론,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1075,철학명저제대로읽기,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1079,불멸의철학자들,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,4
CUL1115,Aesthetic Awareness in the Modern World,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1115,Aesthetic Awareness in the Modern World,H0004360,글로벌 CEO 창업 융합전공,721,전공핵심,2024,2,2026,2,5
CUL1116,Animal Ethics,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1117,Introduction to Digital Photography,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1118,The Language of Global Cuisine,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1119,인구변화와미래복지,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1119,인구변화와미래복지,H0002256,서울 대학,721,전공핵심,2024,2,2026,2,3
CUL1120,"빅데이터,사물인터넷,그리고인문학적상상력",H0002256,서울 대학,711,핵심교양,2024,2,2026,2,3
CUL1122,창의적프로그래밍,H0002256,서울 대학,111,교양필수,2026,2,2026,2,1
CUL1122,창의적프로그래밍,H0002256,서울 대학,711,핵심교양,2024,1,2025,2,6
CUL1122,창의적프로그래밍,H0002815,철학과,111,교양필수,2024,1,2024,1,180
CUL1122,창의적프로그래밍,H0002983,정책학과,111,교양필수,2025,1,2026,1,1059
CUL1122,창의적프로그래밍,H0002983,정책학과,722,전공심화,2025,1,2025,1,1
CUL1122,창의적프로그래밍,H0003666,행정학과,111,교양필수,2024,2,2026,2,537
CUL1122,창의적프로그래밍,H0004738,국제학전공,111,교양필수,2024,2,2024,2,1
CUL1122,창의적프로그래밍,H0005063,국제학부,111,교양필수,2025,2,2026,2,2
CUL1122,창의적프로그래밍,H0005064,글로벌콘텐츠융합학부,111,교양필수,2026,2,2026,2,1
CUL1128,인체용어의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,5
CUL1129,자기를찾아가는에니어그램,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,7
CUL1131,4차산업혁명과비즈니스,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1134,쿼크에서빅뱅까지,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,4
CUL1135,4차산업과해양자원,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1136,미생물의세계,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,5
CUL1137,놀이의재발견,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,3
CUL1138,인공지능과기계학습,H0002256,서울 대학,111,교양필수,2026,1,2026,2,4
CUL1138,인공지능과기계학습,H0002256,서울 대학,711,핵심교양,2024,2,2025,2,4
CUL1138,인공지능과기계학습,H0002521,건축공학부,111,교양필수,2026,2,2026,2,2
CUL1138,인공지능과기계학습,H0002794,국어국문학과,111,교양필수,2024,1,2024,1,256
CUL1138,인공지능과기계학습,H0002886,건축학부,111,교양필수,2024,2,2025,2,5
CUL1138,인공지능과기계학습,H0002983,정책학과,111,교양필수,2024,2,2026,2,743
CUL1138,인공지능과기계학습,H0002983,정책학과,722,전공심화,2024,2,2024,2,1
CUL1138,인공지능과기계학습,H0003666,행정학과,111,교양필수,2025,1,2026,1,413
CUL1139,4차산업혁명핵심기술의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1142,노인에대한이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,3
CUL1148,뉴미디어와공연예술의현재와미래,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1149,스토리텔링으로보는춤,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1150,헌법의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1151,형법의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1152,기후변화와임팩트비즈니스,H0002256,서울 대학,711,핵심교양,2024,2,2025,2,2
CUL1152,기후변화와임팩트비즈니스,H0002256,서울 대학,721,전공핵심,2024,2,2025,2,2
CUL1153,멀티미디어로배우는현대생명과학,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,7
CUL1154,인간행동과동기,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1155,건강과사회그리고심리학,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1157,금융인공지능실무,H0002256,서울 대학,132,타전공(일반)선택,2024,1,2026,2,5
CUL1158,항공업진로의탐색,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,11
CUL1159,아시아시장과소비자,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,3
CUL1164,4차산업혁명과인공지능:융합적분석과인문학적통찰,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1165,버추얼피트니스이노베이션,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,3
CUL1166,버추얼피트니스산업디자인,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,3
CUL1167,로봇의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,23
CUL1168,이공계를위한영어글쓰기,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1169,비즈니스글쓰기:설득의방법,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1170,고급영어토론:설득의기술,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1171,고급영어토론:협상의기술,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1173,중소벤처경영실무특강,H0002256,서울 대학,132,타전공(일반)선택,2025,1,2025,1,1
CUL1174,사회혁신을위한미디어의이해,H0002256,서울 대학,132,타전공(일반)선택,2024,1,2026,2,6
CUL1174,사회혁신을위한미디어의이해,H0002256,서울 대학,721,전공핵심,2024,2,2025,2,2
CUL1175,4차산업혁명과미디어리터러시,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
CUL1176,패션리테일4.0시대옴니채널마케팅,H0002256,서울 대학,132,타전공(일반)선택,2024,1,2026,2,6
CUL1179,빅뱅에서인간까지,H0002256,서울 대학,711,핵심교양,2024,1,2025,2,3
CUL1180,뉴리터러시,H0002256,서울 대학,711,핵심교양,2024,1,2025,1,2
CUL1181,움직임과DesignThinking,H0002256,서울 대학,711,핵심교양,2024,1,2024,1,1
CUL1182,디지털플랫폼과경제및사회적이슈,H0002256,서울 대학,132,타전공(일반)선택,2024,1,2026,1,5
CUL1183,트랜스미디어디자이닝솔루션,H0002256,서울 대학,132,타전공(일반)선택,2024,1,2025,2,2
CUL1184,AR/VR가상공간인터렉티브콘텐츠개발랩,H0002256,서울 대학,132,타전공(일반)선택,2024,1,2026,2,6
CUL1185,전기에너지개론,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1185,전기에너지개론,H0002256,서울 대학,721,전공핵심,2024,2,2025,2,2
CUL1185,전기에너지개론,H0004713,미래전기에너지신기술융합전공,721,전공핵심,2026,2,2026,2,1
CUL1186,문학과예술이론의아포리아에대한동서양의대화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1188,몸과마음을읽는헬스케어,H0002256,서울 대학,711,핵심교양,2025,1,2026,2,3
CUL1189,Contemporary Korean Studies,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1189,Contemporary Korean Studies,H0004360,글로벌 CEO 창업 융합전공,721,전공핵심,2024,1,2026,2,11
CUL1190,4차산업혁명과사회의이해,H0002256,서울 대학,132,타전공(일반)선택,2024,1,2026,1,3
CUL1192,OTT드라마스토리텔링,H0002256,서울 대학,132,타전공(일반)선택,2024,1,2026,2,6
CUL1193,기후변화와종말의상상,H0002256,서울 대학,132,타전공(일반)선택,2024,1,2026,2,3
CUL1198,인공지능기술기반에너지관리시스템의이해,H0002256,서울 대학,132,타전공(일반)선택,2025,2,2026,1,2
CUL1199,미국의문화와사회,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,3
CUL1200,20세기일본과21세기중국,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,3
CUL1201,의사소통과이미지메이킹론,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,10
CUL1202,뉴스포츠,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL1203,효과적인영어어휘학습전략,H0002256,서울 대학,711,핵심교양,2025,1,2026,2,3
CUL1204,학문적영어읽기:이해와해석,H0002256,서울 대학,711,핵심교양,2024,2,2025,2,2
CUL1208,기술시장데이터분석,H0002256,서울 대학,711,핵심교양,2024,1,2025,1,2
CUL1209,기술전략과R&D기획,H0002256,서울 대학,711,핵심교양,2024,1,2025,1,2
CUL1210,소통과갈등의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1211,우리말어원의세계,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,7
CUL1212,MBTI유형에따른대화전략,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1213,직장인을위한프레젠테이션,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1214,스마트장치의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,18
CUL1215,21세기뮤지컬과미래예술,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1216,호신술과자기방어,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,13
CUL1217,명화속에숨어있는심리학,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1218,인간발달담론,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,4
CUL1219,ESG의이론과실제,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,3
CUL1220,Ethics of Science and Technology,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1221,Fact versus Fiction: Media Literacy and Detecting Fake News,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1222,Neuromarketing & AI: Unlocking consumerinsights,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,3
CUL1223,과학과대중,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,3
CUL1224,과학의탈국가화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1225,동양신화와문화콘텐츠스토리텔링,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,7
CUL1226,인문학도를위한창의적코딩,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL1227,디지털교육과ODA,H0002256,서울 대학,711,핵심교양,2024,1,2024,1,1
CUL1228,인문학도를위한컴퓨팅의시작,H0002256,서울 대학,711,핵심교양,2024,2,2025,2,2
CUL1229,AI혁명:최첨단비즈니스전략마스터하기,H0002256,서울 대학,711,핵심교양,2025,1,2026,2,4
CUL1230,교양풋살,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,7
CUL1231,데이터와법,H0002256,서울 대학,711,핵심교양,2026,1,2026,1,1
CUL1232,"질병과장애,고통의음악학",H0002256,서울 대학,711,핵심교양,2025,1,2026,2,4
CUL1233,로봇시대의논쟁,H0002256,서울 대학,711,핵심교양,2025,1,2026,2,4
CUL1234,무용미학의언어와감각,H0002256,서울 대학,711,핵심교양,2025,2,2026,2,5
CUL1235,아프리카창업아카데미,H0002256,서울 대학,711,핵심교양,2025,1,2025,1,1
CUL1236,교양펜싱,H0002256,서울 대학,711,핵심교양,2025,1,2026,2,8
CUL1237,인간다운생활과사회보장법,H0002256,서울 대학,711,핵심교양,2025,1,2026,2,3
CUL1238,파워앱스를활용한현장프로세스디지털전환,H0002256,서울 대학,711,핵심교양,2025,2,2025,2,1
CUL1241,모두를위한피지컬AI,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
CUL1242,생성형AI와플랫폼을활용한산업문제해결,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
CUL1243,현대소비생활과법,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
CUL1244,AI시대새로배우는대화법,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
CUL1246,고대이집트문명으로의초대,H0002256,서울 대학,711,핵심교양,2026,2,2026,2,1
CUL2000,사회학의이해,H0003664,사회학과,727,전공기초(필수),2024,2,2026,2,3
CUL2004,사회학에의초대,H0003664,사회학과,727,전공기초(필수),2024,1,2026,1,3
CUL2016,관광과지리,H0002256,서울 대학,711,핵심교양,2025,1,2026,2,4
CUL2018,교육의이해,H0002718,교육학과,727,전공기초(필수),2024,1,2026,1,3
CUL2019,심리학의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL2022,말과현대생활,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL2025,가족문제,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL2026,패션과스타일커뮤니케이션,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,6
CUL2040,법과인권,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,4
CUL2041,법과의료,H0004817,간호학과(야),727,전공기초(필수),2024,1,2026,1,3
CUL2053,현실경제의이해,H0004817,간호학과(야),727,전공기초(필수),2024,1,2026,1,3
CUL2075,지진과생활,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL2090,스키,H0004708,스포츠사이언스전공,721,전공핵심,2024,2,2026,2,2
CUL3005,운동과다이어트,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL3006,웨이트트레이닝,H0004700,스포츠매니지먼트전공,721,전공핵심,2026,1,2026,1,1
CUL3006,웨이트트레이닝,H0004708,스포츠사이언스전공,721,전공핵심,2024,1,2025,1,2
CUL3006,웨이트트레이닝,H0004708,스포츠사이언스전공,727,전공기초(필수),2024,1,2026,1,7
CUL3011,일반물리학및실험1,H0002256,서울 대학,727,전공기초(필수),2025,1,2025,2,2
CUL3011,일반물리학및실험1,H0002517,건설환경공학과,727,전공기초(필수),2024,1,2026,1,12
CUL3011,일반물리학및실험1,H0002520,전기공학전공,727,전공기초(필수),2025,1,2026,1,10
CUL3011,일반물리학및실험1,H0002521,건축공학부,727,전공기초(필수),2024,1,2026,1,12
CUL3011,일반물리학및실험1,H0002530,에너지공학과,727,전공기초(필수),2024,1,2025,1,2
CUL3011,일반물리학및실험1,H0002540,기계공학부,727,전공기초(필수),2024,1,2026,1,28
CUL3011,일반물리학및실험1,H0002541,미래자동차공학과,727,전공기초(필수),2024,1,2025,1,2
CUL3011,일반물리학및실험1,H0002558,원자력공학과,727,전공기초(필수),2024,1,2025,1,2
CUL3011,일반물리학및실험1,H0002563,산업공학과,727,전공기초(필수),2024,1,2025,1,2
CUL3011,일반물리학및실험1,H0002581,신소재공학부,727,전공기초(필수),2024,1,2026,1,24
CUL3011,일반물리학및실험1,H0003560,수학과,727,전공기초(필수),2024,1,2026,1,3
CUL3011,일반물리학및실험1,H0003830,화학공학과,727,전공기초(필수),2024,1,2026,1,13
CUL3011,일반물리학및실험1,H0003831,생명공학과,727,전공기초(필수),2024,1,2025,1,2
CUL3011,일반물리학및실험1,H0004134,컴퓨터소프트웨어학부,727,전공기초(필수),2024,1,2026,1,24
CUL3011,일반물리학및실험1,H0004701,바이오메디컬공학전공,727,전공기초(필수),2024,1,2026,1,15
CUL3012,일반물리학및실험2,H0002256,서울 대학,727,전공기초(필수),2024,2,2026,2,3
CUL3012,일반물리학및실험2,H0002517,건설환경공학과,727,전공기초(필수),2025,2,2026,2,5
CUL3012,일반물리학및실험2,H0002520,전기공학전공,727,전공기초(필수),2024,2,2026,2,12
CUL3012,일반물리학및실험2,H0002521,건축공학부,727,전공기초(필수),2024,2,2026,2,11
CUL3012,일반물리학및실험2,H0002525,유기나노공학과,727,전공기초(필수),2026,2,2026,2,6
CUL3012,일반물리학및실험2,H0002530,에너지공학과,727,전공기초(필수),2024,2,2024,2,1
CUL3012,일반물리학및실험2,H0002540,기계공학부,727,전공기초(필수),2024,2,2026,2,28
CUL3012,일반물리학및실험2,H0002541,미래자동차공학과,727,전공기초(필수),2024,2,2026,2,6
CUL3012,일반물리학및실험2,H0002558,원자력공학과,727,전공기초(필수),2024,2,2024,2,4
CUL3012,일반물리학및실험2,H0002563,산업공학과,727,전공기초(필수),2025,2,2026,2,8
CUL3012,일반물리학및실험2,H0002581,신소재공학부,727,전공기초(필수),2024,2,2026,2,18
CUL3012,일반물리학및실험2,H0003560,수학과,727,전공기초(필수),2024,2,2026,2,3
CUL3012,일반물리학및실험2,H0003831,생명공학과,727,전공기초(필수),2025,2,2025,2,6
CUL3014,일반생물학및실험2,H0003831,생명공학과,721,전공핵심,2024,2,2026,2,6
CUL3016,교양댄스스포츠,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,24
CUL3036,스크린영어,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,13
CUL3084,영.미문화와영화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL3101,Cultural and Ethnic Diversity In Korea,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL3102,The Language of Cinema,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL4028,교양축구1,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL4030,교양농구1,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL4032,교양배구1,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL4034,교양테니스1,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL4036,교양탁구1,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL4077,발달과부모교육,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL4078,분노와자기관리,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL4088,중국의역사와문화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL4089,중국근현대사,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL5001,주거학개론,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL5005,불교사상과인생,H0002256,서울 대학,711,핵심교양,2024,1,2026,1,3
CUL5013,요가,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL5018,라틴아메리카문화와예술,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL5036,교양배드민턴,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL5042,필수비즈니스한자,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,11
CUL5043,재미있는한자세계,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL5057,실용일어회화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
CUL5066,고전음악의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL5067,현대중국의시장과통상,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6003,성인병과운동,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6004,직업진로와미래설계,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6014,연극치료,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6017,외국인을위한한국의역사와문화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,18
CUL6025,생명공학의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6026,생명과학입문,H0002256,서울 대학,711,핵심교양,2024,1,2024,1,1
CUL6031,세상으로걸어간과학기술자들,H0002256,서울 대학,711,핵심교양,2025,2,2026,2,3
CUL6037,과학기술학의새로운지평,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,5
CUL6048,식생활과안전,H0002256,서울 대학,711,핵심교양,2024,1,2025,2,3
CUL6056,교양웨이트트레이닝,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,31
CUL6069,CEO세미나(혁신과변화),H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6077,상상력을자극하는한자교실,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6078,미디어로세상읽기,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6079,분석과비판,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6085,패션아이콘으로문화읽기,H0002256,서울 대학,711,핵심교양,2024,2,2024,2,1
CUL6086,인간과음악적상상력,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6092,20대의논어읽기,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,7
CUL6094,사마천과의대화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,7
CUL6098,생명이란무엇인가?정신과물질,H0002256,서울 대학,711,핵심교양,2024,1,2025,2,4
CUL6099,종의기원과진화,H0002256,서울 대학,711,핵심교양,2024,1,2025,2,4
CUL6100,Capturing the Essence of Outliers: Exploring the Minds of Innovative Leaders,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6101,"Globalisation, Ethics and International Development",H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
CUL6102,Science Fiction and Society,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
