course_no,course_name,dept_code,dept_name,completion_type_code,completion_type,first_year,first_term,latest_year,latest_term,section_count
GEN4091,과학기술의철학적이해,H0004700,스포츠매니지먼트전공,111,교양필수,2024,1,2024,1,2
GEN4091,과학기술의철학적이해,H0004707,데이터사이언스학부,111,교양필수,2024,2,2024,2,2
GEN4091,과학기술의철학적이해,H0004708,스포츠사이언스전공,111,교양필수,2024,1,2024,1,1
GEN4091,과학기술의철학적이해,H0004761,반도체공학과,111,교양필수,2024,1,2024,1,1
GEN4091,과학기술의철학적이해,H0004816,간호학과,111,교양필수,2024,1,2024,1,2
GEN4091,과학기술의철학적이해,H0004817,간호학과(야),111,교양필수,2024,2,2024,2,1
GEN5010,지적재산법,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN5010,지적재산법,H0002256,서울 대학,722,전공심화,2024,2,2026,2,3
GEN5014,기초스페인어,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
GEN5019,매경-한양CEO특강,H0002256,서울 대학,711,핵심교양,2024,2,2024,2,1
GEN5026,테크노경영학(스타트업종합설계),H0002517,건설환경공학과,111,교양필수,2024,1,2026,1,8
GEN5026,테크노경영학(스타트업종합설계),H0002520,전기공학전공,111,교양필수,2024,2,2026,2,18
GEN5026,테크노경영학(스타트업종합설계),H0002521,건축공학부,111,교양필수,2025,1,2025,1,4
GEN5026,테크노경영학(스타트업종합설계),H0002525,유기나노공학과,111,교양필수,2024,2,2026,2,3
GEN5026,테크노경영학(스타트업종합설계),H0002530,에너지공학과,111,교양필수,2024,2,2026,2,3
GEN5026,테크노경영학(스타트업종합설계),H0002540,기계공학부,111,교양필수,2024,1,2026,1,36
GEN5026,테크노경영학(스타트업종합설계),H0002541,미래자동차공학과,111,교양필수,2024,2,2026,2,6
GEN5026,테크노경영학(스타트업종합설계),H0002558,원자력공학과,111,교양필수,2024,1,2026,1,6
GEN5026,테크노경영학(스타트업종합설계),H0002558,원자력공학과,722,전공심화,2024,1,2024,1,1
GEN5026,테크노경영학(스타트업종합설계),H0002563,산업공학과,111,교양필수,2024,1,2026,1,11
GEN5026,테크노경영학(스타트업종합설계),H0002570,도시공학과,111,교양필수,2024,1,2026,1,3
GEN5026,테크노경영학(스타트업종합설계),H0002575,융합전자공학부,111,교양필수,2024,1,2026,1,21
GEN5026,테크노경영학(스타트업종합설계),H0002581,신소재공학부,111,교양필수,2024,1,2026,1,22
GEN5026,테크노경영학(스타트업종합설계),H0002867,정보시스템학과,111,교양필수,2024,2,2026,2,6
GEN5026,테크노경영학(스타트업종합설계),H0002886,건축학부,111,교양필수,2024,1,2026,1,8
GEN5026,테크노경영학(스타트업종합설계),H0003831,생명공학과,111,교양필수,2024,2,2026,2,3
GEN5026,테크노경영학(스타트업종합설계),H0004134,컴퓨터소프트웨어학부,111,교양필수,2024,1,2026,1,28
GEN5028,민법의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002517,건설환경공학과,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002520,전기공학전공,111,교양필수,2024,1,2026,1,7
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002521,건축공학부,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002525,유기나노공학과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002530,에너지공학과,111,교양필수,2024,1,2026,1,9
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002540,기계공학부,111,교양필수,2024,1,2026,1,87
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002541,미래자동차공학과,111,교양필수,2024,1,2026,1,10
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002558,원자력공학과,111,교양필수,2024,1,2026,1,9
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002560,자원환경공학과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002563,산업공학과,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002570,도시공학과,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002575,융합전자공학부,111,교양필수,2024,1,2026,1,63
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002581,신소재공학부,111,교양필수,2024,1,2026,1,42
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002599,의예과,111,교양필수,2024,1,2026,1,21
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002718,교육학과,111,교양필수,2024,1,2026,1,3
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002719,국어교육과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002720,영어교육과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002722,응용미술교육과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002723,교육공학과,111,교양필수,2024,1,2026,1,3
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002725,수학교육과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002737,성악과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002738,작곡과,111,교양필수,2024,1,2026,1,3
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002739,피아노과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002740,관현악과,111,교양필수,2024,1,2026,1,9
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002741,국악과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002794,국어국문학과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002800,영어영문학과,111,교양필수,2024,1,2026,1,13
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002801,독어독문학과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002809,중어중문학과,111,교양필수,2024,1,2026,1,15
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002814,사학과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002815,철학과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002839,관광학부,111,교양필수,2024,1,2026,1,10
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002867,정보시스템학과,111,교양필수,2024,1,2026,1,9
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002886,건축학부,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002933,경제금융학부,111,교양필수,2024,1,2026,1,65
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0002983,정책학과,111,교양필수,2024,1,2026,1,39
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003560,수학과,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003561,물리학과,111,교양필수,2024,1,2026,1,10
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003562,화학과,111,교양필수,2024,1,2026,1,15
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003563,생명과학과,111,교양필수,2024,1,2026,1,15
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003583,의류학과,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003584,식품영양학과,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003585,실내건축디자인학과,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003589,연극영화학과,111,교양필수,2024,1,2026,1,11
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003590,무용학과,111,교양필수,2024,1,2026,1,9
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003663,정치외교학과,111,교양필수,2024,1,2026,1,9
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003664,사회학과,111,교양필수,2024,1,2026,1,9
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003665,미디어커뮤니케이션학과,111,교양필수,2024,1,2026,1,17
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003666,행정학과,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003830,화학공학과,111,교양필수,2024,1,2026,1,12
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003831,생명공학과,111,교양필수,2024,1,2026,1,9
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0003958,산업융합학부,111,교양필수,2024,1,2025,1,28
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0004134,컴퓨터소프트웨어학부,111,교양필수,2024,1,2026,1,63
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0004700,스포츠매니지먼트전공,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0004701,바이오메디컬공학전공,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0004707,데이터사이언스학부,111,교양필수,2024,1,2026,1,20
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0004708,스포츠사이언스전공,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0004738,국제학전공,111,교양필수,2024,1,2024,1,4
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0004739,글로벌한국학전공,111,교양필수,2024,1,2024,1,1
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0004761,반도체공학과,111,교양필수,2024,1,2026,1,6
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0004816,간호학과,111,교양필수,2024,1,2026,1,11
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0005063,국제학부,111,교양필수,2025,1,2026,1,7
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0005064,글로벌콘텐츠융합학부,111,교양필수,2025,1,2026,1,2
GEN5029,커리어개발Ⅰ:취.창업진로로드맵,H0005238,서울 기술혁신대학 산업융합학부,111,교양필수,2026,1,2026,1,6
GEN5048,호텔산업의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN5049,대중문화와패션,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,6
GEN5060,동양철학의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN5069,중급프랑스어,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN5072,영어연기개론,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,8
GEN5073,영어권생활문화와영어학습,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002517,건설환경공학과,111,교양필수,2024,2,2026,2,12
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002520,전기공학전공,111,교양필수,2024,2,2026,2,7
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002521,건축공학부,111,교양필수,2024,2,2026,2,11
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002525,유기나노공학과,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002530,에너지공학과,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002540,기계공학부,111,교양필수,2024,2,2026,2,96
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002541,미래자동차공학과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002558,원자력공학과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002560,자원환경공학과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002563,산업공학과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002570,도시공학과,111,교양필수,2024,2,2026,2,12
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002575,융합전자공학부,111,교양필수,2024,2,2026,2,83
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002581,신소재공학부,111,교양필수,2024,2,2026,2,46
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002718,교육학과,111,교양필수,2024,2,2026,2,3
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002719,국어교육과,111,교양필수,2024,2,2026,2,5
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002720,영어교육과,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002722,응용미술교육과,111,교양필수,2024,2,2026,2,5
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002723,교육공학과,111,교양필수,2024,2,2026,2,3
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002725,수학교육과,111,교양필수,2024,2,2026,2,5
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002737,성악과,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002738,작곡과,111,교양필수,2024,2,2026,2,3
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002739,피아노과,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002740,관현악과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002741,국악과,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002794,국어국문학과,111,교양필수,2024,2,2026,2,7
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002800,영어영문학과,111,교양필수,2024,2,2026,2,12
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002801,독어독문학과,111,교양필수,2024,2,2026,2,3
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002809,중어중문학과,111,교양필수,2024,2,2026,2,12
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002814,사학과,111,교양필수,2024,2,2026,2,3
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002815,철학과,111,교양필수,2024,2,2026,2,3
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002839,관광학부,111,교양필수,2024,2,2026,2,7
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002867,정보시스템학과,111,교양필수,2024,2,2026,2,10
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002886,건축학부,111,교양필수,2024,2,2026,2,12
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002894,경영학부,111,교양필수,2024,2,2026,2,137
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002895,파이낸스경영학과,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002920,국제학부,111,교양필수,2024,2,2024,2,3
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002933,경제금융학부,111,교양필수,2024,2,2026,2,64
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0002983,정책학과,111,교양필수,2024,2,2026,2,33
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003560,수학과,111,교양필수,2024,2,2026,2,12
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003561,물리학과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003562,화학과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003563,생명과학과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003583,의류학과,111,교양필수,2024,2,2026,2,11
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003584,식품영양학과,111,교양필수,2024,2,2026,2,12
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003585,실내건축디자인학과,111,교양필수,2024,2,2026,2,12
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003589,연극영화학과,111,교양필수,2024,2,2026,2,12
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003590,무용학과,111,교양필수,2024,2,2026,2,7
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003663,정치외교학과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003664,사회학과,111,교양필수,2024,2,2026,2,9
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003665,미디어커뮤니케이션학과,111,교양필수,2024,2,2026,2,16
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003666,행정학과,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003830,화학공학과,111,교양필수,2024,2,2026,2,15
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0003831,생명공학과,111,교양필수,2024,2,2026,2,7
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0004134,컴퓨터소프트웨어학부,111,교양필수,2024,2,2026,2,59
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0004700,스포츠매니지먼트전공,111,교양필수,2024,2,2026,2,7
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0004701,바이오메디컬공학전공,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0004708,스포츠사이언스전공,111,교양필수,2024,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0004743,심리뇌과학전공,111,교양필수,2024,2,2026,2,7
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0004744,데이터사이언스전공,111,교양필수,2024,2,2026,2,15
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0004761,반도체공학과,111,교양필수,2025,2,2026,2,2
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0004816,간호학과,111,교양필수,2024,2,2026,2,10
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0005007,경영공학전공,111,교양필수,2024,2,2025,2,7
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0005008,정보공학전공,111,교양필수,2024,2,2025,2,8
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0005063,국제학부,111,교양필수,2025,2,2026,2,6
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0005064,글로벌콘텐츠융합학부,111,교양필수,2025,2,2026,2,2
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0005239,경영공학전공,111,교양필수,2026,2,2026,2,4
GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,H0005240,정보공학전공,111,교양필수,2026,2,2026,2,4
GEN6006,특허법의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN6006,특허법의이해,H0002256,서울 대학,722,전공심화,2024,1,2026,1,3
GEN6007,대중문화와법,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN6023,상상과창조,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN6032,전문학술영어,H0002256,서울 대학,111,교양필수,2024,1,2026,2,99
GEN6032,전문학술영어,H0002517,건설환경공학과,111,교양필수,2024,1,2025,1,12
GEN6032,전문학술영어,H0002520,전기공학전공,111,교양필수,2024,1,2025,1,16
GEN6032,전문학술영어,H0002521,건축공학부,111,교양필수,2024,2,2024,2,2
GEN6032,전문학술영어,H0002530,에너지공학과,111,교양필수,2024,1,2024,1,1
GEN6032,전문학술영어,H0002540,기계공학부,111,교양필수,2024,1,2025,1,39
GEN6032,전문학술영어,H0002541,미래자동차공학과,111,교양필수,2024,2,2025,2,4
GEN6032,전문학술영어,H0002558,원자력공학과,111,교양필수,2024,1,2025,1,12
GEN6032,전문학술영어,H0002570,도시공학과,111,교양필수,2024,1,2025,1,4
GEN6032,전문학술영어,H0002575,융합전자공학부,111,교양필수,2024,2,2024,2,12
GEN6032,전문학술영어,H0002581,신소재공학부,111,교양필수,2024,1,2025,1,30
GEN6032,전문학술영어,H0002599,의예과,111,교양필수,2024,1,2025,1,7
GEN6032,전문학술영어,H0002718,교육학과,111,교양필수,2024,2,2025,2,30
GEN6032,전문학술영어,H0002737,성악과,111,교양필수,2024,1,2025,1,13
GEN6032,전문학술영어,H0002738,작곡과,111,교양필수,2025,1,2025,1,9
GEN6032,전문학술영어,H0002740,관현악과,111,교양필수,2024,1,2024,1,1
GEN6032,전문학술영어,H0002741,국악과,111,교양필수,2024,1,2024,1,2
GEN6032,전문학술영어,H0002794,국어국문학과,111,교양필수,2024,2,2025,2,4
GEN6032,전문학술영어,H0002800,영어영문학과,111,교양필수,2024,2,2025,2,5
GEN6032,전문학술영어,H0002801,독어독문학과,111,교양필수,2024,2,2025,2,18
GEN6032,전문학술영어,H0002809,중어중문학과,111,교양필수,2024,1,2025,1,6
GEN6032,전문학술영어,H0002839,관광학부,111,교양필수,2024,2,2025,2,5
GEN6032,전문학술영어,H0002867,정보시스템학과,111,교양필수,2024,1,2025,1,5
GEN6032,전문학술영어,H0002886,건축학부,111,교양필수,2024,2,2024,2,6
GEN6032,전문학술영어,H0002894,경영학부,111,교양필수,2024,2,2025,2,180
GEN6032,전문학술영어,H0002933,경제금융학부,111,교양필수,2024,1,2025,1,30
GEN6032,전문학술영어,H0002983,정책학과,111,교양필수,2024,2,2025,2,24
GEN6032,전문학술영어,H0003560,수학과,111,교양필수,2024,2,2025,2,16
GEN6032,전문학술영어,H0003562,화학과,111,교양필수,2024,2,2025,2,14
GEN6032,전문학술영어,H0003583,의류학과,111,교양필수,2024,2,2025,2,36
GEN6032,전문학술영어,H0003589,연극영화학과,111,교양필수,2024,2,2025,2,16
GEN6032,전문학술영어,H0003663,정치외교학과,111,교양필수,2024,2,2025,2,4
GEN6032,전문학술영어,H0003664,사회학과,111,교양필수,2024,2,2025,2,4
GEN6032,전문학술영어,H0003665,미디어커뮤니케이션학과,111,교양필수,2024,2,2025,2,7
GEN6032,전문학술영어,H0003830,화학공학과,111,교양필수,2024,1,2025,1,4
GEN6032,전문학술영어,H0003831,생명공학과,111,교양필수,2024,1,2025,1,6
GEN6032,전문학술영어,H0004134,컴퓨터소프트웨어학부,111,교양필수,2024,1,2025,1,36
GEN6032,전문학술영어,H0004700,스포츠매니지먼트전공,111,교양필수,2025,2,2025,2,6
GEN6032,전문학술영어,H0004707,데이터사이언스학부,111,교양필수,2024,1,2025,1,8
GEN6032,전문학술영어,H0004708,스포츠사이언스전공,111,교양필수,2024,2,2024,2,6
GEN6032,전문학술영어,H0004739,글로벌한국학전공,111,교양필수,2024,1,2024,1,1
GEN6032,전문학술영어,H0004761,반도체공학과,111,교양필수,2024,2,2024,2,1
GEN6032,전문학술영어,H0004816,간호학과,111,교양필수,2024,1,2025,1,5
GEN6032,전문학술영어,H0004817,간호학과(야),111,교양필수,2024,1,2025,1,4
GEN6032,전문학술영어,H0005064,글로벌콘텐츠융합학부,111,교양필수,2025,1,2025,1,1
GEN6045,기초학술영어,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,54
GEN6058,혁신과잡종의과학사,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,5
GEN6064,고급한국어,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN6066,생명과바다,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN6074,뇌과학의이해,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,5
GEN6086,생활속의화학,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,16
GEN6087,생활속에서만나는생물학,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,4
GEN7023,스포츠와사회적책임,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN7024,비판적사고와창의적추론:현대적사고를위한툴,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
GEN7025,멀티미디어영작문,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
GEN7027,취업영어커뮤니케이션,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
GEN7028,기업·공공부문커뮤니케이션실전,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
GEN7029,시나리오영작문,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
GEN7030,영어와남녀의사소통의차이,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN7033,비전공자를위한재무금융,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN7034,초급독일어회화,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN7038,비판적글읽기,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN7041,창의적글쓰기,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN7044,영어말하기및표현연습2(영어노래분석과표현기법),H0002256,서울 대학,711,핵심교양,2024,1,2026,2,12
GEN7045,생태친화적기업경영,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN7046,기업경영과비즈니스전략,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,5
GEN8003,중급독일어회화,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,5
GEN8004,브리꼴뢰르-관계융합형인재,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,6
GEN8036,지속가능한개발을위한과학기술,H0002256,서울 대학,711,핵심교양,2024,1,2024,2,2
GEN8039,과학자의리더십,H0002256,서울 대학,711,핵심교양,2024,2,2026,2,5
GEN8040,생물학연대기,H0002256,서울 대학,711,핵심교양,2024,1,2025,2,5
GEN9176,빅데이터와패션트렌드,H0002256,서울 대학,711,핵심교양,2024,1,2026,2,7
GEN9178,트랜스미디어상호작용설계,H0002256,서울 대학,711,핵심교양,2024,2,2025,1,2
GEN9180,4차산업혁명과환경기술,H0002256,서울 대학,711,핵심교양,2025,1,2026,1,2
GER1055,기초독문법,H0002801,독어독문학과,727,전공기초(필수),2024,1,2026,1,6
GER1064,유럽문화지역의이해,H0002801,독어독문학과,727,전공기초(필수),2024,2,2026,2,3
GER1066,독일어회화B1-2,H0002801,독어독문학과,721,전공핵심,2024,1,2025,1,2
GER1067,독일어회화B2-2,H0002801,독어독문학과,721,전공핵심,2024,2,2025,2,2
GER1068,독일문학의흐름,H0002801,독어독문학과,727,전공기초(필수),2024,1,2025,1,2
GER1069,언어와마음,H0002801,독어독문학과,721,전공핵심,2024,2,2026,2,3
GER2005,중급독문법,H0002801,독어독문학과,727,전공기초(필수),2024,2,2025,2,2
GER2066,독일어회화A1,H0002801,독어독문학과,721,전공핵심,2024,1,2026,2,3
GER2068,독일어회화A2,H0002801,독어독문학과,721,전공핵심,2024,2,2026,1,3
GER2071,독일어회화B1,H0002801,독어독문학과,721,전공핵심,2024,1,2026,1,3
GER2072,독일어회화B2,H0002801,독어독문학과,721,전공핵심,2025,2,2025,2,1
GER2074,독문학입문,H0002801,독어독문학과,727,전공기초(필수),2024,1,2026,2,3
GER2079,유럽의역사와문화,H0002801,독어독문학과,727,전공기초(필수),2024,1,2026,1,3
GER2080,독일어텍스트분석,H0002801,독어독문학과,721,전공핵심,2024,2,2025,2,2
