campus_code,dept_code,dept_name,course_no,course_name,year_term_range,opening_dept,parse_status
H0002256,H0002936,STS(과학기술학)전공,CHM1005,일반화학및실험1,2007/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CLS1001,인문클래식:마음의이해,2019/1 ~ 2022/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CLS1004,과학클래식:과학기술의문화사,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CLS1016,과학클래식:화학의변명,2017/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CLS1017,과학클래식:과학과종교,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,COE3051,공업수학1,2007/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CUL3011,일반물리학및실험1,2007/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CUL3013,일반생물학및실험1,2007/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CUL6031,세상으로걸어간과학기술자들,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CUL6037,과학기술학의새로운지평,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CUL7042,두문화의인간학,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,CUL7043,기술시대의인간과윤리,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,ENG3094,실험언어학,2015/1 ~ 2017/2,STS(과학기술학)전공,not_found
H0002256,H0002936,STS(과학기술학)전공,ENG4076,영미과학소설읽기,2008/1 ~ 2018/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,FUT2010,은유와프레임전략,2017/1 ~ 2017/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,GEN5081,비즈니스설득심리,2006/1 ~ 2018/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,GEN6058,혁신과잡종의과학사,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,GEN8039,과학자의리더십,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,GEN8040,생물학연대기,2019/1 ~ 2022/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,HIS2040,글로벌서양사,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,HIS2064,서양과학기술의역사적전개,2006/1 ~ 2016/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,HIS2065,중국전통과학기술의역사적전개,2007/1 ~ 2018/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,HIS3027,근대중국과동아시아,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,HIS3059,현대과학기술의역사적쟁점,2007/1 ~ 2017/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,KOR4065,한국문학과근대과학,2008/1 ~ 2018/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER0003,생각과논리,2010/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER0004,영어논리와표현,2010/1 ~ 2015/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER2001,STS란무엇인가,2007/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER2002,과학기술과문화,2007/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER2003,현대과학기술의윤리적쟁점,2007/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER2004,한국근현대과학기술사,2007/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER2036,융합적사고를위한인문고전읽기,2014/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER2060,지능기술시대를위한과학철학,2016/2 ~ 2016/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER2061,"스마트시대의문자,구술,영상",2016/2 ~ 2017/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER3001,동양의과학기술사상,2007/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER3002,과학기술커뮤니케이션,2007/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER3003,STS특강,2007/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER3004,현대과학기술정책의이해,2007/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER3019,발표와토론,2011/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER3042,취업역량개발과직무이해,2014/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER4009,비즈니스커뮤니케이션의이론과실제,2009/1 ~ 2018/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER4011,과학기술커뮤니케이터글쓰기,2009/1 ~ 2022/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PER4012,과학기술커뮤니케이터실습,2010/1 ~ 2022/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PHL2041,물질과마음철학,2006/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PHL3063,기술철학,2007/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PHL4005,과학철학,2014/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PHL4042,한국전통과학기술사상,2008/1 ~ 2018/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PPL1007,비판적사고,2017/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PPL1011,근대사상의전개,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PPL2013,현대사상의주요흐름,2017/1 ~ 2020/2,STS(과학기술학)전공,ok
H0002256,H0002936,STS(과학기술학)전공,PPL4027,과학기술철학,2018/1 ~ 2021/2,STS(과학기술학)전공,ok
H0002256,H0004816,간호학과,CUL0005,말과글,2016/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,CUL0005,말과글,2013/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,CUL0011,창의적컴퓨팅,2017/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,CUL0011,창의적컴퓨팅,2017/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,CUL0202,문화기술인간,2025/1 ~ 2027/2,간호학과,ok
H0002256,H0004816,간호학과,CUL0203,AI시대쓰기의힘,2025/1 ~ 2027/2,간호학과,ok
H0002256,H0004816,간호학과,CUL0205,Technology and AI: Utopia or Dystopia?,2026/1 ~ 2028/2,간호학과,ok
H0002256,H0004816,간호학과,CUL0208,스토리텔링의설계와전략,2026/1 ~ 2028/2,간호학과,ok
H0002256,H0004816,간호학과,CUL1122,창의적프로그래밍,2023/1 ~ 2028/2,간호학과,ok
H0002256,H0004816,간호학과,CUL1138,인공지능과기계학습,2023/1 ~ 2028/2,간호학과,ok
H0002256,H0004816,간호학과,CUL2019,심리학의이해,2016/1 ~ 2023/2,간호학과,ok
H0002256,H0004132,간호학과,CUL2019,심리학의이해,2016/1 ~ 2023/2,간호학과,ok
H0002256,H0004132,간호학과,GEN1016,일반생물학,2013/1 ~ 2015/2,간호학과,ok
H0002256,H0004816,간호학과,GEN3083,영양과건강,2017/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,GEN3083,영양과건강,2017/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,GEN4091,과학기술의철학적이해,2016/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,GEN4091,과학기술의철학적이해,2013/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,GEN5029,커리어개발Ⅰ:취.창업진로로드맵,2016/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,GEN5029,커리어개발Ⅰ:취.창업진로로드맵,2013/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,2015/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,GEN6032,전문학술영어,2017/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,GEN6032,전문학술영어,2014/1 ~ 2024/2,간호학과,ok
H0002256,H0004132,간호학과,GEN6044,한양사회봉사,2013/1 ~ 2014/2,간호학과,ok
H0002256,H0004816,간호학과,HYP1003,간호학HY-UP(실용연구실습)1,2024/1 ~ 2029/2,간호학과,ok
H0002256,H0004816,간호학과,HYP2001,간호학HY-UP(실용연구실습)2,2023/2 ~ 2029/2,간호학과,ok
H0002256,H0004816,간호학과,HYP3001,간호학HY-UP(실용연구실습)3,2024/1 ~ 2030/2,간호학과,ok
H0002256,H0004816,간호학과,HYP4001,간호학HY-UP(실용연구실습)4,2023/2 ~ 2030/2,간호학과,ok
H0002256,H0004132,간호학과,MED1012,생리학및실습,2014/1 ~ 2016/2,간호학과,ok
H0002256,H0004132,간호학과,MED1013,미생물학및실습,2014/1 ~ 2016/2,간호학과,ok
H0002256,H0004132,간호학과,MED1014,생화학및실습,2013/1 ~ 2015/2,간호학과,ok
H0002256,H0004132,간호학과,MED1015,약리학및실습,2014/1 ~ 2016/2,간호학과,ok
H0002256,H0004132,간호학과,MED1016,병리학및실습,2014/1 ~ 2016/2,간호학과,not_found
H0002256,H0004132,간호학과,MED1031,해부학및실습,2013/1 ~ 2015/2,간호학과,ok
H0002256,H0004816,간호학과,NUR1002,간호학개론,2016/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,NUR1002,간호학개론,2016/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,NUR1006,간호와직업,2017/1 ~ 2023/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR1006,간호와직업,2015/1 ~ 2023/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR1007,간호고전,2013/1 ~ 2015/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR1008,동양적건강과질병관,2013/1 ~ 2015/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR1009,간호해부학,2016/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,NUR1009,간호해부학,2016/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,NUR1010,건강의고전적이해,2016/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,NUR1010,건강의고전적이해,2016/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,NUR1011,인류학의이해,2016/1 ~ 2019/2,간호학과,ok
H0002256,H0004132,간호학과,NUR1011,인류학의이해,2016/1 ~ 2019/2,간호학과,ok
H0002256,H0004816,간호학과,NUR1012,간호공학입문,2020/2 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,NUR1012,간호공학입문,2020/2 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,NUR1013,건강인류학,2020/2 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,NUR1013,건강인류학,2020/2 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,NUR1014,돌봄의사회적가치,2024/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2001,간호윤리,2014/1 ~ 2016/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR2008,기본간호학및실습1,2017/1 ~ 2022/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR2008,기본간호학및실습1,2014/1 ~ 2022/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR2009,기본간호학및실습2,2017/1 ~ 2022/1,간호학과,not_found
H0002256,H0004132,간호학과,NUR2009,기본간호학및실습2,2014/1 ~ 2022/1,간호학과,not_found
H0002256,H0004816,간호학과,NUR2014,간호과정,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2014,간호과정,2018/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR2020,간호정보학,2017/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2020,간호정보학,2015/1 ~ 2024/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2021,아동발달과건강,2014/1 ~ 2016/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR2022,출산기가족의간호,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2022,출산기가족의간호,2015/1 ~ 2025/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2023,성인간호개론,2014/1 ~ 2016/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR2024,의사소통론,2017/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2024,의사소통론,2014/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,NUR2028,출산기건강장애와간호,2018/1 ~ 2025/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR2028,출산기건강장애와간호,2015/1 ~ 2025/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR2029,성인건강간호중재론1,2015/1 ~ 2017/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR2031,지역중심간호과학1,2019/1 ~ 2022/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR2031,지역중심간호과학1,2014/1 ~ 2022/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR2033,성장과발달,2017/1 ~ 2024/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR2033,성장과발달,2017/1 ~ 2024/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR2034,논리와비평적사고,2017/1 ~ 2024/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR2034,논리와비평적사고,2017/1 ~ 2024/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR2035,간호약리학,2017/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2035,간호약리학,2017/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR2036,기초간호과학4,2017/1 ~ 2024/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR2036,기초간호과학4,2017/1 ~ 2024/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR2037,인간발달과사회,2021/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2037,인간발달과사회,2021/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR2038,디지털헬스디자인,2021/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2038,디지털헬스디자인,2021/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR2039,기본간호학2,2022/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2039,기본간호학2,2022/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR2040,기본간호학실습2,2022/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2040,기본간호학실습2,2022/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR2041,기본간호학1,2023/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2041,기본간호학1,2023/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR2042,기본간호학실습1,2023/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR2042,기본간호학실습1,2023/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3007,지역사회간호학1,2018/1 ~ 2030/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3007,지역사회간호학1,2018/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3008,지역사회간호학2,2019/1 ~ 2030/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3008,지역사회간호학2,2019/1 ~ 2026/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3009,임상실습1,2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3009,임상실습1,2015/1 ~ 2021/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3010,임상실습2,2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3010,임상실습2,2015/1 ~ 2021/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3015,보건교육,2014/1 ~ 2016/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3029,건강사정,2017/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3029,건강사정,2017/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3031,간호병태생리학,2016/1 ~ 2027/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3031,간호병태생리학,2016/1 ~ 2023/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3032,간호이슈와비평적사고,2019/1 ~ 2030/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3032,간호이슈와비평적사고,2016/1 ~ 2026/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3040,호스피스간호,2019/1 ~ 2022/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3040,호스피스간호,2016/1 ~ 2022/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3041,성인건강간호중재론2,2015/1 ~ 2017/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3045,아동건강문제와가족간호1,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3045,아동건강문제와가족간호1,2015/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3046,응급간호학,2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3046,응급간호학,2015/1 ~ 2021/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3047,지역중심간호과학2,2019/1 ~ 2022/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3047,지역중심간호과학2,2015/1 ~ 2022/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3048,학교중심간호과학,2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3048,학교중심간호과학,2015/1 ~ 2021/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3051,여성의부인과적장애와간호,2019/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3051,여성의부인과적장애와간호,2016/1 ~ 2025/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3052,중환자간호,2016/1 ~ 2018/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3053,정신건강간호중재,2015/1 ~ 2017/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3054,영유아기가족간호,2019/1 ~ 2030/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3054,영유아기가족간호,2016/1 ~ 2026/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3056,지역사회정신간호,2019/1 ~ 2030/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3056,지역사회정신간호,2016/1 ~ 2026/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3058,아동건강문제와가족간호2,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3058,아동건강문제와가족간호2,2015/1 ~ 2025/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3062,심리사회간호,2015/1 ~ 2017/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3069,보건프로그램개발및평가,2013/1 ~ 2015/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3070,정신건강간호,2018/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3070,정신건강간호,2018/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3071,성인간호중재론(배설),2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3071,성인간호중재론(배설),2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3072,정신질환간호중재,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3072,정신질환간호중재,2018/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3073,성인간호중재론(인지와조절),2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3073,성인간호중재론(인지와조절),2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3074,성인간호중재론(산화),2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3074,성인간호중재론(산화),2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3076,성인간호학:소화배설,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3076,성인간호학:소화배설,2018/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3077,성인간호학:대사,2019/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3077,성인간호학:대사,2019/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3078,성인간호학:산소화및감각,2018/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3078,성인간호학:산소화및감각,2018/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3079,성인간호학:인지조절,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3079,성인간호학:인지조절,2018/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3080,성인간호실습1,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3080,성인간호실습1,2018/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3081,성인간호실습2,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3081,성인간호실습2,2018/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3082,여성간호실습,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3082,여성간호실습,2018/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3083,아동간호실습,2018/1 ~ 2030/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3083,아동간호실습,2018/1 ~ 2026/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3084,간호과정실습,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3084,간호과정실습,2018/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3085,근거기반기본간호이슈,2020/2 ~ 2025/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3085,근거기반기본간호이슈,2020/2 ~ 2025/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3086,대상자교육중재,2020/2 ~ 2024/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR3086,대상자교육중재,2020/2 ~ 2024/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR3087,핵심술기실습,2022/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3087,핵심술기실습,2022/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR3088,간호데이터분석과시각화,2022/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR3088,간호데이터분석과시각화,2022/1 ~ 2025/2,간호학과,ok
H0002256,H0004816,간호학과,NUR4009,임상실습3,2019/1 ~ 2022/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR4009,임상실습3,2016/1 ~ 2022/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR4010,임상실습4,2019/1 ~ 2022/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR4010,임상실습4,2016/1 ~ 2022/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR4014,노인간호학,2017/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4014,노인간호학,2016/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR4019,여성건강간호,2017/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4019,여성건강간호,2014/1 ~ 2024/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4021,간호관리학1,2016/1 ~ 2018/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR4022,간호관리학2,2016/1 ~ 2018/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR4023,보건의료법규,2019/1 ~ 2030/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4023,보건의료법규,2016/1 ~ 2026/2,간호학과,ok
H0002256,H0004816,간호학과,NUR4031,간호연구,2018/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4031,간호연구,2015/1 ~ 2025/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4043,만성질환자간호,2016/1 ~ 2018/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR4048,간호정책,2018/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4048,간호정책,2014/1 ~ 2024/2,간호학과,ok
H0002256,H0004816,간호학과,NUR4050,임상종합평가(PBL),2019/1 ~ 2025/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR4050,임상종합평가(PBL),2016/1 ~ 2025/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR4052,전공종합평가,2019/1 ~ 2026/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4052,전공종합평가,2016/1 ~ 2026/2,간호학과,ok
H0002256,H0004816,간호학과,NUR4067,간호전문직과윤리,2017/1 ~ 2028/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4067,간호전문직과윤리,2017/1 ~ 2024/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4076,보건교육방법론,2015/1 ~ 2017/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR4079,직업환경중심간호과학,2019/1 ~ 2022/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR4079,직업환경중심간호과학,2016/1 ~ 2022/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR4080,간호연구의실제,2019/1 ~ 2026/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4080,간호연구의실제,2016/1 ~ 2026/2,간호학과,ok
H0002256,H0004816,간호학과,NUR4081,성인간호중재론(대사),2019/1 ~ 2022/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR4081,성인간호중재론(대사),2019/1 ~ 2022/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR4082,성인간호중재론(순환),2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004132,간호학과,NUR4082,성인간호중재론(순환),2018/1 ~ 2021/2,간호학과,not_found
H0002256,H0004816,간호학과,NUR4083,간호관리학,2019/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4083,간호관리학,2019/1 ~ 2026/2,간호학과,ok
H0002256,H0004816,간호학과,NUR4089,성인간호학:순환,2019/1 ~ 2029/2,간호학과,ok
H0002256,H0004132,간호학과,NUR4089,성인간호학:순환,2019/1 ~ 2025/2,간호학과,ok
