campus_code,dept_code,dept_name,course_no,course_name,year_term_range,opening_dept,parse_status
H0002256,H0003665,미디어커뮤니케이션학과,JOU4017,글로벌커뮤니케이션이론및과제,2016/1 ~ 2018/2,미디어커뮤니케이션학과,ok
H0002256,H0003665,미디어커뮤니케이션학과,JOU4018,글로벌미디어와커뮤니케이션,2019/1 ~ 2029/2,미디어커뮤니케이션학과,ok
H0002256,H0003665,미디어커뮤니케이션학과,JOU4019,미디어비즈니스실무,2025/1 ~ 2030/2,미디어커뮤니케이션학과,ok
H0002256,H0003665,미디어커뮤니케이션학과,SYH0001,사랑의실천1(한양나눔),2014/1 ~ 2027/2,미디어커뮤니케이션학과,ok
H0002256,H0003665,미디어커뮤니케이션학과,SYH0002,사랑의실천2(스마트커뮤니케이션),2014/1 ~ 2028/2,미디어커뮤니케이션학과,not_found
H0002256,H0003665,미디어커뮤니케이션학과,SYH0003,사랑의실천3(기업가정신),2011/1 ~ 2029/2,미디어커뮤니케이션학과,not_found
H0002256,H0003665,미디어커뮤니케이션학과,SYH0004,사랑의실천4(미래실용인재),2012/1 ~ 2030/2,미디어커뮤니케이션학과,ok
H0002256,H0004157,미래인문학융합전공,AIX0006,AI와법,2021/2 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,AIX0007,인공지능의철학,2021/2 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT1001,아르테와테크네의만남,2017/1 ~ 2027/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT1003,엔지니어를위한영어의사소통,2017/1 ~ 2027/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT1004,과학기술자의상상력과창의성,2017/1 ~ 2027/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT1005,초학제시대의미래인문학,2017/1 ~ 2027/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT2001,가상/증강현실의예술,2017/1 ~ 2028/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT2002,AI시대의상상력과디자인씽킹,2017/1 ~ 2028/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT2004,문화콘텐츠+나,2017/1 ~ 2028/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT2005,공학영어읽기,2017/1 ~ 2028/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT2006,엔지니어를위한영어프리젠테이션,2017/1 ~ 2028/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT2007,테크노사이언스가만드는세상,2017/1 ~ 2028/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT2008,지속가능한미래를위한과학기술정책,2017/1 ~ 2028/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT2009,네트워크사회를위한미래인문학,2017/1 ~ 2028/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT3001,아트테크놀로지캡스톤디자인,2017/1 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT3002,인문학으로예술읽기,2017/1 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT3004,문화콘텐츠아나토미:비평이론과실제,2017/1 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT3005,엔지니어를위한실용영작문,2017/1 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT3006,엔지니어를위한학술영작문,2017/1 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT3007,역사를바꾼과학혁명,2017/1 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT3008,인류세시대를위한미래인문학,2017/1 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT3009,과학기술학의새로운지형도,2017/1 ~ 2029/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT4001,인문학으로기술읽기,2017/1 ~ 2030/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT4002,공학영어캡스톤디자인,2017/1 ~ 2030/2,미래인문학융합전공,ok
H0002256,H0004157,미래인문학융합전공,FUT4003,한국과학혁신의역사,2017/1 ~ 2030/2,미래인문학융합전공,ok
H0002256,H0002541,미래자동차공학과,AUE1001,자동차공학개론,2011/1 ~ 2015/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE1002,미래자동차공학개론,2023/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE3028,CAE,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE3030,자동차공학실험,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE3031,설계공학,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE3032,미래자동차공학연구실현장실습1,2018/2 ~ 2025/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE3033,미래자동차공학연구실현장실습2,2018/2 ~ 2025/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE3034,마이크로프로세서응용시스템,2020/2 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE3035,자동차커넥티비티,2025/2 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4021,NVH,2014/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4023,차량센서,2014/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4024,미래자동차공학종합설계1,2015/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4025,미래자동차공학종합설계2,2015/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4026,지능형차량실습1,2015/1 ~ 2022/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4027,지능형차량실습2,2015/1 ~ 2022/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4028,자동차분해조립실습,2018/2 ~ 2022/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4029,미래자동차공학연구실현장실습3,2019/1 ~ 2026/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4030,미래자동차공학연구실현장실습4,2018/2 ~ 2026/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4031,e-파워트레인,2021/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4032,AI로봇공학,2023/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4033,차량최적설계,2023/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4034,자동차플랫폼이해및분해조립실습,2023/1 ~ 2023/1,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4035,AI차량융합기술,2023/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4036,xEV에너지시스템,2021/2 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4037,xEV모터제어,2021/2 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4038,xEV모터구동시스템,2023/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4039,자동차소프트웨어,2023/2 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4040,자동차임베디드AI,2026/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,AUE4041,xEV전력변환,2026/2 ~ 2030/2,미래자동차공학과,not_found
H0002256,H0002541,미래자동차공학과,CHE2001,공업물리화학1,2013/1 ~ 2017/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CHM1002,일반화학및실험2,2011/1 ~ 2025/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CHM1005,일반화학및실험1,2011/1 ~ 2025/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CHM4084,전지공학,2014/1 ~ 2016/1,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CME4001,에너지소재,2013/1 ~ 2017/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,COE2004,동역학,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,COE2022,공학입문설계,2011/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,COE2052,고체역학,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,COE3051,공업수학1,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,COE3052,공업수학2,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CSE2010,자료구조론,2013/1 ~ 2017/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CUL0005,말과글,2011/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CUL0202,문화기술인간,2025/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CUL0203,AI시대쓰기의힘,2025/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CUL0205,Technology and AI: Utopia or Dystopia?,2026/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CUL0208,스토리텔링의설계와전략,2026/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CUL1138,인공지능과기계학습,2023/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CUL3011,일반물리학및실험1,2011/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,CUL3012,일반물리학및실험2,2011/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,DME3003,시스템해석,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,DME3012,차체구조,2014/1 ~ 2022/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,DME4005,시스템설계,2014/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,DME4025,차량파워트레인,2014/1 ~ 2018/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,DME4027,미래형자동차,2014/1 ~ 2022/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ECE3008,신호와시스템,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ECL3003,임베디드시스템,2014/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ECN1001,디지털논리설계,2012/1 ~ 2025/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ELE2058,전기회로,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ELE3019,컴퓨터구조1,2014/1 ~ 2018/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ELE3021,운영체제,2014/1 ~ 2018/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ELE3053,전기공학,2012/1 ~ 2013/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ELE4004,에너지변환공학,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ELE4005,전력전자공학,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ENE3001,전자회로,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ENE3063,전자공학,2012/1 ~ 2013/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ENE4041,마이크로프로세서응용,2013/1 ~ 2025/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ENE4054,자동제어,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN0072,일반화학및실험,2026/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN1031,공학도를위한창의적컴퓨팅,2011/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN1100,공학도를위한창의적프로그래밍,2023/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN2052,미분적분학1,2011/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN2053,미분적분학2,2011/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN4091,과학기술의철학적이해,2012/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN5026,테크노경영학(스타트업종합설계),2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN5029,커리어개발Ⅰ:취.창업진로로드맵,2011/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,2015/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN6032,전문학술영어,2011/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN6044,한양사회봉사,2011/1 ~ 2014/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN6094,전공현장실습1,2014/1 ~ 2021/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,GEN6095,전공현장실습2,2013/1 ~ 2021/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,HYP1005,미래자동차공학HY-UP(실용연구실습)1,2026/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,HYP2004,미래자동차공학HY-UP(실용연구실습)2,2026/1 ~ 2029/2,미래자동차공학과,not_found
H0002256,H0002541,미래자동차공학과,HYP3005,미래자동차공학HY-UP(실용연구실습)3,2027/1 ~ 2030/2,미래자동차공학과,not_found
H0002256,H0002541,미래자동차공학과,HYP4004,미래자동차공학HY-UP(실용연구실습)4,2027/1 ~ 2030/2,미래자동차공학과,not_found
H0002256,H0002541,미래자동차공학과,ICH4002,전기화학,2014/1 ~ 2018/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,INE3017,생산공학,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,INE3028,CAD,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,INE4091,전동기응용,2014/1 ~ 2020/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ITE4051,무선통신네트워크,2014/1 ~ 2018/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,ITE4052,컴퓨터비전,2014/1 ~ 2018/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,MAT2003,선형대수,2013/1 ~ 2029/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,MAT2017,확률통계론,2012/1 ~ 2025/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,MEE3007,유체역학,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,MEE3008,로보트공학,2014/1 ~ 2022/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,MEE3012,열역학,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,MEE4011,계측공학,2014/1 ~ 2018/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,MEE4035,차량동역학시스템,2014/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,PHY2013,전자기학,2012/1 ~ 2028/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,PME3006,메카트로닉스,2012/1 ~ 2013/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,SYH0001,사랑의실천1(한양나눔),2011/1 ~ 2027/2,미래자동차공학과,ok
H0002256,H0002541,미래자동차공학과,SYH0002,사랑의실천2(스마트커뮤니케이션),2012/1 ~ 2028/2,미래자동차공학과,not_found
H0002256,H0002541,미래자동차공학과,SYH0003,사랑의실천3(기업가정신),2013/1 ~ 2029/2,미래자동차공학과,not_found
H0002256,H0002541,미래자동차공학과,SYH0004,사랑의실천4(미래실용인재),2014/1 ~ 2030/2,미래자동차공학과,ok
H0002256,H0004800,미래자동차기술융합전공,AUE3028,CAE,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE3030,자동차공학실험,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE3031,설계공학,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE3032,미래자동차공학연구실현장실습1,2018/1 ~ 2025/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE3033,미래자동차공학연구실현장실습2,2018/1 ~ 2025/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE3034,마이크로프로세서응용시스템,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4021,NVH,2019/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4023,차량센서,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4024,미래자동차공학종합설계1,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4025,미래자동차공학종합설계2,2019/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4029,미래자동차공학연구실현장실습3,2019/1 ~ 2026/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4030,미래자동차공학연구실현장실습4,2019/2 ~ 2026/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4031,e-파워트레인,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4032,AI로봇공학,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4033,차량최적설계,2019/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4034,자동차플랫폼이해및분해조립실습,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4035,AI차량융합기술,2019/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4036,xEV에너지시스템,2019/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4037,xEV모터제어,2019/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4038,xEV모터구동시스템,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUE4039,자동차소프트웨어,2024/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,AUT4001,자동차제품개발론,2023/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,CSE2010,자료구조론,2017/1 ~ 2028/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,CSE4006,소프트웨어공학,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,CSE4007,인공지능,2019/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,DME2055,기계재료학,2017/1 ~ 2028/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,DME2060,선형대수원리및응용,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,DME2064,수소모빌리티산업의응용과미래,2023/1 ~ 2028/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,DME3003,시스템해석,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,DME3052,기계요소설계,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,DME4005,시스템설계,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ECE3008,신호와시스템,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ECL3003,임베디드시스템,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ECL3011,전력전자,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ECL4010,차량전자제어,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ECL4015,전력변환응용,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ECL4019,지능형자동차제어시스템,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ECL4022,최적화개론,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ECR4004,현대제어이론,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ELE3004,제어공학,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ELE3013,전기기기,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ELE3021,운영체제,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ELE3039,알고리즘,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ELE3076,디지털신호처리1,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ELE3077,디지털신호처리2,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ELE4004,에너지변환공학,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ELE4005,전력전자공학,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ENE4015,신호처리,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ENE4019,컴퓨터네트워크,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ENE4041,마이크로프로세서응용,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ENE4054,자동제어,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,HYP1005,미래자동차공학HY-UP(실용연구실습)1,2026/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,HYP2004,미래자동차공학HY-UP(실용연구실습)2,2026/1 ~ 2029/2,미래자동차기술융합전공,not_found
H0002256,H0004800,미래자동차기술융합전공,HYP3005,미래자동차공학HY-UP(실용연구실습)3,2027/1 ~ 2030/2,미래자동차기술융합전공,not_found
H0002256,H0004800,미래자동차기술융합전공,HYP4004,미래자동차공학HY-UP(실용연구실습)4,2027/1 ~ 2030/2,미래자동차기술융합전공,not_found
H0002256,H0004800,미래자동차기술융합전공,INE3017,생산공학,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,INE3028,CAD,2023/2 ~ 2028/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ITE2031,컴퓨터구조론,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ITE2037,객체지향시스템설계,2017/1 ~ 2028/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ITE2038,데이터베이스시스템및응용,2017/1 ~ 2028/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ITE2039,알고리즘및문제해결기법,2017/1 ~ 2028/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ITE3062,인간컴퓨터상호작용,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,ITE4065,병렬프로그래밍,2023/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,MAT2003,선형대수,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,MAT2017,확률통계론,2023/2 ~ 2028/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,MAT3008,수치해석,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,MEE3003,유체역학1,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,MEE3004,유체역학2,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,MEE3008,로보트공학,2019/1 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,MEE4001,열전달,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,MEE4035,차량동역학시스템,2019/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,PBL4001,컴퓨터소프트웨어캡스톤PBL,2023/2 ~ 2030/2,미래자동차기술융합전공,ok
H0002256,H0004800,미래자동차기술융합전공,PME3002,기계진동학,2018/1 ~ 2029/2,미래자동차기술융합전공,ok
H0002256,H0004713,미래전기에너지신기술융합전공,CUL1185,전기에너지개론,2017/2 ~ 2028/2,미래전기에너지신기술융합전공,ok
H0002256,H0004713,미래전기에너지신기술융합전공,FET1001,스마트에너지와지속가능한미래,2025/2 ~ 2027/2,미래전기에너지신기술융합전공,ok
H0002256,H0004713,미래전기에너지신기술융합전공,FET1002,에너지와지속가능경영의기초,2026/1 ~ 2027/2,미래전기에너지신기술융합전공,not_found
H0002256,H0004713,미래전기에너지신기술융합전공,FET3003,에너지기후변화정책연구,2025/2 ~ 2029/2,미래전기에너지신기술융합전공,ok
H0002256,H0004713,미래전기에너지신기술융합전공,FET3004,에너지자원순환공학,2026/1 ~ 2029/2,미래전기에너지신기술융합전공,not_found
H0002256,H0004713,미래전기에너지신기술융합전공,FET9101,에너지소재개론,2016/1 ~ 2027/2,미래전기에너지신기술융합전공,not_found
H0002256,H0004713,미래전기에너지신기술융합전공,FET9102,에너지신산업머신러닝개론,2025/1 ~ 2027/2,미래전기에너지신기술융합전공,not_found
H0002256,H0004713,미래전기에너지신기술융합전공,FET9103,AI와에너지신산업,2026/1 ~ 2027/2,미래전기에너지신기술융합전공,not_found
H0002256,H0004713,미래전기에너지신기술융합전공,FET9104,에너지와지식재산라이센싱,2026/1 ~ 2027/2,미래전기에너지신기술융합전공,not_found
H0002256,H0004713,미래전기에너지신기술융합전공,FET9201,에너지저장공학개론,2017/2 ~ 2028/2,미래전기에너지신기술융합전공,not_found
