course_no,course_name,parse_status,grade_row_count,term_count,department_count,latest_year,latest_term,pdf_path,pdf_exists,issues
ARE5003,건축연구,ok,21,5,1,2026,1,outputs/pdfs_full/건축학부__ARE5003__건축연구.pdf,yes,
ARE5004,건축연구2,ok,24,5,1,2023,2,outputs/pdfs_full/건축학부__ARE5004__건축연구2.pdf,yes,
ARE5005,글로벌프로젝트기획및개발,ok,10,4,1,2025,2,outputs/pdfs_full/건축공학부__ARE5005__글로벌프로젝트기획및개발.pdf,yes,
ARE5007,건축방재론,ok,8,2,1,2016,2,outputs/pdfs_full/건축학부__ARE5007__건축방재론.pdf,yes,
ARE5008,Adventure_Design(건축융합1),ok,19,5,1,2026,1,outputs/pdfs_full/건축공학부__ARE5008__Adventure_Design(건축융합1).pdf,yes,
ARE5009,Adventure_Design(건축융합2),ok,15,4,1,2025,2,outputs/pdfs_full/건축공학부__ARE5009__Adventure_Design(건축융합2).pdf,yes,
ARE5011,건축시공계획,ok,18,4,2,2026,1,outputs/pdfs_full/건축학부__ARE5011__건축시공계획.pdf,yes,
ARE5012,건축종합설계1,ok,27,5,1,2017,1,outputs/pdfs_full/건축공학부__ARE5012__건축종합설계1.pdf,yes,
ARE5013,건축종합설계2,ok,27,5,1,2017,2,outputs/pdfs_full/건축공학부__ARE5013__건축종합설계2.pdf,yes,
ARE5014,토질및기초공학,ok,22,5,1,2014,1,outputs/pdfs_full/건축공학부__ARE5014__토질및기초공학.pdf,yes,
ARE5016,건설경영,ok,31,5,2,2026,1,outputs/pdfs_full/건축학부__ARE5016__건설경영.pdf,yes,
ARE5027,HVAC 시스템디자인,ok,30,5,1,2026,1,outputs/pdfs_full/건축공학부__ARE5027__HVAC_시스템디자인.pdf,yes,
ARE5028,건축구조시스템,ok,40,5,2,2026,1,outputs/pdfs_full/건축학부__ARE5028__건축구조시스템.pdf,yes,
ARE5029,한국근현대건축의이해,ok,16,4,1,2024,2,outputs/pdfs_full/건축학부__ARE5029__한국근현대건축의이해.pdf,yes,
ARE5031,공학프로젝트및현장실습1,ok,21,5,1,2018,1,outputs/pdfs_full/건축공학부__ARE5031__공학프로젝트및현장실습1.pdf,yes,
ARE5032,공학프로젝트및현장실습2,ok,21,5,1,2018,2,outputs/pdfs_full/건축공학부__ARE5032__공학프로젝트및현장실습2.pdf,yes,
ARE5041,보존과활용,ok,26,5,1,2026,1,outputs/pdfs_full/건축학부__ARE5041__보존과활용.pdf,yes,
ARE5042,파라매트릭스디자인,ok,7,2,1,2019,2,outputs/pdfs_full/건축학부__ARE5042__파라매트릭스디자인.pdf,yes,
ARE5043,건축형태이론,ok,15,4,1,2025,2,outputs/pdfs_full/건축학부__ARE5043__건축형태이론.pdf,yes,
ARE5045,UX기반공간연구,ok,10,4,1,2025,2,outputs/pdfs_full/건축학부__ARE5045__UX기반공간연구.pdf,yes,
ARE6041,강구조,ok,16,5,1,2026,1,outputs/pdfs_full/건축공학부__ARE6041__강구조.pdf,yes,
ATC0001,HCI와아트테크놀로지디자인씽킹,ok,4,2,2,2018,2,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0001__HCI와아트테크놀로지디자인씽킹.pdf,yes,
ATC0002,사운드스케이프캡스톤디자인,ok,2,2,2,2018,2,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0002__사운드스케이프캡스톤디자인.pdf,yes,
ATC0003,아트테크놀로지PBL캡스톤디자인,ok,3,1,2,2018,1,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0003__아트테크놀로지PBL캡스톤디자인.pdf,yes,
ATC0004,아트앤테크놀로지그래픽스,ok,14,3,2,2019,2,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0004__아트앤테크놀로지그래픽스.pdf,yes,
ATC0005,가상/증강현실캡스톤디자인,ok,5,3,2,2019,2,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0005__가상_증강현실캡스톤디자인.pdf,yes,
ATC0006,아트테크놀로지비주얼컴퓨팅,ok,6,1,2,2017,2,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0006__아트테크놀로지비주얼컴퓨팅.pdf,yes,
ATC0007,아트테크놀로지사운드컴퓨팅,ok,5,1,2,2018,1,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0007__아트테크놀로지사운드컴퓨팅.pdf,yes,
ATC0008,아두이노아트캡스톤디자인,not_found,0,0,1,,,outputs/pdfs_seoul_university/서울_대학__ATC0008__아두이노아트캡스톤디자인.pdf,yes,missing_grade_rows
ATC0009,과학적일러스트레이션디자인,ok,1,1,2,2018,1,outputs/pdfs_full/예술융합소프트웨어_융합전공__ATC0009__과학적일러스트레이션디자인.pdf,yes,
AUE3028,CAE,ok,16,4,1,2025,2,outputs/pdfs_full/미래자동차기술융합전공__AUE3028__CAE.pdf,yes,
AUE3030,자동차공학실험,ok,12,4,1,2025,2,outputs/pdfs_full/미래자동차기술융합전공__AUE3030__자동차공학실험.pdf,yes,
AUE3031,설계공학,ok,21,4,1,2025,2,outputs/pdfs_full/미래자동차기술융합전공__AUE3031__설계공학.pdf,yes,
AUE3032,미래자동차공학연구실현장실습1,ok,4,4,1,2025,1,outputs/pdfs_full/미래자동차기술융합전공__AUE3032__미래자동차공학연구실현장실습1.pdf,yes,
AUE3033,미래자동차공학연구실현장실습2,ok,5,5,1,2025,2,outputs/pdfs_full/미래자동차기술융합전공__AUE3033__미래자동차공학연구실현장실습2.pdf,yes,
AUE3034,마이크로프로세서응용시스템,ok,30,5,1,2026,1,outputs/pdfs_full/미래자동차기술융합전공__AUE3034__마이크로프로세서응용시스템.pdf,yes,
AUE4021,NVH,ok,24,5,1,2024,2,outputs/pdfs_full/미래자동차기술융합전공__AUE4021__NVH.pdf,yes,
AUE4023,차량센서,ok,20,5,1,2026,1,outputs/pdfs_full/미래자동차기술융합전공__AUE4023__차량센서.pdf,yes,
AUE4024,미래자동차공학종합설계1,ok,17,5,1,2026,1,outputs/pdfs_full/미래자동차기술융합전공__AUE4024__미래자동차공학종합설계1.pdf,yes,
AUE4025,미래자동차공학종합설계2,ok,15,4,1,2025,2,outputs/pdfs_full/미래자동차기술융합전공__AUE4025__미래자동차공학종합설계2.pdf,yes,
AUE4029,미래자동차공학연구실현장실습3,ok,5,5,1,2026,1,outputs/pdfs_full/미래자동차기술융합전공__AUE4029__미래자동차공학연구실현장실습3.pdf,yes,
AUE4030,미래자동차공학연구실현장실습4,ok,4,4,1,2025,2,outputs/pdfs_full/미래자동차기술융합전공__AUE4030__미래자동차공학연구실현장실습4.pdf,yes,
AUE4031,e-파워트레인,ok,28,5,1,2026,1,outputs/pdfs_full/미래자동차기술융합전공__AUE4031__e-파워트레인.pdf,yes,
AUE4032,AI로봇공학,ok,10,2,1,2024,1,outputs/pdfs_full/미래자동차기술융합전공__AUE4032__AI로봇공학.pdf,yes,
AUE4033,차량최적설계,ok,5,3,1,2025,2,outputs/pdfs_full/미래자동차기술융합전공__AUE4033__차량최적설계.pdf,yes,
AUE4034,자동차플랫폼이해및분해조립실습,ok,3,1,1,2023,2,outputs/pdfs_full/미래자동차기술융합전공__AUE4034__자동차플랫폼이해및분해조립실습.pdf,yes,
AUE4035,AI차량융합기술,ok,2,1,1,2024,2,outputs/pdfs_full/미래자동차기술융합전공__AUE4035__AI차량융합기술.pdf,yes,
AUE4036,xEV에너지시스템,ok,13,4,1,2025,2,outputs/pdfs_full/미래자동차기술융합전공__AUE4036__xEV에너지시스템.pdf,yes,
AUE4037,xEV모터제어,ok,9,2,1,2022,2,outputs/pdfs_full/미래자동차기술융합전공__AUE4037__xEV모터제어.pdf,yes,
AUE4038,xEV모터구동시스템,ok,15,3,1,2026,1,outputs/pdfs_full/미래자동차기술융합전공__AUE4038__xEV모터구동시스템.pdf,yes,
AUE4039,자동차소프트웨어,ok,10,3,1,2025,2,outputs/pdfs_full/미래자동차기술융합전공__AUE4039__자동차소프트웨어.pdf,yes,
AUT4001,자동차제품개발론,ok,3,1,1,2023,1,outputs/pdfs_full/미래자동차기술융합전공__AUT4001__자동차제품개발론.pdf,yes,
BAT4001,에너지저장변환기술,not_found,0,0,1,,,outputs/pdfs_full/배터리융합전공__BAT4001__에너지저장변환기술.pdf,yes,missing_grade_rows
BAT4002,이차전지공정개론,not_found,0,0,1,,,outputs/pdfs_full/배터리융합전공__BAT4002__이차전지공정개론.pdf,yes,missing_grade_rows
BAT4003,이차전지설계개론,not_found,0,0,1,,,outputs/pdfs_full/배터리융합전공__BAT4003__이차전지설계개론.pdf,yes,missing_grade_rows
BIG2001,기초미적분학,ok,29,5,1,2026,1,outputs/pdfs_full/빅데이터융합전공__BIG2001__기초미적분학.pdf,yes,
BIG2002,기초확률및통계,ok,21,5,1,2026,1,outputs/pdfs_full/빅데이터융합전공__BIG2002__기초확률및통계.pdf,yes,
BIG2003,자료구조와알고리즘,ok,22,5,1,2026,1,outputs/pdfs_full/빅데이터융합전공__BIG2003__자료구조와알고리즘.pdf,yes,
BIG2004,자료분석방법론,ok,7,4,1,2024,2,outputs/pdfs_full/빅데이터융합전공__BIG2004__자료분석방법론.pdf,yes,
BIG2005,데이터베이스의원리와응용,ok,9,3,1,2021,2,outputs/pdfs_full/빅데이터융합전공__BIG2005__데이터베이스의원리와응용.pdf,yes,
BIG2006,R과자료시각화,ok,17,4,1,2025,2,outputs/pdfs_full/빅데이터융합전공__BIG2006__R과자료시각화.pdf,yes,
BIG2007,사회데이터조사방법론,ok,16,5,1,2026,1,outputs/pdfs_full/빅데이터융합전공__BIG2007__사회데이터조사방법론.pdf,yes,
BIG3001,통계적모델링,ok,7,5,1,2026,1,outputs/pdfs_full/빅데이터융합전공__BIG3001__통계적모델링.pdf,yes,
BIG3002,빅데이터마이닝,ok,16,5,1,2026,1,outputs/pdfs_full/빅데이터융합전공__BIG3002__빅데이터마이닝.pdf,yes,
BIG3003,인공지능과머신러닝,ok,19,4,1,2025,1,outputs/pdfs_full/빅데이터융합전공__BIG3003__인공지능과머신러닝.pdf,yes,
BIG3004,빅데이터융합세미나,not_found,0,0,1,,,outputs/pdfs_full/빅데이터융합전공__BIG3004__빅데이터융합세미나.pdf,yes,missing_grade_rows
BIG3005,사회연결망분석과텍스트마이닝,ok,14,5,1,2025,2,outputs/pdfs_full/빅데이터융합전공__BIG3005__사회연결망분석과텍스트마이닝.pdf,yes,
BIG3006,바이오데이터분석,ok,7,3,1,2024,2,outputs/pdfs_full/빅데이터융합전공__BIG3006__바이오데이터분석.pdf,yes,
BIG4001,응용회귀분석,ok,10,3,1,2025,2,outputs/pdfs_full/빅데이터융합전공__BIG4001__응용회귀분석.pdf,yes,
BIG4002,사회연결망분석방법론,not_found,0,0,1,,,outputs/pdfs_full/빅데이터융합전공__BIG4002__사회연결망분석방법론.pdf,yes,missing_grade_rows
BIO1001,일반화학기초,ok,11,2,1,2025,1,outputs/pdfs_full/생명과학과__BIO1001__일반화학기초.pdf,yes,
BIO1069,일반생물학및실험,ok,30,5,1,2019,2,outputs/pdfs_full/물리학과__BIO1069__일반생물학및실험.pdf,yes,
BIO1070,기초생명과학1,not_found,0,0,1,,,outputs/pdfs_full/생명과학과__BIO1070__기초생명과학1.pdf,yes,missing_grade_rows
BIO1071,기초생명과학2,not_found,0,0,1,,,outputs/pdfs_full/생명과학과__BIO1071__기초생명과학2.pdf,yes,missing_grade_rows
BIO2016,세포생물학1,ok,31,5,2,2026,1,outputs/pdfs_full/의예과__BIO2016__세포생물학1.pdf,yes,
BIO2017,세포생물학2,ok,25,4,2,2025,2,outputs/pdfs_full/의예과__BIO2017__세포생물학2.pdf,yes,
BIO2022,세포생물학,ok,24,4,1,2025,2,outputs/pdfs_full/의예과__BIO2022__세포생물학.pdf,yes,
BIO2023,비교해부학,ok,40,5,1,2016,2,outputs/pdfs_full/의예과__BIO2023__비교해부학.pdf,yes,
BIO2025,세포생물학실험,ok,19,5,2,2020,2,outputs/pdfs_full/의예과__BIO2025__세포생물학실험.pdf,yes,
BIO2030,미생물학1,ok,31,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO2030__미생물학1.pdf,yes,
BIO2031,미생물학2,ok,23,4,1,2025,2,outputs/pdfs_full/생명과학과__BIO2031__미생물학2.pdf,yes,
BIO2037,유전학및실험,ok,39,5,1,2021,1,outputs/pdfs_full/생명과학과__BIO2037__유전학및실험.pdf,yes,
BIO2040,동물의다양성,ok,33,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO2040__동물의다양성.pdf,yes,
BIO2043,신경생물학,ok,27,5,1,2025,2,outputs/pdfs_full/생명과학과__BIO2043__신경생물학.pdf,yes,
BIO2062,생태학1,ok,24,4,1,2025,2,outputs/pdfs_full/생명과학과__BIO2062__생태학1.pdf,yes,
BIO2063,동물의다양성실험,ok,21,5,1,2016,1,outputs/pdfs_full/생명과학과__BIO2063__동물의다양성실험.pdf,yes,
BIO2068,생물유기화학,ok,35,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO2068__생물유기화학.pdf,yes,
BIO2079,바이오분자공학,ok,32,5,2,2026,1,outputs/pdfs_full/생체공학전공__BIO2079__바이오분자공학.pdf,yes,
BIO3001,생태학및실험,ok,16,3,1,2016,2,outputs/pdfs_full/생명과학과__BIO3001__생태학및실험.pdf,yes,
BIO3006,일반유전학및실험,ok,17,3,1,2017,1,outputs/pdfs_full/생명과학과__BIO3006__일반유전학및실험.pdf,yes,
BIO3013,생태학,ok,26,5,1,2020,1,outputs/pdfs_full/생명과학과__BIO3013__생태학.pdf,yes,
BIO3022,유전학1,ok,31,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO3022__유전학1.pdf,yes,
BIO3023,유전학2,ok,24,4,1,2025,2,outputs/pdfs_full/생명과학과__BIO3023__유전학2.pdf,yes,
BIO3035,세포분자생물학,ok,12,5,1,2020,2,outputs/pdfs_full/생체공학전공__BIO3035__세포분자생물학.pdf,yes,
BIO3038,생물공학,ok,33,5,2,2015,2,outputs/pdfs_full/융합전자공학부__BIO3038__생물공학.pdf,yes,
BIO3039,분자생물학1,ok,37,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO3039__분자생물학1.pdf,yes,
BIO3040,분자생물학2,ok,27,4,1,2024,2,outputs/pdfs_full/생명과학과__BIO3040__분자생물학2.pdf,yes,
BIO3042,동물생리학1,ok,29,4,1,2025,2,outputs/pdfs_full/생명과학과__BIO3042__동물생리학1.pdf,yes,
BIO3044,동물생리학2,ok,35,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO3044__동물생리학2.pdf,yes,
BIO3046,수서생태학,ok,17,5,1,2021,2,outputs/pdfs_full/생명과학과__BIO3046__수서생태학.pdf,yes,
BIO3059,분자유전학,ok,31,5,1,2021,2,outputs/pdfs_full/생명과학과__BIO3059__분자유전학.pdf,yes,
BIO3074,발생학1,ok,33,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO3074__발생학1.pdf,yes,
BIO3076,발생학실험1,ok,16,5,1,2017,1,outputs/pdfs_full/생명과학과__BIO3076__발생학실험1.pdf,yes,
BIO3077,생태학2,ok,13,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO3077__생태학2.pdf,yes,
BIO3078,동물생리학실험,ok,17,4,1,2016,2,outputs/pdfs_full/생명과학과__BIO3078__동물생리학실험.pdf,yes,
BIO3081,생체소재공학,ok,10,4,2,2025,2,outputs/pdfs_full/생체공학전공__BIO3081__생체소재공학.pdf,yes,
BIO3084,생체모방공학,ok,29,5,2,2026,1,outputs/pdfs_full/생체공학전공__BIO3084__생체모방공학.pdf,yes,
BIO3087,최신생태과학기술세미나,ok,14,5,1,2018,1,outputs/pdfs_full/생명과학과__BIO3087__최신생태과학기술세미나.pdf,yes,
BIO3093,발생학2,ok,18,4,1,2025,2,outputs/pdfs_full/생명과학과__BIO3093__발생학2.pdf,yes,
BIO4001,분자생물학,ok,28,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO4001__분자생물학.pdf,yes,
BIO4004,진화생물학,ok,22,4,1,2025,2,outputs/pdfs_full/생명과학과__BIO4004__진화생물학.pdf,yes,
BIO4005,해양생물학,ok,20,4,1,2025,2,outputs/pdfs_full/생명과학과__BIO4005__해양생물학.pdf,yes,
BIO4009,식물생리학,ok,26,4,1,2025,2,outputs/pdfs_full/생명과학과__BIO4009__식물생리학.pdf,yes,
BIO4021,발생유전학,ok,14,5,1,2026,1,outputs/pdfs_full/생명과학과__BIO4021__발생유전학.pdf,yes,
BIO4034,신경생물학1,not_found,0,0,1,,,outputs/pdfs_full/생명과학과__BIO4034__신경생물학1.pdf,yes,missing_grade_rows
BIO4035,신경생물학2,not_found,0,0,1,,,outputs/pdfs_full/생명과학과__BIO4035__신경생물학2.pdf,yes,missing_grade_rows
BIO4058,사회생물학,ok,24,5,1,2017,2,outputs/pdfs_full/생명과학과__BIO4058__사회생물학.pdf,yes,
BIO4061,창의적생체공학연구1,ok,15,5,1,2016,1,outputs/pdfs_full/생체공학전공__BIO4061__창의적생체공학연구1.pdf,yes,
BIO4062,창의적생체공학연구2,ok,17,5,1,2018,2,outputs/pdfs_full/생체공학전공__BIO4062__창의적생체공학연구2.pdf,yes,
BIO4063,바이오센서,ok,23,5,2,2025,1,outputs/pdfs_full/생체공학전공__BIO4063__바이오센서.pdf,yes,
BIO4064,고급생체영상처리,ok,20,5,1,2019,2,outputs/pdfs_full/생체공학전공__BIO4064__고급생체영상처리.pdf,yes,
BIO4065,바이오메디컬공학특강1,ok,16,5,2,2026,1,outputs/pdfs_full/생체공학전공__BIO4065__바이오메디컬공학특강1.pdf,yes,
BIO4066,나노바이오공학,ok,6,5,2,2026,1,outputs/pdfs_full/생체공학전공__BIO4066__나노바이오공학.pdf,yes,
BIO4067,바이오메디컬공학특강2,ok,13,4,2,2025,2,outputs/pdfs_full/생체공학전공__BIO4067__바이오메디컬공학특강2.pdf,yes,
BIO4068,생체에너지공학,ok,7,3,1,2014,2,outputs/pdfs_full/생체공학전공__BIO4068__생체에너지공학.pdf,yes,
BIO4102,후성유전학,ok,26,4,1,2024,2,outputs/pdfs_full/생명과학과__BIO4102__후성유전학.pdf,yes,
BIO4107,멀티오믹스데이터마이닝,not_found,0,0,1,,,outputs/pdfs_full/바이오소프트웨어융합전공__BIO4107__멀티오믹스데이터마이닝.pdf,yes,missing_grade_rows
BIO4112,생명의료정보데이터마이닝,not_found,0,0,1,,,outputs/pdfs_full/바이오소프트웨어융합전공__BIO4112__생명의료정보데이터마이닝.pdf,yes,missing_grade_rows
BIO4113,분자생화학PBL,ok,11,4,1,2026,1,outputs/pdfs_full/생명과학과__BIO4113__분자생화학PBL.pdf,yes,
BNG1001,바이오메디컬공학개론,ok,30,5,2,2026,1,outputs/pdfs_full/생체공학전공__BNG1001__바이오메디컬공학개론.pdf,yes,
BNG2001,생체신호및시스템,ok,37,5,2,2026,1,outputs/pdfs_full/생체공학전공__BNG2001__생체신호및시스템.pdf,yes,
BNG2002,생체신호처리,ok,28,4,4,2025,2,outputs/pdfs_full/생체공학전공__BNG2002__생체신호처리.pdf,yes,
BNG2003,기초비교생물학,ok,15,5,1,2020,1,outputs/pdfs_full/생체공학전공__BNG2003__기초비교생물학.pdf,yes,
BNG2004,생체구조및기능1,ok,21,4,2,2025,2,outputs/pdfs_full/생체공학전공__BNG2004__생체구조및기능1.pdf,yes,
BNG2005,생체구조및기능2,ok,19,5,2,2026,1,outputs/pdfs_full/생체공학전공__BNG2005__생체구조및기능2.pdf,yes,
BNG2007,바이오메디컬프로그래밍,ok,27,5,2,2026,1,outputs/pdfs_full/생체공학전공__BNG2007__바이오메디컬프로그래밍.pdf,yes,
BNG2008,바이오메디컬회로이론,ok,28,5,2,2026,1,outputs/pdfs_full/생체공학전공__BNG2008__바이오메디컬회로이론.pdf,yes,
BNG2009,생체전자및실습,ok,20,4,2,2025,2,outputs/pdfs_full/생체공학전공__BNG2009__생체전자및실습.pdf,yes,
BNG2010,생체해석프로그래밍,ok,15,3,1,2016,2,outputs/pdfs_full/생체공학전공__BNG2010__생체해석프로그래밍.pdf,yes,
BNG3002,기초면역학,ok,5,4,2,2026,1,outputs/pdfs_full/한양인터칼리지학부__BNG3002__기초면역학.pdf,yes,
BNG3005,기초신경과학,ok,23,4,3,2025,2,outputs/pdfs_full/생체공학전공__BNG3005__기초신경과학.pdf,yes,
BNG3009,생체영상처리,ok,22,4,2,2025,2,outputs/pdfs_full/생체공학전공__BNG3009__생체영상처리.pdf,yes,
BNG3011,디지털헬스케어,ok,20,4,2,2025,2,outputs/pdfs_full/생체공학전공__BNG3011__디지털헬스케어.pdf,yes,
BNG3013,생체시스템모델링,ok,22,5,2,2024,2,outputs/pdfs_full/생체공학전공__BNG3013__생체시스템모델링.pdf,yes,
BNG3014,생체신호계측및실습,ok,25,5,2,2026,1,outputs/pdfs_full/생체공학전공__BNG3014__생체신호계측및실습.pdf,yes,
BNG3018,생체디지털공학,ok,26,5,2,2026,1,outputs/pdfs_full/생체공학전공__BNG3018__생체디지털공학.pdf,yes,
BNG3019,생체의광학,ok,15,3,1,2017,1,outputs/pdfs_full/생체공학전공__BNG3019__생체의광학.pdf,yes,
BNG3020,생체공학연구실현장실습1,ok,5,5,2,2025,1,outputs/pdfs_full/생체공학전공__BNG3020__생체공학연구실현장실습1.pdf,yes,
BNG3021,생체공학연구실현장실습2,ok,5,5,2,2025,2,outputs/pdfs_full/생체공학전공__BNG3021__생체공학연구실현장실습2.pdf,yes,
