severity,issue_type,course_no,course_name,year,term,detail
warning,course_without_grade_data,HIC4013,반도체패키징,,,parse_status=not_found
warning,course_without_grade_data,HIC4014,반도체한계극복,,,parse_status=not_found
warning,course_without_grade_data,HIC4015,보건의료정책인턴쉽,,,parse_status=not_found
warning,course_without_grade_data,HIC4016,생물수학,,,parse_status=not_found
warning,course_without_grade_data,HIC4017,스타트업파이낸싱과투자,,,parse_status=not_found
warning,course_without_grade_data,HIC4018,오픈이노베이션과크로스섹터파트너십,,,parse_status=not_found
warning,course_without_grade_data,HIC4019,의학영상시스템,,,parse_status=not_found
warning,course_without_grade_data,HIC4020,인간답게사는법,,,parse_status=not_found
warning,course_without_grade_data,HIC4021,인지과학과AI융합:인지편향과AI윤리,,,parse_status=not_found
warning,course_without_grade_data,HIC4022,TransDisciplinary Project,,,parse_status=not_found
warning,course_without_grade_data,HIC4023,임상유전체학,,,parse_status=not_found
warning,course_without_grade_data,HIC4024,집단과심리치료,,,parse_status=not_found
warning,course_without_grade_data,HIC4025,차세대유연전자소자,,,parse_status=not_found
warning,course_without_grade_data,HIC4026,헬스케어소프트웨어설계및실습,,,parse_status=not_found
warning,course_without_grade_data,HIC4027,환경과건강,,,parse_status=not_found
warning,course_without_grade_data,HOM2029,공간사용자경험,,,parse_status=not_found
warning,course_without_grade_data,HOM3035,실내디자인경영,,,parse_status=not_found
warning,course_without_grade_data,HOM4027,현대실내공간론,,,parse_status=not_found
warning,course_without_grade_data,HOM4038,디자인아카데믹라이팅,,,parse_status=not_found
warning,course_without_grade_data,HOM4041,AIxDesign리서치,,,parse_status=not_found
warning,course_without_grade_data,HYP1006,바이오메디컬공학HY-UP(실용연구실습)1,,,parse_status=not_found
warning,course_without_grade_data,HYP1007,경영학HY-UP(실용연구실습)1,,,parse_status=not_found
warning,course_without_grade_data,HYP1018,융합전자공학HY-UP(실용연구실습)1,,,parse_status=not_found
warning,course_without_grade_data,HYP1022,독어독문학HY-UP(실용연구실습)1,,,parse_status=not_found
warning,course_without_grade_data,HYP1024,중어중문학HY-UP(실용연구실습)1,,,parse_status=not_found
warning,course_without_grade_data,HYP2002,정보시스템HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2004,미래자동차공학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2005,바이오메디컬공학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2006,경영학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2009,심리뇌과학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2010,데이터사이언스HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2011,도시공학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2016,융합전자공학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2017,수학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2018,컴퓨터소프트웨어HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2021,전기공학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2022,중어중문학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP2024,영어영문학HY-UP(실용연구실습)2,,,parse_status=not_found
warning,course_without_grade_data,HYP3002,전기공학HY-UP(실용연구실습)3,,,parse_status=not_found
warning,course_without_grade_data,HYP3003,정보시스템HY-UP(실용연구실습)3,,,parse_status=not_found
warning,course_without_grade_data,HYP3005,미래자동차공학HY-UP(실용연구실습)3,,,parse_status=not_found
warning,course_without_grade_data,HYP3006,바이오메디컬공학HY-UP(실용연구실습)3,,,parse_status=not_found
warning,course_without_grade_data,HYP3007,경영학HY-UP(실용연구실습)3,,,parse_status=not_found
warning,course_without_grade_data,HYP3011,도시공학HY-UP(실용연구실습)3,,,parse_status=not_found
warning,course_without_grade_data,HYP3015,컴퓨터소프트웨어HY-UP(실용연구실습)3,,,parse_status=not_found
warning,course_without_grade_data,HYP3018,중어중문학HY-UP(실용연구실습)3,,,parse_status=not_found
warning,course_without_grade_data,HYP4002,정보시스템HY-UP(실용연구실습)4,,,parse_status=not_found
warning,course_without_grade_data,HYP4004,미래자동차공학HY-UP(실용연구실습)4,,,parse_status=not_found
warning,course_without_grade_data,HYP4005,바이오메디컬공학HY-UP(실용연구실습)4,,,parse_status=not_found
warning,course_without_grade_data,HYP4006,경영학HY-UP(실용연구실습)4,,,parse_status=not_found
warning,course_without_grade_data,HYP4008,의류학HY-UP(실용연구실습)4,,,parse_status=not_found
warning,course_without_grade_data,HYP4013,컴퓨터소프트웨어HY-UP(실용연구실습)4,,,parse_status=not_found
warning,course_without_grade_data,HYP4016,전기공학HY-UP(실용연구실습)4,,,parse_status=not_found
warning,course_without_grade_data,HYP4017,중어중문학HY-UP(실용연구실습)4,,,parse_status=not_found
warning,course_without_grade_data,HYR0004,정보시스템HY-UROP(실용연구심화),,,parse_status=not_found
warning,course_without_grade_data,HYR0009,영어영문학HY-UROP(실용연구심화),,,parse_status=not_found
warning,course_without_grade_data,I-D3027,제품디자인,,,parse_status=not_found
warning,course_without_grade_data,IAI3001,인공지능핵심및응용,,,parse_status=not_found
warning,course_without_grade_data,IAI3002,중급산업AI프로젝트,,,parse_status=not_found
warning,course_without_grade_data,IAI3003,산업LLM이해및실습,,,parse_status=not_found
warning,course_without_grade_data,IAI3004,고급산업AI프로젝트,,,parse_status=not_found
warning,course_without_grade_data,IAI3005,산업AI해커톤1,,,parse_status=not_found
warning,course_without_grade_data,IAI3006,피지컬AI를위한데이터레이블링과모델구축,,,parse_status=not_found
warning,course_without_grade_data,IAI4001,클라우드데이터엔지니어링,,,parse_status=not_found
warning,course_without_grade_data,IAI4002,에이전트AI응용,,,parse_status=not_found
warning,course_without_grade_data,IAI4003,AI기반산업데이터분석실습,,,parse_status=not_found
warning,course_without_grade_data,IAI4004,산업데이터시각화와스토리텔링,,,parse_status=not_found
warning,course_without_grade_data,IAI4005,멀티모달AI기술과산업응용,,,parse_status=not_found
warning,course_without_grade_data,IAI4006,생성형모델컨텍스트설계,,,parse_status=not_found
warning,course_without_grade_data,IAI4007,AI를위한GPU병렬프로그래밍,,,parse_status=not_found
warning,course_without_grade_data,IAI4008,차량센서데이터융합AI,,,parse_status=not_found
warning,course_without_grade_data,IAI4009,자율주행AI해커톤,,,parse_status=not_found
warning,course_without_grade_data,IAI4010,디지털트윈기반차량용AI검증,,,parse_status=not_found
warning,course_without_grade_data,IAI4011,자율주행시뮬레이션구현원리,,,parse_status=not_found
warning,course_without_grade_data,IAI4012,AI의이해원리와딥러닝(IC-PBL),,,parse_status=not_found
warning,course_without_grade_data,IAI4013,AI를이용한3D자율주행,,,parse_status=not_found
warning,course_without_grade_data,IAI4014,FuriosaAINPU로끝내는멀티모달프로젝트,,,parse_status=not_found
warning,course_without_grade_data,IAI4015,생성형AI원리와응용(IC-PBL),,,parse_status=not_found
warning,course_without_grade_data,IDC1001,응용시스템개론,,,parse_status=not_found
warning,course_without_grade_data,IDC1002,정보융합개론,,,parse_status=not_found
warning,course_without_grade_data,IDC2002,정보융합심리학,,,parse_status=not_found
warning,course_without_grade_data,IDC4001,CEO특강,,,parse_status=not_found
warning,course_without_grade_data,INV2005,사회적경제의고전강의,,,parse_status=not_found
warning,course_without_grade_data,INV2014,국제개발협력과ICT4ED,,,parse_status=not_found
warning,course_without_grade_data,INV2016,공감기반리빙랩1:지식창조,,,parse_status=not_found
warning,course_without_grade_data,INV3003,체인지메이커액션러닝,,,parse_status=not_found
warning,course_without_grade_data,INV3004,단기체인지메이커액션러닝,,,parse_status=not_found
warning,course_without_grade_data,INV3005,체인지메이커액션러닝(일반선택),,,parse_status=not_found
warning,course_without_grade_data,INV3006,체인지메이커액션러닝(일반교양),,,parse_status=not_found
warning,course_without_grade_data,INV3012,임팩트커리어의이해,,,parse_status=not_found
warning,course_without_grade_data,INV3014,국제개발협력평가,,,parse_status=not_found
warning,course_without_grade_data,INV4001,나로부터시작하는사회혁신과라이프디자인,,,parse_status=not_found
warning,course_without_grade_data,INV4006,공감기반리빙랩2:시스템전환,,,parse_status=not_found
warning,course_without_grade_data,ISS1001,Beginning Korean Language,,,parse_status=not_found
warning,course_without_grade_data,ISS1002,Intermediate Korean Language,,,parse_status=not_found
warning,course_without_grade_data,ISS1003,Cross Cultural Documentary Research & Production in Korea,,,parse_status=not_found
warning,course_without_grade_data,ISS1004,Understanding a Visual Language in Media,,,parse_status=not_found
warning,course_without_grade_data,ISS1006,Seminar: Media Industry in Korea,,,parse_status=not_found
warning,course_without_grade_data,ISS1011,International Advertising and Communication,,,parse_status=not_found
warning,course_without_grade_data,ISS1012,Introduction to Art History,,,parse_status=not_found
warning,course_without_grade_data,ISS1013,Project Management,,,parse_status=not_found
warning,course_without_grade_data,ISS1014,Crisis Communication,,,parse_status=not_found
warning,course_without_grade_data,ISS1015,Introduction to World Literature,,,parse_status=not_found
warning,course_without_grade_data,ISS1017,Art of Self Defense (Taekwondo),,,parse_status=not_found
warning,course_without_grade_data,ISS1018,Communicating Through Technology,,,parse_status=not_found
warning,course_without_grade_data,ISS1019,Comparative Studies in Criminal Justice System,,,parse_status=not_found
warning,course_without_grade_data,ISS1020,Contemporary Art Globally,,,parse_status=not_found
warning,course_without_grade_data,ISS1021,Customer Relationship Management (CRM),,,parse_status=not_found
warning,course_without_grade_data,ISS1022,East Asian Linguistics,,,parse_status=not_found
warning,course_without_grade_data,ISS1023,Emerging Asian Markets and the Global Economic Crisis,,,parse_status=not_found
warning,course_without_grade_data,ISS1024,"Gender, Race, and Empire in Asia",,,parse_status=not_found
warning,course_without_grade_data,ISS1025,Health Equity & Determinants of Health,,,parse_status=not_found
warning,course_without_grade_data,ISS1026,Innovative ID Studio,,,parse_status=not_found
warning,course_without_grade_data,ISS1027,Strategic Communication Campaign,,,parse_status=not_found
warning,course_without_grade_data,ISS1028,Understanding Modern Business and Management,,,parse_status=not_found
warning,course_without_grade_data,ISS1029,Women and Politics,,,parse_status=not_found
warning,course_without_grade_data,ISS1031,Introduction to Rehabilitation,,,parse_status=not_found
warning,course_without_grade_data,ISS1032,Multicultural Counseling,,,parse_status=not_found
warning,course_without_grade_data,ISS1033,History of the Documentary,,,parse_status=not_found
warning,course_without_grade_data,ISS1034,Tourism and Recreation,,,parse_status=not_found
warning,course_without_grade_data,ISS1035,Contemporary Society and Philosophy,,,parse_status=not_found
warning,course_without_grade_data,ISS1036,Understanding U.S. History,,,parse_status=not_found
warning,course_without_grade_data,ISS1037,Business Calculus,,,parse_status=not_found
warning,course_without_grade_data,ISS1038,Data Science,,,parse_status=not_found
warning,course_without_grade_data,ISS1039,East Asian Politics,,,parse_status=not_found
warning,course_without_grade_data,ISS1040,"Empire, War and Memory",,,parse_status=not_found
warning,course_without_grade_data,ISS1041,Engineer and Society,,,parse_status=not_found
warning,course_without_grade_data,ISS1042,Entrepreneurship-Management and Human Development,,,parse_status=not_found
warning,course_without_grade_data,ISS1043,Health Equity,,,parse_status=not_found
warning,course_without_grade_data,ISS1044,Impact of Electromagnetic Radiation,,,parse_status=not_found
warning,course_without_grade_data,ISS1045,International Experiential Marketing,,,parse_status=not_found
warning,course_without_grade_data,ISS1046,"Language, Culture and Society in Korea",,,parse_status=not_found
warning,course_without_grade_data,ISS1047,Media Constructions,,,parse_status=not_found
warning,course_without_grade_data,ISS1048,Numerical Analysis,,,parse_status=not_found
warning,course_without_grade_data,ISS1049,Paperclay and Paperporcelain,,,parse_status=not_found
warning,course_without_grade_data,ISS1050,The History and Theory of Documentary,,,parse_status=not_found
warning,course_without_grade_data,ISS1051,Topics in Korean Arts and Society,,,parse_status=not_found
warning,course_without_grade_data,ISS1052,Visual Arts for Elementary Teachers,,,parse_status=not_found
warning,course_without_grade_data,ISS1053,Introduction to Education,,,parse_status=not_found
warning,course_without_grade_data,ISS1054,Marketing,,,parse_status=not_found
warning,course_without_grade_data,ISS1055,Introduction to Political Science,,,parse_status=not_found
warning,course_without_grade_data,ISS1056,Ceramic Art,,,parse_status=not_found
warning,course_without_grade_data,ISS1057,History of Graphic Design,,,parse_status=not_found
warning,course_without_grade_data,ISS1058,Korean Traditional Fan Dance,,,parse_status=not_found
warning,course_without_grade_data,ISS1059,Contemporary Environmental and Activist Media,,,parse_status=not_found
warning,course_without_grade_data,ISS1060,Photo and Video Journalism,,,parse_status=not_found
warning,course_without_grade_data,ISS1061,Art of Film,,,parse_status=not_found
warning,course_without_grade_data,ISS1062,"Housing, Family and Community",,,parse_status=not_found
warning,course_without_grade_data,ISS1063,Confucian Ethics,,,parse_status=not_found
warning,course_without_grade_data,ISS1064,Premodern Chinese Literature,,,parse_status=not_found
warning,course_without_grade_data,ISS1065,East Asian Linguistics,,,parse_status=not_found
warning,course_without_grade_data,ISS1066,Arab Spring Revolt,,,parse_status=not_found
warning,course_without_grade_data,ISS1067,Government and Politics of Middle East and North Africa,,,parse_status=not_found
warning,course_without_grade_data,ISS1068,Introduction to Korean Cinema,,,parse_status=not_found
warning,course_without_grade_data,ISS1069,Advanced Korean Language,,,parse_status=not_found
warning,course_without_grade_data,ISS1070,Adulthood and Aging in South Korea,,,parse_status=not_found
warning,course_without_grade_data,ISS1071,Introduction to Research Methods for Social Work,,,parse_status=not_found
warning,course_without_grade_data,ISS1072,Introduction to Social Work and Social Welfare,,,parse_status=not_found
warning,course_without_grade_data,ISS1073,Introduction to International Studies,,,parse_status=not_found
warning,course_without_grade_data,ISS1074,Introduction to International Relations,,,parse_status=not_found
warning,course_without_grade_data,ISS1075,Korean Traditional Mask Dance,,,parse_status=not_found
warning,course_without_grade_data,ISS1076,Digital Studio,,,parse_status=not_found
warning,course_without_grade_data,ISS1077,Korean Civilization,,,parse_status=not_found
warning,course_without_grade_data,ISS1078,Mind-body Health,,,parse_status=not_found
warning,course_without_grade_data,ISS1079,Architecture Design Studio: Reinterpreting the Korean Hanok,,,parse_status=not_found
warning,course_without_grade_data,ISS1080,Gender and Korean Society,,,parse_status=not_found
warning,course_without_grade_data,ISS1081,Korean Language 1 (Basic),,,parse_status=not_found
warning,course_without_grade_data,ISS1082,Korean Language 2 (Beginning),,,parse_status=not_found
warning,course_without_grade_data,ISS1083,Korean Language 3 (Intermediate),,,parse_status=not_found
warning,course_without_grade_data,ISS1084,Korean Language 4 (Intermediate),,,parse_status=not_found
warning,course_without_grade_data,ISS1085,Engineering Communication,,,parse_status=not_found
warning,course_without_grade_data,ISS1086,Asian Cinema,,,parse_status=not_found
warning,course_without_grade_data,ISS1087,Korean Beauty and Make-up,,,parse_status=not_found
warning,course_without_grade_data,ISS1088,Seminar:Fashion Design for Well-being,,,parse_status=not_found
warning,course_without_grade_data,ISS1089,Fundamentals of Business Start-Up,,,parse_status=not_found
warning,course_without_grade_data,ISS1090,Adulthood and Aging,,,parse_status=not_found
warning,course_without_grade_data,ISS1091,Investments,,,parse_status=not_found
warning,course_without_grade_data,ISS1092,Introduction to Computer Graphic,,,parse_status=not_found
warning,course_without_grade_data,ISS1093,Look around you:Language and City,,,parse_status=not_found
warning,course_without_grade_data,ISS1094,New Neighbors:Refugees and Immigrants,,,parse_status=not_found
warning,course_without_grade_data,ISS1095,Human Anatomy,,,parse_status=not_found
warning,course_without_grade_data,ISS1096,Principles of Nutrition,,,parse_status=not_found
warning,course_without_grade_data,ISS1097,Abnormal Psychology Across Cultures,,,parse_status=not_found
warning,course_without_grade_data,ISS1098,Multicultural Psychology,,,parse_status=not_found
warning,course_without_grade_data,ISS1099,Psychology of Women,,,parse_status=not_found
warning,course_without_grade_data,ISS1100,Operations Research,,,parse_status=not_found
warning,course_without_grade_data,ISS1101,Sociology of Religion,,,parse_status=not_found
warning,course_without_grade_data,ISS1102,International Organizations,,,parse_status=not_found
warning,course_without_grade_data,ISS1103,Numerical Methods for Engineers,,,parse_status=not_found
warning,course_without_grade_data,ISS1104,Design Thinking and Product Design Strategy,,,parse_status=not_found
warning,course_without_grade_data,ISS1105,Sustainable Business and Development,,,parse_status=not_found
warning,course_without_grade_data,ISS1106,International Social Entrepreneurship,,,parse_status=not_found
warning,course_without_grade_data,ISS1107,Global Entrepreneurship-Launch your Startup,,,parse_status=not_found
warning,course_without_grade_data,ISS1108,Communication & Negotiation Strategy,,,parse_status=not_found
warning,course_without_grade_data,ISS1109,International Journalism,,,parse_status=not_found
warning,course_without_grade_data,ISS1110,Art of Self Defense 2 (Taekwondo),,,parse_status=not_found
warning,course_without_grade_data,ISS1111,Intro to Mass Communication,,,parse_status=not_found
warning,course_without_grade_data,ISS1112,Documentary Research Methods,,,parse_status=not_found
warning,course_without_grade_data,ISS1113,Environmental Issues In Documentary Films,,,parse_status=not_found
warning,course_without_grade_data,ISS1114,Korean Pop Dance,,,parse_status=not_found
warning,course_without_grade_data,ISS1115,Korean Pop Vocal,,,parse_status=not_found
warning,course_without_grade_data,ISS1116,Epidemiology:Application to Public Health,,,parse_status=not_found
warning,course_without_grade_data,ISS1117,Research Project,,,parse_status=not_found
warning,course_without_grade_data,ISS1118,Consumer Psychology,,,parse_status=not_found
warning,course_without_grade_data,ISS1119,Psychology of Happiness,,,parse_status=not_found
warning,course_without_grade_data,ISS1120,Integrated Marketing Communications,,,parse_status=not_found
warning,course_without_grade_data,ISS1121,Introduction to Criminology,,,parse_status=not_found
warning,course_without_grade_data,ISS1122,International Criminal Justice System,,,parse_status=not_found
warning,course_without_grade_data,ISS1123,Civil Rights and Literature,,,parse_status=not_found
warning,course_without_grade_data,ISS1124,Literature and Film,,,parse_status=not_found
warning,course_without_grade_data,ISS1125,Microprocessor and IoT,,,parse_status=not_found
warning,course_without_grade_data,ISS1126,Human Development,,,parse_status=not_found
warning,course_without_grade_data,ISS1127,Healthy Life Skills,,,parse_status=not_found
warning,course_without_grade_data,ISS1128,Research Project,,,parse_status=not_found
warning,course_without_grade_data,ISS1129,Human Physiology,,,parse_status=not_found
warning,course_without_grade_data,ISS1130,Stem Cell and Regenerative Medicine,,,parse_status=not_found
warning,course_without_grade_data,ISS1131,Fluid Mechanics,,,parse_status=not_found
warning,course_without_grade_data,ISS1132,Ceramic Practice,,,parse_status=not_found
warning,course_without_grade_data,ISS1133,Communication Strategies and Tactics,,,parse_status=not_found
warning,course_without_grade_data,ISS1134,Korean Food and Culture,,,parse_status=not_found
warning,course_without_grade_data,ISS1135,Digital Consumer Behavior,,,parse_status=not_found
warning,course_without_grade_data,ISS1136,Python for Beginners,,,parse_status=not_found
warning,course_without_grade_data,ISS1137,Foundations on Data Science and Visualization,,,parse_status=not_found
warning,course_without_grade_data,ISS1138,The Rise of the Korean Wave,,,parse_status=not_found
warning,course_without_grade_data,ISS1139,Digital Media Storytelling,,,parse_status=not_found
warning,course_without_grade_data,ISS1140,Introduction to Power Electronics,,,parse_status=not_found
warning,course_without_grade_data,ISS1141,Transmedia Journalism,,,parse_status=not_found
warning,course_without_grade_data,ISS1142,AI and Finance,,,parse_status=not_found
warning,course_without_grade_data,ISS1143,Omnibus Lecture Series in STEM,,,parse_status=not_found
warning,course_without_grade_data,ISS1144,Introduction to Electronics,,,parse_status=not_found
warning,course_without_grade_data,ISS1145,Designing Sustainably,,,parse_status=not_found
warning,course_without_grade_data,ISS1146,Interior Urbanism,,,parse_status=not_found
warning,course_without_grade_data,ISS1147,Transformative Responsive Environments,,,parse_status=not_found
warning,course_without_grade_data,ISS1148,Understanding Collective Intelligence & Encyclopedic Writing through Editing Wikipedia,,,parse_status=not_found
warning,course_without_grade_data,ISS1149,Globalization and Society,,,parse_status=not_found
warning,course_without_grade_data,ISS1150,K-pop as Transnational Phenomenon,,,parse_status=not_found
warning,course_without_grade_data,ISS1151,Understanding Korea through Korean films,,,parse_status=not_found
warning,course_without_grade_data,ISS1152,Introduction to Managerial Accounting,,,parse_status=not_found
warning,course_without_grade_data,ISS1153,Statistics and Probability for Engineers,,,parse_status=not_found
warning,course_without_grade_data,ISS1154,Introduction to Cybersecurity,,,parse_status=not_found
warning,course_without_grade_data,ISS1155,Exploring Seoul: Geography of the City,,,parse_status=not_found
warning,course_without_grade_data,ISS1156,Geographies of Sustainable Agriculture,,,parse_status=not_found
warning,course_without_grade_data,ISS1157,Environmental Issues in Korean & North American Cinema,,,parse_status=not_found
warning,course_without_grade_data,ISS1158,Introduction to AI and Deep Learning Basics,,,parse_status=not_found
warning,course_without_grade_data,ISS1159,Brand Workshop,,,parse_status=not_found
warning,course_without_grade_data,ISS1160,XR Experience Design with Unity,,,parse_status=not_found
warning,course_without_grade_data,ISS1161,Introduction to Big Data Analysis,,,parse_status=not_found
warning,course_without_grade_data,ISS1162,Creative Programming,,,parse_status=not_found
warning,course_without_grade_data,ISS1163,Introduction to Acting,,,parse_status=not_found
warning,course_without_grade_data,ISS1164,AI Basics,,,parse_status=not_found
warning,course_without_grade_data,ISS1165,Computer Networks,,,parse_status=not_found
warning,course_without_grade_data,ISS1166,Understanding of Psychology,,,parse_status=not_found
warning,course_without_grade_data,ISS1167,Basic Korean (Level 1),,,parse_status=not_found
warning,course_without_grade_data,ISS1168,Basic Korean (Level 2),,,parse_status=not_found
warning,course_without_grade_data,ISS1169,Behavioral Insights for International Business,,,parse_status=not_found
warning,course_without_grade_data,ISS1170,International Marketing and Content Creation,,,parse_status=not_found
warning,course_without_grade_data,ISS1171,Introduction to Microelectronics,,,parse_status=not_found
warning,course_without_grade_data,ISS1172,General Physics 1,,,parse_status=not_found
warning,course_without_grade_data,ISS1173,General Physics 2,,,parse_status=not_found
warning,course_without_grade_data,ISS1174,Exploring Korean Entertainment Business,,,parse_status=not_found
warning,course_without_grade_data,ISS1175,Cultural Geography: Exploring Korea Through Film,,,parse_status=not_found
warning,course_without_grade_data,ISS1176,East Asian Political Economy,,,parse_status=not_found
warning,course_without_grade_data,ISS1177,Politics of Science and Technology,,,parse_status=not_found
warning,course_without_grade_data,ISS1178,Beginning Korean Language with K-Culture,,,parse_status=not_found
warning,course_without_grade_data,ISS1179,Intermediate Korean Language with K-Culture,,,parse_status=not_found
warning,course_without_grade_data,ISS1180,Financial Management and Decision-Making,,,parse_status=not_found
warning,course_without_grade_data,ISS1181,Exploring Statistical Analyses Using Korean Data,,,parse_status=not_found
warning,course_without_grade_data,ISS1182,Learning Korean Traditions and Culture with Folk Dance,,,parse_status=not_found
warning,course_without_grade_data,ISS1183,Investment in Advanced Economies,,,parse_status=not_found
warning,course_without_grade_data,ISS1184,Financial Management in Advanced Economies,,,parse_status=not_found
warning,course_without_grade_data,ISS1185,The Architectural Imagination,,,parse_status=not_found
warning,course_without_grade_data,ISS1186,"Managerial Accounting, Decision-Making Perspective",,,parse_status=not_found
warning,course_without_grade_data,ISS1187,East Asian Languages and Cultures,,,parse_status=not_found
warning,course_without_grade_data,ISS1188,Contemporary Society and Marketing,,,parse_status=not_found
warning,course_without_grade_data,ISS1189,Principles of Microconomics,,,parse_status=not_found
warning,course_without_grade_data,ISS1190,Exploring Pop Music,,,parse_status=not_found
warning,course_without_grade_data,ISS1191,Advertising & Promotion,,,parse_status=not_found
warning,course_without_grade_data,ISS1192,Interactive Media Performance,,,parse_status=not_found
warning,course_without_grade_data,ISS1193,Korean Traditional Sogo Dance,,,parse_status=not_found
warning,course_without_grade_data,ISS1194,Business Practice in the Asian Market,,,parse_status=not_found
warning,course_without_grade_data,ISS1195,Multimedia Marketing and Content Design,,,parse_status=not_found
warning,course_without_grade_data,ISS1196,"Health, Environment, Lifestyle and Preserve earth(HELP)",,,parse_status=not_found
warning,course_without_grade_data,ISS1197,Cross Cultural Communication,,,parse_status=not_found
warning,course_without_grade_data,ISS1198,Marketing for Engineers,,,parse_status=not_found
warning,course_without_grade_data,ISS1199,Korea and Japan in the World,,,parse_status=not_found
warning,course_without_grade_data,ISS1200,Korean Language and Creative Dance Workshop,,,parse_status=not_found
warning,course_without_grade_data,ISS1201,Mobile Storytelling and Social Media,,,parse_status=not_found
warning,course_without_grade_data,ISS1202,Creative Computing and Data with Python,,,parse_status=not_found
warning,course_without_grade_data,ISS1203,"Culture, Content, Creative Industry and Financial Strategies",,,parse_status=not_found
warning,course_without_grade_data,ISS1204,Designing the Future_Creativity with Generative AI,,,parse_status=not_found
warning,course_without_grade_data,ISS1205,Future Design & Technology,,,parse_status=not_found
warning,course_without_grade_data,ISS1206,Introduction to Behavioral Finance,,,parse_status=not_found
warning,course_without_grade_data,ISS1207,Introduction to Ethical Hacking,,,parse_status=not_found
warning,course_without_grade_data,ISS1208,Introduction to Korean Architecture and its urban forms,,,parse_status=not_found
warning,course_without_grade_data,ISS1209,Jiu-Jitsu and Self Defense,,,parse_status=not_found
warning,course_without_grade_data,ISS1210,Korean Dystopian Content : From Train to Busan to Parasite,,,parse_status=not_found
warning,course_without_grade_data,ISS1211,Korean Wave Deconstructed,,,parse_status=not_found
warning,course_without_grade_data,ISS1212,Nutrition and Disease Prevention,,,parse_status=not_found
warning,course_without_grade_data,ISS1213,Racket Sports,,,parse_status=not_found
warning,course_without_grade_data,ISS1214,SDGs to Social Innovation,,,parse_status=not_found
warning,course_without_grade_data,ISS1215,Visual Communication and Merchandising,,,parse_status=not_found
warning,course_without_grade_data,ISS1216,Visual Language of Korea,,,parse_status=not_found
warning,course_without_grade_data,ISS1217,Consumer Behaviour,,,parse_status=not_found
warning,course_without_grade_data,ISS1218,Creative Fashion Design with AI,,,parse_status=not_found
warning,course_without_grade_data,ISS1219,Digital Film and Video Editing,,,parse_status=not_found
warning,course_without_grade_data,ISS1220,Entrepreneurship,,,parse_status=not_found
warning,course_without_grade_data,ISS1221,Forecasting and Predictive Analytics,,,parse_status=not_found
warning,course_without_grade_data,ISS1222,Global English Communication: Real-World Fluency,,,parse_status=not_found
warning,course_without_grade_data,ISS1223,Innovation and Project Management,,,parse_status=not_found
warning,course_without_grade_data,ISS1224,Introduction to Semiconductor,,,parse_status=not_found
warning,course_without_grade_data,ISS1225,"K-Fashion, Creative Design",,,parse_status=not_found
warning,course_without_grade_data,ISS1226,Step by Step: Introduction to Line Dance,,,parse_status=not_found
warning,course_without_grade_data,ISS1227,Machine Learning for Business,,,parse_status=not_found
warning,course_without_grade_data,ISS1228,Marketing Analytics,,,parse_status=not_found
warning,course_without_grade_data,ISS1229,Marketing Research,,,parse_status=not_found
warning,course_without_grade_data,ISS1230,Outbreak,,,parse_status=not_found
warning,course_without_grade_data,ISS1231,R Programming,,,parse_status=not_found
warning,course_without_grade_data,ISS1232,Regression Analysis,,,parse_status=not_found
warning,course_without_grade_data,ISS1233,Social Psychology: K-Pop Edition,,,parse_status=not_found
warning,course_without_grade_data,ISS1234,South Korean Creative Industries,,,parse_status=not_found
warning,course_without_grade_data,ISS1235,Startup Strategy with Real Startups,,,parse_status=not_found
warning,course_without_grade_data,ISS1236,Introduction to Smart Manufacturing,,,parse_status=not_found
warning,course_without_grade_data,ISS1237,K-Culture Communication,,,parse_status=not_found
warning,course_without_grade_data,ISS1238,Sustainable Marketing,,,parse_status=not_found
warning,course_without_grade_data,ISS1239,AI and Society,,,parse_status=not_found
warning,course_without_grade_data,ISS1240,ESG Supply Chain Management,,,parse_status=not_found
warning,course_without_grade_data,ISS1241,From Microprocessor to Intelligent IoT,,,parse_status=not_found
warning,course_without_grade_data,ISS1242,Korean Goods Design with Hands-on Experience,,,parse_status=not_found
warning,course_without_grade_data,ISS1243,Art in Seoul: City as a Living Mutation,,,parse_status=not_found
warning,course_without_grade_data,ISS1244,From 8-Bit to Orchestra: The Art and Technology of Video Game Music,,,parse_status=not_found
warning,course_without_grade_data,ISS1245,Marketing Data Analytercy(Data Analytics + AI Literacy),,,parse_status=not_found
