course_no,course_name,canonical_dept_code,canonical_dept_name,opening_dept,year_term_range,first_year,first_term,latest_year,latest_term,grade_row_count,term_count,department_count,pdf_path,parse_status
FET3004,에너지자원순환공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2026/1 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET3004__에너지자원순환공학.pdf,not_found
FET4001,에너지신산업이슈연구,H0002520,전기공학전공,전기공학전공(학부/서울),2021/2 ~ 2030/2,2022,2,2025,2,15,4,1,outputs/pdfs_full/전기공학전공__FET4001__에너지신산업이슈연구.pdf,ok
FET4002,스마트그리드,H0002520,전기공학전공,전기공학전공(학부/서울),2022/1 ~ 2030/2,2022,1,2025,2,19,4,1,outputs/pdfs_full/전기공학전공__FET4002__스마트그리드.pdf,ok
FET4003,플라즈마에너지공학,H0002520,전기공학전공,전기공학전공(학부/서울),2023/1 ~ 2030/2,2023,1,2026,1,20,4,1,outputs/pdfs_full/전기공학전공__FET4003__플라즈마에너지공학.pdf,ok
FET4004,광전에너지변환소자,H0002520,전기공학전공,전기공학전공(학부/서울),2025/2 ~ 2030/2,2025,2,2025,2,3,1,1,outputs/pdfs_full/전기공학전공__FET4004__광전에너지변환소자.pdf,ok
FET9101,에너지소재개론,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2016/1 ~ 2027/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9101__에너지소재개론.pdf,not_found
FET9102,에너지신산업머신러닝개론,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2025/1 ~ 2027/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9102__에너지신산업머신러닝개론.pdf,not_found
FET9103,AI와에너지신산업,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2026/1 ~ 2027/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9103__AI와에너지신산업.pdf,not_found
FET9104,에너지와지식재산라이센싱,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2026/1 ~ 2027/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9104__에너지와지식재산라이센싱.pdf,not_found
FET9201,에너지저장공학개론,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2017/2 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9201__에너지저장공학개론.pdf,not_found
FET9202,신에너지공학개론,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2017/2 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9202__신에너지공학개론.pdf,not_found
FET9203,전기화학에너지저장이론및실험,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2017/1 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9203__전기화학에너지저장이론및실험.pdf,not_found
FET9204,재생에너지공학개론,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2017/1 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9204__재생에너지공학개론.pdf,not_found
FET9205,수소연료전지개론,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2017/1 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9205__수소연료전지개론.pdf,not_found
FET9206,에너지와기술의경제학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2017/1 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9206__에너지와기술의경제학.pdf,not_found
FET9207,에너지와기후변화,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2017/1 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9207__에너지와기후변화.pdf,not_found
FET9208,파이썬프로그래밍입문,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2024/1 ~ 2027/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9208__파이썬프로그래밍입문.pdf,not_found
FET9209,원자력발전공학개론,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2024/1 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9209__원자력발전공학개론.pdf,not_found
FET9210,탄소중립과ESG,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2025/2 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9210__탄소중립과ESG.pdf,not_found
FET9211,수소에너지개론,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2026/1 ~ 2028/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9211__수소에너지개론.pdf,not_found
FET9301,에너지기후변화정책,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/2 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9301__에너지기후변화정책.pdf,not_found
FET9302,거대에너지저장,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/2 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9302__거대에너지저장.pdf,not_found
FET9303,에너지저장소재설계,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/2 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9303__에너지저장소재설계.pdf,not_found
FET9304,에너지생산소재공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/2 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9304__에너지생산소재공학.pdf,not_found
FET9305,에너지반응공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/2 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9305__에너지반응공학.pdf,not_found
FET9306,바이오폐기물에너지공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/1 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9306__바이오폐기물에너지공학.pdf,not_found
FET9307,화학적에너지수송,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/1 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9307__화학적에너지수송.pdf,not_found
FET9308,AI기반에너지안전공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/1 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9308__AI기반에너지안전공학.pdf,not_found
FET9309,제로에너지시스템,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/1 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9309__제로에너지시스템.pdf,not_found
FET9310,에너지빅데이터분석,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2018/1 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9310__에너지빅데이터분석.pdf,not_found
FET9311,이산화탄소포집활용저장,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2023/2 ~ 2029/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9311__이산화탄소포집활용저장.pdf,not_found
FET9401,태양에너지공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/2 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9401__태양에너지공학.pdf,not_found
FET9402,지열에너지공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9402__지열에너지공학.pdf,not_found
FET9403,풍력에너지공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9403__풍력에너지공학.pdf,not_found
FET9404,에너지사업타당성평가,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9404__에너지사업타당성평가.pdf,not_found
FET9405,수소생산과연료전지응용,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9405__수소생산과연료전지응용.pdf,not_found
FET9406,열에너지변환공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9406__열에너지변환공학.pdf,not_found
FET9407,AI기반시스템최적화,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9407__AI기반시스템최적화.pdf,not_found
FET9408,수소에너지공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9408__수소에너지공학.pdf,not_found
FET9409,전기차배터리공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9409__전기차배터리공학.pdf,not_found
FET9410,차세대에너지저장변환공학,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9410__차세대에너지저장변환공학.pdf,not_found
FET9411,무선에너지전달,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2019/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9411__무선에너지전달.pdf,not_found
FET9412,수소에너지실험,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2025/2 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9412__수소에너지실험.pdf,not_found
FET9413,에너지신산업커리어디자인,H0004713,미래전기에너지신기술융합전공,미래전기에너지신기술융합전공,2027/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/미래전기에너지신기술융합전공__FET9413__에너지신산업커리어디자인.pdf,not_found
FRE1055,기초프랑스어,H0002256,서울 대학,대학(학부/서울),2003/1 ~ 2027/2,2024,2,2026,1,25,4,1,outputs/pdfs_seoul_university/서울_대학__FRE1055__기초프랑스어.pdf,ok
FUT1001,아르테와테크네의만남,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2027/2,2022,1,2026,1,27,5,2,outputs/pdfs_full/미래인문학융합전공__FUT1001__아르테와테크네의만남.pdf,ok
FUT1002,디지털스토리텔링의이해,H0002938,미디어문화전공,미디어문화전공,2017/1 ~ 2017/2,2019,1,2026,1,20,5,2,outputs/pdfs_full/미디어문화전공__FUT1002__디지털스토리텔링의이해.pdf,ok
FUT1003,엔지니어를위한영어의사소통,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2027/2,2017,1,2023,1,9,4,2,outputs/pdfs_full/미래인문학융합전공__FUT1003__엔지니어를위한영어의사소통.pdf,ok
FUT1004,과학기술자의상상력과창의성,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2027/2,2018,1,2026,1,22,5,2,outputs/pdfs_full/미래인문학융합전공__FUT1004__과학기술자의상상력과창의성.pdf,ok
FUT1005,초학제시대의미래인문학,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2027/2,2021,1,2026,1,21,5,2,outputs/pdfs_full/미래인문학융합전공__FUT1005__초학제시대의미래인문학.pdf,ok
FUT1006,탈진실시대의언론텍스트읽기와쓰기,H0002937,공공수행인문학전공,공공수행인문학전공,2017/1 ~ 2017/2,2022,1,2026,1,16,5,2,outputs/pdfs_full/공공수행인문학전공__FUT1006__탈진실시대의언론텍스트읽기와쓰기.pdf,ok
FUT1007,데이터과학트렌드,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2009/1 ~ 2027/2,2022,1,2026,1,11,5,2,outputs/pdfs_full/인문소프트웨어융합전공__FUT1007__데이터과학트렌드.pdf,ok
FUT1008,인문대생을위한창의적프로그래밍,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2009/1 ~ 2027/2,2021,2,2025,2,12,4,2,outputs/pdfs_full/인문소프트웨어융합전공__FUT1008__인문대생을위한창의적프로그래밍.pdf,ok
FUT2001,가상/증강현실의예술,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2028/2,2022,1,2026,1,28,5,2,outputs/pdfs_full/미래인문학융합전공__FUT2001__가상_증강현실의예술.pdf,ok
FUT2002,AI시대의상상력과디자인씽킹,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2028/2,2017,2,2021,2,14,4,2,outputs/pdfs_full/미래인문학융합전공__FUT2002__AI시대의상상력과디자인씽킹.pdf,ok
FUT2003,디지털게임과현대사회,H0002938,미디어문화전공,미디어문화전공,2017/1 ~ 2018/2,2022,2,2025,2,16,4,2,outputs/pdfs_full/미디어문화전공__FUT2003__디지털게임과현대사회.pdf,ok
FUT2004,문화콘텐츠+나,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2028/2,2022,1,2026,1,21,5,2,outputs/pdfs_full/미래인문학융합전공__FUT2004__문화콘텐츠+나.pdf,ok
FUT2005,공학영어읽기,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2028/2,2018,1,2026,1,14,5,2,outputs/pdfs_full/미래인문학융합전공__FUT2005__공학영어읽기.pdf,ok
FUT2006,엔지니어를위한영어프리젠테이션,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2028/2,2018,2,2024,2,9,4,2,outputs/pdfs_full/미래인문학융합전공__FUT2006__엔지니어를위한영어프리젠테이션.pdf,ok
FUT2007,테크노사이언스가만드는세상,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2028/2,2021,2,2025,2,10,4,2,outputs/pdfs_full/미래인문학융합전공__FUT2007__테크노사이언스가만드는세상.pdf,ok
FUT2008,지속가능한미래를위한과학기술정책,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2028/2,2018,1,2018,1,3,1,2,outputs/pdfs_full/미래인문학융합전공__FUT2008__지속가능한미래를위한과학기술정책.pdf,ok
FUT2009,네트워크사회를위한미래인문학,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2028/2,2021,2,2025,2,13,4,2,outputs/pdfs_full/미래인문학융합전공__FUT2009__네트워크사회를위한미래인문학.pdf,ok
FUT2010,은유와프레임전략,H0002936,STS(과학기술학)전공,STS(과학기술학)전공,2017/1 ~ 2017/2,2022,1,2026,1,33,5,3,outputs/pdfs_full/STS(과학기술학)전공__FUT2010__은유와프레임전략.pdf,ok
FUT2011,사회적상상력을여는소통과혁신의수사학,H0002937,공공수행인문학전공,공공수행인문학전공,2017/1 ~ 2018/2,2022,2,2025,2,8,4,2,outputs/pdfs_full/공공수행인문학전공__FUT2011__사회적상상력을여는소통과혁신의수사학.pdf,ok
FUT2012,동서양사상을통해본정의,H0002937,공공수행인문학전공,공공수행인문학전공,2017/1 ~ 2018/2,2022,1,2026,1,18,5,2,outputs/pdfs_full/공공수행인문학전공__FUT2012__동서양사상을통해본정의.pdf,ok
FUT2013,인문대생을위한트렌드프로그래밍,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2010/1 ~ 2028/2,2022,1,2026,1,18,5,2,outputs/pdfs_full/인문소프트웨어융합전공__FUT2013__인문대생을위한트렌드프로그래밍.pdf,ok
FUT2014,데이터시각화,H0003959,정보융합전공,정보융합전공,2018/1 ~ 2029/2,2023,2,2026,1,9,4,6,outputs/pdfs_full/정보융합전공__FUT2014__데이터시각화.pdf,ok
FUT2015,"회복을위한인문학과다크리서치:불,전염병,멸종의어젠다읽기",H0004254,인문공공행정전공,인문공공행정전공,2021/1 ~ 2029/2,2022,1,2026,1,15,5,2,"outputs/pdfs_full/인문공공행정전공__FUT2015__회복을위한인문학과다크리서치_불,전염병,멸종의어젠다읽기.pdf",ok
FUT3001,아트테크놀로지캡스톤디자인,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2029/2,2017,1,2025,2,7,3,2,outputs/pdfs_full/미래인문학융합전공__FUT3001__아트테크놀로지캡스톤디자인.pdf,ok
FUT3002,인문학으로예술읽기,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2029/2,2022,2,2025,2,14,4,2,outputs/pdfs_full/미래인문학융합전공__FUT3002__인문학으로예술읽기.pdf,ok
FUT3003,마음을사로잡는정보스토리텔링,H0002938,미디어문화전공,미디어문화전공,2017/1 ~ 2021/2,2020,2,2025,2,12,4,2,outputs/pdfs_full/미디어문화전공__FUT3003__마음을사로잡는정보스토리텔링.pdf,ok
FUT3004,문화콘텐츠아나토미:비평이론과실제,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2029/2,2022,1,2026,1,18,5,2,outputs/pdfs_full/미래인문학융합전공__FUT3004__문화콘텐츠아나토미_비평이론과실제.pdf,ok
FUT3005,엔지니어를위한실용영작문,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2029/2,2021,2,2025,2,8,4,2,outputs/pdfs_full/미래인문학융합전공__FUT3005__엔지니어를위한실용영작문.pdf,ok
FUT3006,엔지니어를위한학술영작문,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2029/2,2022,1,2026,1,10,5,2,outputs/pdfs_full/미래인문학융합전공__FUT3006__엔지니어를위한학술영작문.pdf,ok
FUT3007,역사를바꾼과학혁명,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2029/2,2022,1,2026,1,27,5,2,outputs/pdfs_full/미래인문학융합전공__FUT3007__역사를바꾼과학혁명.pdf,ok
FUT3008,인류세시대를위한미래인문학,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2029/2,2018,2,2025,2,16,4,2,outputs/pdfs_full/미래인문학융합전공__FUT3008__인류세시대를위한미래인문학.pdf,ok
FUT3009,과학기술학의새로운지형도,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2029/2,2021,1,2025,1,19,5,2,outputs/pdfs_full/미래인문학융합전공__FUT3009__과학기술학의새로운지형도.pdf,ok
FUT3010,"공정한시민을위한미디어리터러시:팩트,믿음,재미",H0004254,인문공공행정전공,인문공공행정전공,2011/1 ~ 2029/2,2022,2,2025,2,10,4,2,"outputs/pdfs_full/인문공공행정전공__FUT3010__공정한시민을위한미디어리터러시_팩트,믿음,재미.pdf",ok
FUT3011,품위있는사회와지속가능성을위한의제들,H0004254,인문공공행정전공,인문공공행정전공,2011/1 ~ 2029/2,2022,1,2026,1,14,5,2,outputs/pdfs_full/인문공공행정전공__FUT3011__품위있는사회와지속가능성을위한의제들.pdf,ok
FUT3012,인문대생을위한객체지향프로그래밍,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2011/1 ~ 2029/2,2020,1,2026,1,16,5,2,outputs/pdfs_full/인문소프트웨어융합전공__FUT3012__인문대생을위한객체지향프로그래밍.pdf,ok
FUT3013,인문대생을위한앱프로그래밍,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2011/1 ~ 2029/2,2022,2,2025,2,14,4,2,outputs/pdfs_full/인문소프트웨어융합전공__FUT3013__인문대생을위한앱프로그래밍.pdf,ok
FUT4001,인문학으로기술읽기,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2030/2,2018,2,2025,1,16,5,2,outputs/pdfs_full/미래인문학융합전공__FUT4001__인문학으로기술읽기.pdf,ok
FUT4002,공학영어캡스톤디자인,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2030/2,2023,2,2025,2,8,3,2,outputs/pdfs_full/미래인문학융합전공__FUT4002__공학영어캡스톤디자인.pdf,ok
FUT4003,한국과학혁신의역사,H0004157,미래인문학융합전공,미래인문학융합전공,2017/1 ~ 2030/2,2022,2,2025,2,14,4,2,outputs/pdfs_full/미래인문학융합전공__FUT4003__한국과학혁신의역사.pdf,ok
FUT4004,Lego-H인문캡스톤디자인1:현장전문가리더십특강,H0004254,인문공공행정전공,인문공공행정전공,2012/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/인문공공행정전공__FUT4004__Lego-H인문캡스톤디자인1_현장전문가리더십특강.pdf,not_found
FUT4005,Lego-H인문캡스톤디자인2:현장커뮤니케이션및과제,H0004254,인문공공행정전공,인문공공행정전공,2012/1 ~ 2030/2,,,,,0,0,1,outputs/pdfs_full/인문공공행정전공__FUT4005__Lego-H인문캡스톤디자인2_현장커뮤니케이션및과제.pdf,not_found
FUT4006,게임프로그래밍을위한캡스톤디자인,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2012/1 ~ 2030/2,2022,1,2026,1,12,5,2,outputs/pdfs_full/인문소프트웨어융합전공__FUT4006__게임프로그래밍을위한캡스톤디자인.pdf,ok
FUT4007,인문학기반디지털콘텐츠구축을위한캡스톤디자인,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2012/1 ~ 2030/2,2019,2,2023,2,9,4,2,outputs/pdfs_full/인문소프트웨어융합전공__FUT4007__인문학기반디지털콘텐츠구축을위한캡스톤디자인.pdf,ok
GEN0036,통계학개론,H0002599,의예과,의예과(학부/서울),2010/1 ~ 2028/2,2022,1,2026,1,22,5,2,outputs/pdfs_full/의예과__GEN0036__통계학개론.pdf,ok
GEN0039,심리학개론,H0002794,국어국문학과,국어국문학(학부-인문과/서울),1989/1 ~ 1992/2,2016,1,2019,1,21,4,9,outputs/pdfs_full/국어국문학과__GEN0039__심리학개론.pdf,ok
GEN0041,현대사회와나의삶,H0003542,법학과,법학과(학부/서울),1989/1 ~ 1992/2,2022,2,2025,2,12,5,3,outputs/pdfs_full/법학과__GEN0041__현대사회와나의삶.pdf,ok
GEN0043,경제원론,H0002834,사회과학부,사회과학부(학부/서울),2006/1 ~ 2013/2,2014,2,2015,2,15,2,2,outputs/pdfs_full/사회과학부__GEN0043__경제원론.pdf,ok
GEN0044,경영학원론,H0002867,정보시스템학과,정보시스템학과(학과/서울),2009/1 ~ 2028/2,2022,1,2026,1,24,5,1,outputs/pdfs_full/정보시스템학과__GEN0044__경영학원론.pdf,ok
GEN0059,경제원론1,H0003542,법학과,법학과(학부/서울),1989/1 ~ 2014/2,2015,1,2017,2,31,5,6,outputs/pdfs_full/법학과__GEN0059__경제원론1.pdf,ok
GEN0068,일반화학1,H0002570,도시공학과,도시공학과(학부/서울),1989/1 ~ 1996/2,2013,1,2015,1,16,3,5,outputs/pdfs_full/도시공학과__GEN0068__일반화학1.pdf,ok
GEN0069,일반화학2,H0002570,도시공학과,도시공학과(학부/서울),1989/1 ~ 1996/2,2013,2,2015,2,18,3,5,outputs/pdfs_full/도시공학과__GEN0069__일반화학2.pdf,ok
GEN0072,일반화학및실험,H0002517,건설환경공학과,건설환경공학과(학부/서울),2016/1 ~ 2027/2,2024,2,2026,1,24,4,8,outputs/pdfs_full/건설환경공학과__GEN0072__일반화학및실험.pdf,ok
GEN0074,일반생물학1,H0002599,의예과,의예과(학부/서울),1989/1 ~ 1996/2,2022,1,2026,1,40,5,3,outputs/pdfs_full/의예과__GEN0074__일반생물학1.pdf,ok
GEN0075,일반생물학2,H0002599,의예과,의예과(학부/서울),1989/1 ~ 1996/2,2022,2,2025,2,30,4,3,outputs/pdfs_full/의예과__GEN0075__일반생물학2.pdf,ok
GEN0076,일반생물학실험1,H0002599,의예과,의예과(학부/서울),1989/1 ~ 1996/2,2022,1,2026,1,22,5,3,outputs/pdfs_full/의예과__GEN0076__일반생물학실험1.pdf,ok
GEN0077,일반생물학실험2,H0002599,의예과,의예과(학부/서울),1989/1 ~ 1996/2,2022,2,2025,2,18,4,3,outputs/pdfs_full/의예과__GEN0077__일반생물학실험2.pdf,ok
GEN0087,정치학개론,H0003663,정치외교학과,정치외교학과,2014/1 ~ 2027/2,2022,1,2026,1,29,5,3,outputs/pdfs_full/정치외교학과__GEN0087__정치학개론.pdf,ok
GEN1002,전공영어,H0002886,건축학부,건축학부(학부/서울),2005/1 ~ 2012/2,2012,1,2015,2,16,5,6,outputs/pdfs_full/건축학부__GEN1002__전공영어.pdf,ok
GEN1012,일반화학,H0002575,융합전자공학부,융합전자공학부,2010/1 ~ 2015/2,2011,1,2015,1,38,5,1,outputs/pdfs_full/융합전자공학부__GEN1012__일반화학.pdf,ok
GEN1014,일반물리학,H0002575,융합전자공학부,융합전자공학부,2010/1 ~ 2015/2,2022,1,2026,1,26,5,2,outputs/pdfs_full/융합전자공학부__GEN1014__일반물리학.pdf,ok
GEN1016,일반생물학,H0002517,건설환경공학과,건설환경공학과(학부/서울),2016/1 ~ 2027/2,2024,2,2026,1,24,4,4,outputs/pdfs_full/건설환경공학과__GEN1016__일반생물학.pdf,ok
GEN1031,공학도를위한창의적컴퓨팅,H0002886,건축학부,건축학부(학부/서울),2017/1 ~ 2027/2,2024,2,2026,1,30,4,18,outputs/pdfs_full/건축학부__GEN1031__공학도를위한창의적컴퓨팅.pdf,ok
GEN1035,중급스페인어,H0002256,서울 대학,대학(학부/서울),1993/1 ~ 2027/2,2024,2,2026,1,17,4,1,outputs/pdfs_seoul_university/서울_대학__GEN1035__중급스페인어.pdf,ok
GEN1040,초급독일어,H0002801,독어독문학과,독어독문학(학부/서울),1993/1 ~ 1996/2,2024,2,2026,1,27,4,3,outputs/pdfs_full/독어독문학과__GEN1040__초급독일어.pdf,ok
GEN1043,중급중국어,H0002809,중어중문학과,중어중문학(학부/서울),1993/1 ~ 1996/2,2024,2,2026,1,18,4,2,outputs/pdfs_full/중어중문학과__GEN1043__중급중국어.pdf,ok
GEN1056,인간과역사,H0002814,사학과,사학(학부-인문과/서울),2008/1 ~ 2008/2,2010,1,2014,1,29,5,2,outputs/pdfs_full/사학과__GEN1056__인간과역사.pdf,ok
GEN1073,관광과문화행동,H0002256,서울 대학,대학(학부/서울),1993/1 ~ 2014/2,2012,2,2014,2,24,5,1,outputs/pdfs_seoul_university/서울_대학__GEN1073__관광과문화행동.pdf,ok
GEN1076,여성학,H0002256,서울 대학,대학(학부/서울),1993/1 ~ 2027/2,2022,2,2025,2,17,4,1,outputs/pdfs_seoul_university/서울_대학__GEN1076__여성학.pdf,ok
GEN1078,문화론특강,H0002256,서울 대학,대학(학부/서울),1993/1 ~ 2027/2,2024,2,2026,1,19,4,1,outputs/pdfs_seoul_university/서울_대학__GEN1078__문화론특강.pdf,ok
GEN1082,고급영어회화,H0002599,의예과,의예과(학부/서울),1998/1 ~ 2019/2,2015,2,2019,2,31,5,3,outputs/pdfs_full/의예과__GEN1082__고급영어회화.pdf,ok
GEN1092,한국근현대사,H0002256,서울 대학,대학(학부/서울),1996/1 ~ 2027/2,2024,2,2026,1,19,4,1,outputs/pdfs_seoul_university/서울_대학__GEN1092__한국근현대사.pdf,ok
