course_no,course_name,canonical_dept_code,canonical_dept_name,opening_dept,year_term_range,first_year,first_term,latest_year,latest_term,grade_row_count,term_count,department_count,pdf_path,parse_status
ACC2056,회계학,H0002867,정보시스템학과,정보시스템학과(학과/서울),2009/1 ~ 2028/2,2022,2,2025,2,18,4,1,outputs/pdfs_full/정보시스템학과__ACC2056__회계학.pdf,ok
ACC3001,원가회계,H0002894,경영학부,경영학부(학부/서울/경영),2006/1 ~ 2028/2,2022,1,2026,1,40,5,2,outputs/pdfs_full/경영학부__ACC3001__원가회계.pdf,ok
ACC3002,회계감사,H0002894,경영학부,경영학부(학부/서울/경영),1999/1 ~ 2029/2,2022,1,2026,1,20,5,2,outputs/pdfs_full/경영학부__ACC3002__회계감사.pdf,ok
ACC3003,관리회계,H0002894,경영학부,경영학부(학부/서울/경영),2006/1 ~ 2028/2,2022,2,2025,2,29,4,2,outputs/pdfs_full/경영학부__ACC3003__관리회계.pdf,ok
ACC3004,세무회계,H0002894,경영학부,경영학부(학부/서울/경영),1998/1 ~ 2022/2,2016,2,2020,2,30,5,2,outputs/pdfs_full/경영학부__ACC3004__세무회계.pdf,ok
ACC3005,조세법,H0003542,법학과,법학과(학부/서울),2003/1 ~ 2016/2,2010,2,2014,2,29,5,2,outputs/pdfs_full/법학과__ACC3005__조세법.pdf,ok
ACC4001,고급회계,H0002894,경영학부,경영학부(학부/서울/경영),1999/1 ~ 2029/2,2022,2,2025,2,25,4,2,outputs/pdfs_full/경영학부__ACC4001__고급회계.pdf,ok
AIX0001,인공지능과학자-딥러닝,H0002256,서울 대학,대학(학부/서울),2018/2 ~ 2027/2,2018,2,2018,2,1,1,1,outputs/pdfs_seoul_university/서울_대학__AIX0001__인공지능과학자-딥러닝.pdf,ok
AIX0002,AI+X:인공지능,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2020/1 ~ 2029/2,2024,2,2026,1,11,4,2,outputs/pdfs_full/인문소프트웨어융합전공__AIX0002__AI+X_인공지능.pdf,ok
AIX0003,AI+X:딥러닝,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2020/1 ~ 2029/2,2024,2,2026,1,31,4,2,outputs/pdfs_full/인문소프트웨어융합전공__AIX0003__AI+X_딥러닝.pdf,ok
AIX0004,AI+X:R-Py컴퓨팅,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2020/1 ~ 2029/2,2024,2,2026,1,31,4,2,outputs/pdfs_full/인문소프트웨어융합전공__AIX0004__AI+X_R-Py컴퓨팅.pdf,ok
AIX0005,AI+X:머신러닝,H0004253,인문소프트웨어융합전공,인문소프트웨어융합전공,2020/1 ~ 2029/2,2024,2,2026,1,23,4,2,outputs/pdfs_full/인문소프트웨어융합전공__AIX0005__AI+X_머신러닝.pdf,ok
AIX0006,AI와법,H0004157,미래인문학융합전공,미래인문학융합전공,2021/2 ~ 2029/2,2022,2,2025,2,13,4,2,outputs/pdfs_full/미래인문학융합전공__AIX0006__AI와법.pdf,ok
AIX0007,인공지능의철학,H0004157,미래인문학융합전공,미래인문학융합전공,2021/2 ~ 2029/2,2024,2,2026,1,8,4,2,outputs/pdfs_full/미래인문학융합전공__AIX0007__인공지능의철학.pdf,ok
AIX0008,AI+X:데이터사이언티스트,H0004322,빅데이터융합전공,빅데이터융합전공,2018/2 ~ 2029/2,2021,2,2023,2,37,5,2,outputs/pdfs_full/빅데이터융합전공__AIX0008__AI+X_데이터사이언티스트.pdf,ok
AIX0009,AI와암호화폐이야기,H0002256,서울 대학,대학(학부/서울),2022/1 ~ 2025/2,2022,1,2024,1,33,5,1,outputs/pdfs_seoul_university/서울_대학__AIX0009__AI와암호화폐이야기.pdf,ok
APA1001,기초디자인1,H0002722,응용미술교육과,응용미술교육과(학부/서울),1989/1 ~ 2027/2,2022,1,2026,1,16,5,1,outputs/pdfs_full/응용미술교육과__APA1001__기초디자인1.pdf,ok
APA1002,기초디자인2,H0002722,응용미술교육과,응용미술교육과(학부/서울),1989/1 ~ 2021/2,2015,2,2021,1,8,5,1,outputs/pdfs_full/응용미술교육과__APA1002__기초디자인2.pdf,ok
APA1011,기초회화,H0002722,응용미술교육과,응용미술교육과(학부/서울),2005/1 ~ 2027/2,2022,1,2026,1,20,5,1,outputs/pdfs_full/응용미술교육과__APA1011__기초회화.pdf,ok
APA1012,미술교육학원론1,H0002722,응용미술교육과,응용미술교육과(학부/서울),2005/1 ~ 2027/2,2022,2,2025,2,10,4,1,outputs/pdfs_full/응용미술교육과__APA1012__미술교육학원론1.pdf,ok
APA1014,서양미술사1,H0002722,응용미술교육과,응용미술교육과(학부/서울),2010/1 ~ 2016/2,2012,1,2016,1,22,5,1,outputs/pdfs_full/응용미술교육과__APA1014__서양미술사1.pdf,ok
APA1015,드로잉,H0002722,응용미술교육과,응용미술교육과(학부/서울),2009/1 ~ 2027/2,2022,2,2025,2,15,4,1,outputs/pdfs_full/응용미술교육과__APA1015__드로잉.pdf,ok
APA1016,타이포그래피,H0002722,응용미술교육과,응용미술교육과(학부/서울),2013/1 ~ 2015/2,2013,2,2015,2,15,3,1,outputs/pdfs_full/응용미술교육과__APA1016__타이포그래피.pdf,ok
APA2021,가상공간연구,H0002722,응용미술교육과,응용미술교육과(학부/서울),2002/1 ~ 2029/2,2021,1,2025,2,10,4,1,outputs/pdfs_full/응용미술교육과__APA2021__가상공간연구.pdf,ok
APA2023,미술치료법,H0002722,응용미술교육과,응용미술교육과(학부/서울),2002/1 ~ 2016/2,2012,1,2016,1,17,5,1,outputs/pdfs_full/응용미술교육과__APA2023__미술치료법.pdf,ok
APA2024,영어프리젠테이션,H0002722,응용미술교육과,응용미술교육과(학부/서울),2002/1 ~ 2016/2,2012,1,2016,1,16,5,1,outputs/pdfs_full/응용미술교육과__APA2024__영어프리젠테이션.pdf,ok
APA2026,게임환경연구2,H0002722,응용미술교육과,응용미술교육과(학부/서울),2002/1 ~ 2017/2,2010,2,2017,2,14,5,1,outputs/pdfs_full/응용미술교육과__APA2026__게임환경연구2.pdf,ok
APA2030,문화예술콘텐츠,H0002722,응용미술교육과,응용미술교육과(학부/서울),2010/1 ~ 2030/2,2022,2,2025,2,11,4,1,outputs/pdfs_full/응용미술교육과__APA2030__문화예술콘텐츠.pdf,ok
APA2031,서양미술사2,H0002722,응용미술교육과,응용미술교육과(학부/서울),2010/1 ~ 2029/2,2022,2,2025,2,16,4,1,outputs/pdfs_full/응용미술교육과__APA2031__서양미술사2.pdf,ok
APA2032,섬유공예,H0002722,응용미술교육과,응용미술교육과(학부/서울),2010/1 ~ 2016/2,2012,1,2016,1,17,5,1,outputs/pdfs_full/응용미술교육과__APA2032__섬유공예.pdf,ok
APA2033,환경도자,H0002722,응용미술교육과,응용미술교육과(학부/서울),2010/1 ~ 2018/1,2013,1,2017,2,17,5,1,outputs/pdfs_full/응용미술교육과__APA2033__환경도자.pdf,ok
APA2034,2D컴퓨터그래픽,H0002722,응용미술교육과,응용미술교육과(학부/서울),2010/1 ~ 2027/2,2022,2,2025,2,12,4,1,outputs/pdfs_full/응용미술교육과__APA2034__2D컴퓨터그래픽.pdf,ok
APA2035,입체오브제,H0002722,응용미술교육과,응용미술교육과(학부/서울),2010/1 ~ 2020/2,2016,1,2020,1,18,5,1,outputs/pdfs_full/응용미술교육과__APA2035__입체오브제.pdf,ok
APA2036,경험디자인,H0002722,응용미술교육과,응용미술교육과(학부/서울),2025/1 ~ 2028/2,2025,1,2026,1,6,2,1,outputs/pdfs_full/응용미술교육과__APA2036__경험디자인.pdf,ok
APA2054,데이터구조,H0002867,정보시스템학과,정보시스템학과(학과/서울),2009/1 ~ 2028/2,2022,2,2026,1,38,5,1,outputs/pdfs_full/정보시스템학과__APA2054__데이터구조.pdf,ok
APA2056,미술교육원강,H0002722,응용미술교육과,응용미술교육과(학부/서울),2006/1 ~ 2018/2,2012,1,2018,1,16,5,1,outputs/pdfs_full/응용미술교육과__APA2056__미술교육원강.pdf,ok
APA2057,캐릭터도자,H0002722,응용미술교육과,응용미술교육과(학부/서울),2006/1 ~ 2016/2,2012,2,2016,2,13,5,1,outputs/pdfs_full/응용미술교육과__APA2057__캐릭터도자.pdf,ok
APA2058,미술교육학원론2,H0002722,응용미술교육과,응용미술교육과(학부/서울),2006/1 ~ 2028/2,2022,1,2026,1,18,5,1,outputs/pdfs_full/응용미술교육과__APA2058__미술교육학원론2.pdf,ok
APA2059,문화예술콘텐츠2,H0002722,응용미술교육과,응용미술교육과(학부/서울),2010/1 ~ 2017/2,2010,2,2017,2,19,5,1,outputs/pdfs_full/응용미술교육과__APA2059__문화예술콘텐츠2.pdf,ok
APA2060,캡스톤디자인미술교육,H0002722,응용미술교육과,응용미술교육과(학부/서울),2012/1 ~ 2030/2,2022,1,2026,1,10,5,1,outputs/pdfs_full/응용미술교육과__APA2060__캡스톤디자인미술교육.pdf,ok
APA2061,다문화미술교육,H0002722,응용미술교육과,응용미술교육과(학부/서울),2010/1 ~ 2016/2,2010,2,2015,2,15,4,1,outputs/pdfs_full/응용미술교육과__APA2061__다문화미술교육.pdf,ok
APA2090,글로벌디자인실습,H0002722,응용미술교육과,응용미술교육과(학부/서울),2018/2 ~ 2029/2,2019,2,2024,2,6,4,1,outputs/pdfs_full/응용미술교육과__APA2090__글로벌디자인실습.pdf,ok
APA2091,인터렉티브디자인,H0002722,응용미술교육과,응용미술교육과(학부/서울),2021/1 ~ 2030/2,2021,1,2024,1,12,4,1,outputs/pdfs_full/응용미술교육과__APA2091__인터렉티브디자인.pdf,ok
APA2092,전시디자인,H0002722,응용미술교육과,응용미술교육과(학부/서울),2021/1 ~ 2029/2,2021,2,2024,2,11,4,1,outputs/pdfs_full/응용미술교육과__APA2092__전시디자인.pdf,ok
APA3005,시각디자인1,H0002722,응용미술교육과,응용미술교육과(학부/서울),1990/1 ~ 2028/2,2022,1,2026,1,15,5,1,outputs/pdfs_full/응용미술교육과__APA3005__시각디자인1.pdf,ok
APA3006,시각디자인2,H0002722,응용미술교육과,응용미술교육과(학부/서울),1990/1 ~ 2028/2,2021,2,2025,2,8,4,1,outputs/pdfs_full/응용미술교육과__APA3006__시각디자인2.pdf,ok
APA3020,미술과교육론,H0002722,응용미술교육과,응용미술교육과(학부/서울),1995/1 ~ 2029/2,2022,1,2026,1,15,5,1,outputs/pdfs_full/응용미술교육과__APA3020__미술과교육론.pdf,ok
APA3021,미술과교재연구,H0002722,응용미술교육과,응용미술교육과(학부/서울),1995/1 ~ 2029/2,2022,2,2025,2,14,4,1,outputs/pdfs_full/응용미술교육과__APA3021__미술과교재연구.pdf,ok
APA3024,웹디자인1,H0002722,응용미술교육과,응용미술교육과(학부/서울),2003/1 ~ 2020/2,2016,1,2020,1,21,5,1,outputs/pdfs_full/응용미술교육과__APA3024__웹디자인1.pdf,ok
APA3028,디지털일러스트레이션,H0002722,응용미술교육과,응용미술교육과(학부/서울),2003/1 ~ 2017/2,2012,1,2017,1,21,5,1,outputs/pdfs_full/응용미술교육과__APA3028__디지털일러스트레이션.pdf,ok
APA3029,웹디자인2,H0002722,응용미술교육과,응용미술교육과(학부/서울),2003/1 ~ 2020/2,2015,2,2020,2,20,5,1,outputs/pdfs_full/응용미술교육과__APA3029__웹디자인2.pdf,ok
APA3036,애니메이션,H0002722,응용미술교육과,응용미술교육과(학부/서울),2011/1 ~ 2021/2,2017,2,2021,2,16,5,1,outputs/pdfs_full/응용미술교육과__APA3036__애니메이션.pdf,ok
APA3038,3D컴퓨터그래픽,H0002722,응용미술교육과,응용미술교육과(학부/서울),2011/1 ~ 2029/2,2019,2,2026,1,14,5,1,outputs/pdfs_full/응용미술교육과__APA3038__3D컴퓨터그래픽.pdf,ok
APA3039,동양미술사,H0002722,응용미술교육과,응용미술교육과(학부/서울),2011/1 ~ 2030/2,2024,1,2026,1,10,3,1,outputs/pdfs_full/응용미술교육과__APA3039__동양미술사.pdf,ok
APA3053,도자공예연구,H0002722,응용미술교육과,응용미술교육과(학부/서울),2003/1 ~ 2021/2,2015,2,2021,2,15,5,1,outputs/pdfs_full/응용미술교육과__APA3053__도자공예연구.pdf,ok
APA3060,영상미디어제작,H0002722,응용미술교육과,응용미술교육과(학부/서울),2007/1 ~ 2018/2,2012,2,2018,2,18,5,1,outputs/pdfs_full/응용미술교육과__APA3060__영상미디어제작.pdf,ok
APA3061,산업도자공예,H0002722,응용미술교육과,응용미술교육과(학부/서울),2007/1 ~ 2017/2,2013,1,2017,1,15,5,1,outputs/pdfs_full/응용미술교육과__APA3061__산업도자공예.pdf,ok
APA3062,멀티미디어미술교육,H0002722,응용미술교육과,응용미술교육과(학부/서울),2007/1 ~ 2016/2,2012,1,2016,1,18,5,1,outputs/pdfs_full/응용미술교육과__APA3062__멀티미디어미술교육.pdf,ok
APA3063,캡스톤디자인뉴미디어,H0002722,응용미술교육과,응용미술교육과(학부/서울),2011/1 ~ 2029/2,2022,1,2026,1,8,5,1,outputs/pdfs_full/응용미술교육과__APA3063__캡스톤디자인뉴미디어.pdf,ok
APA3064,미디어인터렉션디자인,H0002722,응용미술교육과,응용미술교육과(학부/서울),2011/1 ~ 2030/2,2022,1,2026,1,11,5,1,outputs/pdfs_full/응용미술교육과__APA3064__미디어인터렉션디자인.pdf,ok
APA3065,디자인스튜디오,H0002722,응용미술교육과,응용미술교육과(학부/서울),2011/1 ~ 2028/2,2022,2,2025,2,10,4,1,outputs/pdfs_full/응용미술교육과__APA3065__디자인스튜디오.pdf,ok
APA3114,소셜디자인,H0002722,응용미술교육과,응용미술교육과(학부/서울),2022/1 ~ 2029/2,2022,2,2025,2,8,4,1,outputs/pdfs_full/응용미술교육과__APA3114__소셜디자인.pdf,ok
APA4011,실내디자인,H0002886,건축학부,건축학부(학부/서울),2008/1 ~ 2031/2,2021,1,2026,1,12,5,1,outputs/pdfs_full/건축학부__APA4011__실내디자인.pdf,ok
APA4023,포트폴리오작품제작,H0002722,응용미술교육과,응용미술교육과(학부/서울),2004/1 ~ 2030/2,2022,1,2026,1,10,5,1,outputs/pdfs_full/응용미술교육과__APA4023__포트폴리오작품제작.pdf,ok
APA4025,디자인포트폴리오실무,H0002722,응용미술교육과,응용미술교육과(학부/서울),2004/1 ~ 2030/2,2019,2,2024,2,9,4,1,outputs/pdfs_full/응용미술교육과__APA4025__디자인포트폴리오실무.pdf,ok
APA4026,포트폴리오제작2,H0002722,응용미술교육과,응용미술교육과(학부/서울),2004/1 ~ 2018/2,2013,2,2017,2,9,5,1,outputs/pdfs_full/응용미술교육과__APA4026__포트폴리오제작2.pdf,ok
APA4027,클레이메이션,H0002722,응용미술교육과,응용미술교육과(학부/서울),2011/1 ~ 2017/2,2013,1,2017,1,14,5,1,outputs/pdfs_full/응용미술교육과__APA4027__클레이메이션.pdf,ok
APA4028,미술과논리및논술,H0002722,응용미술교육과,응용미술교육과(학부/서울),2012/1 ~ 2030/2,2022,2,2025,2,19,4,1,outputs/pdfs_full/응용미술교육과__APA4028__미술과논리및논술.pdf,ok
APA4055,인공지능개론,H0002575,융합전자공학부,융합전자공학부,2019/1 ~ 2030/2,2022,1,2026,1,32,5,2,outputs/pdfs_full/융합전자공학부__APA4055__인공지능개론.pdf,ok
APA4057,도예실기,H0002722,응용미술교육과,응용미술교육과(학부/서울),2005/1 ~ 2029/2,2022,1,2025,2,7,4,1,outputs/pdfs_full/응용미술교육과__APA4057__도예실기.pdf,ok
APA4058,도예실기2,H0002722,응용미술교육과,응용미술교육과(학부/서울),2005/1 ~ 2022/2,2018,2,2022,2,17,5,1,outputs/pdfs_full/응용미술교육과__APA4058__도예실기2.pdf,ok
APA4090,3D시뮬레이션,H0002722,응용미술교육과,응용미술교육과(학부/서울),2015/1 ~ 2026/2,2021,2,2026,1,10,5,1,outputs/pdfs_full/응용미술교육과__APA4090__3D시뮬레이션.pdf,ok
APA4091,캡스톤디자인산학협력,H0002722,응용미술교육과,응용미술교육과(학부/서울),2016/1 ~ 2029/2,2021,1,2026,1,10,5,1,outputs/pdfs_full/응용미술교육과__APA4091__캡스톤디자인산학협력.pdf,ok
APA4108,사회문제해결을위한Hands-onExperienceDesign,H0002722,응용미술교육과,응용미술교육과(학부/서울),2021/2 ~ 2030/2,2022,2,2025,2,4,4,1,outputs/pdfs_full/응용미술교육과__APA4108__사회문제해결을위한Hands-onExperienceDesign.pdf,ok
APA4110,미술과현장수업연구,H0002722,응용미술교육과,응용미술교육과(학부/서울),2024/2 ~ 2026/2,2024,2,2024,2,1,1,1,outputs/pdfs_full/응용미술교육과__APA4110__미술과현장수업연구.pdf,ok
APS1002,대학수학,H0003958,산업융합학부,산업융합학부,2016/1 ~ 2027/2,2013,1,2026,1,31,4,2,outputs/pdfs_full/산업융합학부__APS1002__대학수학.pdf,ok
APS1003,논리적사고와말하기,H0003958,산업융합학부,산업융합학부,2016/1 ~ 2027/2,2013,1,2026,1,19,4,2,outputs/pdfs_full/산업융합학부__APS1003__논리적사고와말하기.pdf,ok
APS1004,학술기초영어회화,H0003958,산업융합학부,산업융합학부,2016/1 ~ 2027/2,2013,1,2026,1,23,4,2,outputs/pdfs_full/산업융합학부__APS1004__학술기초영어회화.pdf,ok
APS1005,대학수학2,H0002256,서울 대학,대학(학부/서울),2016/2 ~ 2016/2,2013,2,2015,2,24,3,1,outputs/pdfs_seoul_university/서울_대학__APS1005__대학수학2.pdf,ok
APS1006,창조적사고와글쓰기,H0003958,산업융합학부,산업융합학부,2016/1 ~ 2027/2,2013,2,2015,2,17,3,2,outputs/pdfs_full/산업융합학부__APS1006__창조적사고와글쓰기.pdf,ok
APS1007,영어토론과발표,H0003958,산업융합학부,산업융합학부,2016/1 ~ 2027/2,2013,2,2015,2,23,3,2,outputs/pdfs_full/산업융합학부__APS1007__영어토론과발표.pdf,ok
APS1008,과학기술의철학적탐색,H0003958,산업융합학부,산업융합학부,2016/1 ~ 2027/2,2013,2,2015,2,22,3,2,outputs/pdfs_full/산업융합학부__APS1008__과학기술의철학적탐색.pdf,ok
APS1009,산업융합입문,H0003958,산업융합학부,산업융합학부,2020/1 ~ 2027/2,2026,1,2026,1,6,1,2,outputs/pdfs_full/산업융합학부__APS1009__산업융합입문.pdf,ok
APS1010,산업융합수학,H0003958,산업융합학부,산업융합학부,2020/1 ~ 2027/2,,,,,0,0,2,outputs/pdfs_full/산업융합학부__APS1010__산업융합수학.pdf,not_found
APS2001,확률및통계1,H0003960,응용시스템전공,응용시스템전공,2014/1 ~ 2028/2,2014,1,2026,1,20,3,6,outputs/pdfs_full/응용시스템전공__APS2001__확률및통계1.pdf,ok
APS2002,기술경영입문,H0003960,응용시스템전공,응용시스템전공,2014/1 ~ 2028/2,2014,1,2026,1,18,3,3,outputs/pdfs_full/응용시스템전공__APS2002__기술경영입문.pdf,ok
APS2003,경제성공학론,H0003960,응용시스템전공,응용시스템전공,2014/1 ~ 2028/2,2014,1,2026,1,18,3,3,outputs/pdfs_full/응용시스템전공__APS2003__경제성공학론.pdf,ok
APS2004,인간심리와경험,H0003960,응용시스템전공,응용시스템전공,2014/1 ~ 2016/2,2014,1,2026,1,17,3,5,outputs/pdfs_full/응용시스템전공__APS2004__인간심리와경험.pdf,ok
APS2005,확률및통계2,H0003960,응용시스템전공,응용시스템전공,2014/1 ~ 2028/2,2014,2,2015,2,14,2,6,outputs/pdfs_full/응용시스템전공__APS2005__확률및통계2.pdf,ok
APS2006,공업경제학2,H0003960,응용시스템전공,응용시스템전공,2014/1 ~ 2020/2,2014,2,2015,2,8,2,1,outputs/pdfs_full/응용시스템전공__APS2006__공업경제학2.pdf,ok
APS2007,정보시각화,H0003960,응용시스템전공,응용시스템전공,2014/1 ~ 2016/2,2014,2,2025,2,14,3,5,outputs/pdfs_full/응용시스템전공__APS2007__정보시각화.pdf,ok
APS2008,경제학개론,H0003960,응용시스템전공,응용시스템전공,2015/2 ~ 2028/2,2015,2,2015,2,7,1,3,outputs/pdfs_full/응용시스템전공__APS2008__경제학개론.pdf,ok
APS2009,마케팅입문,H0003960,응용시스템전공,응용시스템전공,2015/2 ~ 2020/2,2015,2,2015,2,5,1,2,outputs/pdfs_full/응용시스템전공__APS2009__마케팅입문.pdf,ok
APS2010,사회기술시스템,H0003960,응용시스템전공,응용시스템전공,2018/2 ~ 2028/2,,,,,0,0,4,outputs/pdfs_full/응용시스템전공__APS2010__사회기술시스템.pdf,not_found
APS2011,마케팅원리,H0003960,응용시스템전공,응용시스템전공,2025/1 ~ 2028/2,,,,,0,0,4,outputs/pdfs_full/응용시스템전공__APS2011__마케팅원리.pdf,not_found
APS3001,수리최적화,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2029/2,2015,1,2026,1,11,2,6,outputs/pdfs_full/응용시스템전공__APS3001__수리최적화.pdf,ok
APS3002,생산운영관리론,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2029/2,2015,1,2026,1,14,2,3,outputs/pdfs_full/응용시스템전공__APS3002__생산운영관리론.pdf,ok
APS3003,디자인혁신경영,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2017/2,2015,1,2015,1,5,1,5,outputs/pdfs_full/응용시스템전공__APS3003__디자인혁신경영.pdf,ok
APS3004,데이터마이닝1,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2017/2,,,,,0,0,2,outputs/pdfs_full/응용시스템전공__APS3004__데이터마이닝1.pdf,not_found
APS3005,기술혁신전략,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2028/2,2015,1,2015,1,8,1,4,outputs/pdfs_full/응용시스템전공__APS3005__기술혁신전략.pdf,ok
APS3007,시계열및인공지능예측,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2029/2,2015,2,2015,2,6,1,5,outputs/pdfs_full/응용시스템전공__APS3007__시계열및인공지능예측.pdf,ok
APS3008,생산운영관리2,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2021/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS3008__생산운영관리2.pdf,not_found
APS3009,인간중심디자인,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2017/2,,,,,0,0,5,outputs/pdfs_full/응용시스템전공__APS3009__인간중심디자인.pdf,not_found
APS3010,데이터마이닝2,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2017/2,,,,,0,0,2,outputs/pdfs_full/응용시스템전공__APS3010__데이터마이닝2.pdf,not_found
APS3011,회계학원론,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2028/2,2026,1,2026,1,3,1,4,outputs/pdfs_full/응용시스템전공__APS3011__회계학원론.pdf,ok
APS3013,서비스경영,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2030/2,2015,2,2015,2,7,1,5,outputs/pdfs_full/응용시스템전공__APS3013__서비스경영.pdf,ok
APS3014,프로세스매니지먼트,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2021/2,2026,1,2026,1,5,1,4,outputs/pdfs_full/응용시스템전공__APS3014__프로세스매니지먼트.pdf,ok
APS3015,품질경영,H0003960,응용시스템전공,응용시스템전공,2015/1 ~ 2030/2,2015,1,2015,1,7,1,3,outputs/pdfs_full/응용시스템전공__APS3015__품질경영.pdf,ok
APS3016,전략경영,H0003960,응용시스템전공,응용시스템전공,2015/2 ~ 2029/2,2015,2,2026,1,13,2,3,outputs/pdfs_full/응용시스템전공__APS3016__전략경영.pdf,ok
APS3017,e-비즈니스,H0003960,응용시스템전공,응용시스템전공,2015/2 ~ 2021/2,2015,2,2015,2,5,1,4,outputs/pdfs_full/응용시스템전공__APS3017__e-비즈니스.pdf,ok
APS3019,하이테크마케팅,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2029/2,2026,1,2026,1,7,1,4,outputs/pdfs_full/응용시스템전공__APS3019__하이테크마케팅.pdf,ok
APS3020,사이버물리시스템(캡스톤디자인),H0003960,응용시스템전공,응용시스템전공,2019/1 ~ 2021/2,2026,1,2026,1,4,1,4,outputs/pdfs_full/응용시스템전공__APS3020__사이버물리시스템(캡스톤디자인).pdf,ok
APS3021,기술사업화,H0003960,응용시스템전공,응용시스템전공,2022/1 ~ 2029/2,2026,1,2026,1,4,1,4,outputs/pdfs_full/응용시스템전공__APS3021__기술사업화.pdf,ok
APS3022,지속가능경영시스템,H0003960,응용시스템전공,응용시스템전공,2023/2 ~ 2029/2,,,,,0,0,3,outputs/pdfs_full/응용시스템전공__APS3022__지속가능경영시스템.pdf,not_found
APS3023,기술금융,H0003960,응용시스템전공,응용시스템전공,2026/1 ~ 2029/2,,,,,0,0,3,outputs/pdfs_full/응용시스템전공__APS3023__기술금융.pdf,not_found
APS4001,실험및시험방법론,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2022/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS4001__실험및시험방법론.pdf,not_found
APS4002,공급망관리,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2029/2,,,,,0,0,3,outputs/pdfs_full/응용시스템전공__APS4002__공급망관리.pdf,not_found
APS4003,ERP실무,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2022/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS4003__ERP실무.pdf,not_found
APS4004,컴퓨터통합제조,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2018/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS4004__컴퓨터통합제조.pdf,not_found
APS4005,산업융합세미나,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2026/2,,,,,0,0,3,outputs/pdfs_full/응용시스템전공__APS4005__산업융합세미나.pdf,not_found
APS4006,경영공학창의설계,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2030/2,2026,1,2026,1,3,1,3,outputs/pdfs_full/응용시스템전공__APS4006__경영공학창의설계.pdf,ok
APS4007,실험및시험방법론2,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2018/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS4007__실험및시험방법론2.pdf,not_found
APS4008,프로젝트관리론,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2030/2,,,,,0,0,4,outputs/pdfs_full/응용시스템전공__APS4008__프로젝트관리론.pdf,not_found
APS4011,응용시스템세미나2,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2018/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS4011__응용시스템세미나2.pdf,not_found
APS4012,경영공학종합설계,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2030/2,,,,,0,0,3,outputs/pdfs_full/응용시스템전공__APS4012__경영공학종합설계.pdf,not_found
APS4013,의사결정론,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2022/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS4013__의사결정론.pdf,not_found
APS4014,경영시뮬레이션,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2022/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS4014__경영시뮬레이션.pdf,not_found
APS4015,제조혁신,H0003960,응용시스템전공,응용시스템전공,2016/1 ~ 2022/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS4015__제조혁신.pdf,not_found
APS4016,사회혁신의이해,H0003960,응용시스템전공,응용시스템전공,2018/1 ~ 2026/2,2022,1,2026,1,12,5,4,outputs/pdfs_full/응용시스템전공__APS4016__사회혁신의이해.pdf,ok
APS4017,하이브리드프로토타이핑,H0003960,응용시스템전공,응용시스템전공,2018/1 ~ 2022/2,,,,,0,0,1,outputs/pdfs_full/응용시스템전공__APS4017__하이브리드프로토타이핑.pdf,not_found
APS4019,글로벌혁신시스템,H0003960,응용시스템전공,응용시스템전공,2019/1 ~ 2029/2,,,,,0,0,4,outputs/pdfs_full/응용시스템전공__APS4019__글로벌혁신시스템.pdf,not_found
