campus_code,dept_code,dept_name,course_no,course_name,year,term,year_term_range,opening_dept,A+,A,B+,B,C+,C,D+,D,F,P,S,U,A+_count,A_count,B+_count,B_count,C+_count,C_count,D+_count,D_count,F_count,P_count,S_count,U_count,parse_status,pdf_path,error,total_count
H0002256,H0002256,서울 대학,GEN5083,세계화와법의이해,2019,1,2007/1 ~ 2019/1,대학(학부/서울),26.32,7.89,34.21,10.53,7.89,2.63,10.53,,,,,,10,3,13,4,3,1,4,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN5083__세계화와법의이해.pdf,,38
H0002256,H0003587,체육학과,GEN5091,생활영어회화1,2015,1,2013/1 ~ 2016/2,체육학과,40,56.67,,,3.33,,,,,,,,12,17,,,1,,,,,,,,ok,outputs/pdfs_full/체육학과__GEN5091__생활영어회화1.pdf,,30
H0002256,H0003587,체육학과,GEN5092,생활영어회화2,2014,2,2013/1 ~ 2016/2,체육학과,26.09,47.83,21.74,4.35,,,,,,,,,6,11,5,1,,,,,,,,,ok,outputs/pdfs_full/체육학과__GEN5092__생활영어회화2.pdf,,23
H0002256,H0003587,체육학과,GEN5093,생활영어회화3,2015,1,2013/1 ~ 2017/2,체육학과,37.04,25.93,14.81,,11.11,,11.11,,,,,,10,7,4,,3,,3,,,,,,ok,outputs/pdfs_full/체육학과__GEN5093__생활영어회화3.pdf,,27
H0002256,H0003587,체육학과,GEN5094,생활영어회화4,2014,2,2013/1 ~ 2017/2,체육학과,13.64,59.09,27.27,,,,,,,,,,3,13,6,,,,,,,,,,ok,outputs/pdfs_full/체육학과__GEN5094__생활영어회화4.pdf,,22
H0002256,H0003587,체육학과,GEN5095,생활영어회화5,2015,1,2013/1 ~ 2018/2,체육학과,45,35,10,10,,,,,,,,,9,7,2,2,,,,,,,,,ok,outputs/pdfs_full/체육학과__GEN5095__생활영어회화5.pdf,,20
H0002256,H0003587,체육학과,GEN5096,생활영어회화6,2018,2,2013/1 ~ 2018/2,체육학과,69.23,30.77,,,,,,,,,,,9,4,,,,,,,,,,,ok,outputs/pdfs_full/체육학과__GEN5096__생활영어회화6.pdf,,13
H0002256,H0002256,서울 대학,GEN5097,문화콘텐츠의비전과전략,2018,2,2007/1 ~ 2018/2,대학(학부/서울),11.76,29.41,47.06,,11.76,,,,,,,,2,5,8,,2,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN5097__문화콘텐츠의비전과전략.pdf,,17
H0002256,H0002256,서울 대학,GEN5099,국제비지니스윤리,2015,1,2008/1 ~ 2027/2,대학(학부/서울),65,22.5,10,,,2.5,,,,,,,26,9,4,,,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN5099__국제비지니스윤리.pdf,,40
H0002256,H0002886,건축학부,GEN5100,커리어개발Ⅱ:취.창업진로포트폴리오,2025,2,2015/1 ~ 2030/2,건축학부(학부/서울),90.86,6.61,1.16,0.85,0.24,0.21,0.03,0.03,,,,,2984,217,38,28,8,7,1,1,,,,,ok,outputs/pdfs_full/건축학부__GEN5100__커리어개발II_취.창업진로포트폴리오.pdf,,3284
H0002256,H0002518,소프트웨어전공,GEN6006,특허법의이해,2026,1,2013/1 ~ 2016/2,소프트웨어전공,43.28,24.63,11.94,5.97,5.22,1.49,5.97,1.49,,,,,58,33,16,8,7,2,8,2,,,,,ok,outputs/pdfs_full/소프트웨어전공__GEN6006__특허법의이해.pdf,,134
H0002256,H0002256,서울 대학,GEN6007,대중문화와법,2026,1,2008/1 ~ 2027/2,대학(학부/서울),32.47,,44.16,,16.88,6.49,,,,,,,25,,34,,13,5,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6007__대중문화와법.pdf,,77
H0002256,H0002256,서울 대학,GEN6023,상상과창조,2026,1,2008/1 ~ 2027/2,대학(학부/서울),12.78,19.44,42.22,,25.56,,,,,,,,23,35,76,,46,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6023__상상과창조.pdf,,180
H0002256,H0002256,서울 대학,GEN6024,젠더와미래사회,2013,2,2008/1 ~ 2013/2,대학(학부/서울),35.59,,44.07,,16.95,1.69,1.69,,,,,,21,,26,,10,1,1,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6024__젠더와미래사회.pdf,,59
H0002256,H0002886,건축학부,GEN6032,전문학술영어,2026,1,2009/1 ~ 2027/2,건축학부(학부/서울),24.52,31.4,16.99,10.32,5.38,4.95,2.15,4.3,,,,,114,146,79,48,25,23,10,20,,,,,ok,outputs/pdfs_full/건축학부__GEN6032__전문학술영어.pdf,,465
H0002256,H0002886,건축학부,GEN6044,한양사회봉사,2014,2,2009/1 ~ 2014/2,건축학부(학부/서울),,,,,,,,,,100,,,,,,,,,,,,1028,,,ok,outputs/pdfs_full/건축학부__GEN6044__한양사회봉사.pdf,,1028
H0002256,H0002256,서울 대학,GEN6045,기초학술영어,2026,1,2009/1 ~ 2027/2,대학(학부/서울),9.38,28.13,14.06,23.44,10.94,10.94,1.56,1.56,,,,,6,18,9,15,7,7,1,1,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6045__기초학술영어.pdf,,64
H0002256,H0002256,서울 대학,GEN6047,기업가를위한상법실무,2014,2,2009/1 ~ 2015/1,대학(학부/서울),73.33,26.67,,,,,,,,,,,11,4,,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6047__기업가를위한상법실무.pdf,,15
H0002256,H0002256,서울 대학,GEN6048,세무및재무관리의기초,2015,1,2009/1 ~ 2015/1,대학(학부/서울),28.57,2.38,26.19,14.29,7.14,11.9,7.14,2.38,,,,,12,1,11,6,3,5,3,1,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6048__세무및재무관리의기초.pdf,,42
H0002256,H0002256,서울 대학,GEN6049,기업현장에서의실전마케팅,2014,2,2009/1 ~ 2015/1,대학(학부/서울),23.08,7.69,48.72,,20.51,,,,,,,,9,3,19,,8,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6049__기업현장에서의실전마케팅.pdf,,39
H0002256,H0002256,서울 대학,GEN6050,지구화와개발,2018,2,2009/1 ~ 2022/1,대학(학부/서울),24.56,7.02,42.11,,24.56,1.75,,,,,,,14,4,24,,14,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6050__지구화와개발.pdf,,57
H0002256,H0002936,STS(과학기술학)전공,GEN6058,혁신과잡종의과학사,2026,1,2018/1 ~ 2021/2,STS(과학기술학)전공,8.82,14.71,38.24,17.65,14.71,5.88,,,,,,,3,5,13,6,5,2,,,,,,,ok,outputs/pdfs_full/STS(과학기술학)전공__GEN6058__혁신과잡종의과학사.pdf,,34
H0002256,H0002256,서울 대학,GEN6060,경영원론,2015,2,2009/1 ~ 2017/1,대학(학부/서울),16.67,16.67,25,16.67,16.67,,8.33,,,,,,2,2,3,2,2,,1,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6060__경영원론.pdf,,12
H0002256,H0002256,서울 대학,GEN6064,고급한국어,2026,1,2009/1 ~ 2027/2,대학(학부/서울),26.74,4.28,40.11,2.67,21.39,2.67,2.14,,,,,,50,8,75,5,40,5,4,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6064__고급한국어.pdf,,187
H0002256,H0002256,서울 대학,GEN6065,사회적기업가정신,2016,1,2011/1 ~ 2027/2,대학(학부/서울),25,8.33,44.44,,19.44,2.78,,,,,,,9,3,16,,7,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6065__사회적기업가정신.pdf,,36
H0002256,H0002256,서울 대학,GEN6066,생명과바다,2026,1,2011/1 ~ 2027/2,대학(학부/서울),26.88,1.08,39.78,,32.26,,,,,,,,25,1,37,,30,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6066__생명과바다.pdf,,93
H0002256,H0002256,서울 대학,GEN6068,세계빈곤과기아의정책,2015,1,2011/1 ~ 2015/2,대학(학부/서울),11.76,26.47,35.29,23.53,,,,2.94,,,,,4,9,12,8,,,,1,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6068__세계빈곤과기아의정책.pdf,,34
H0002256,H0002256,서울 대학,GEN6072,비즈니스모델혁신사례분석,2014,2,2009/1 ~ 2015/1,대학(학부/서울),73.68,10.53,,10.53,,5.26,,,,,,,14,2,,2,,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6072__비즈니스모델혁신사례분석.pdf,,19
H0002256,H0002256,서울 대학,GEN6073,기업가를위한국제통상실무,2015,1,2009/1 ~ 2015/1,대학(학부/서울),23.81,4.76,23.81,14.29,23.81,9.52,,,,,,,5,1,5,3,5,2,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6073__기업가를위한국제통상실무.pdf,,21
H0002256,H0002256,서울 대학,GEN6074,뇌과학의이해,2026,1,2009/1 ~ 2027/2,대학(학부/서울),31.48,,42.59,,25.93,,,,,,,,17,,23,,14,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6074__뇌과학의이해.pdf,,54
H0002256,H0002256,서울 대학,GEN6075,인체탐험,2019,2,2009/1 ~ 2021/2,대학(학부/서울),25,5,40,,30,,,,,,,,15,3,24,,18,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6075__인체탐험.pdf,,60
H0002256,H0002256,서울 대학,GEN6084,인문학적건축학,2018,2,2012/1 ~ 2027/2,대학(학부/서울),17.31,13.46,22.12,17.31,18.27,9.62,1.92,,,,,,18,14,23,18,19,10,2,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6084__인문학적건축학.pdf,,104
H0002256,H0002256,서울 대학,GEN6085,상상력과과학기술,2013,2,2012/1 ~ 2015/2,대학(학부/서울),17.46,17.46,25.4,19.05,7.94,4.76,4.76,3.17,,,,,11,11,16,12,5,3,3,2,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6085__상상력과과학기술.pdf,,63
H0002256,H0002256,서울 대학,GEN6086,생활속의화학,2026,1,2012/1 ~ 2027/2,대학(학부/서울),27.53,29.78,29.78,6.74,5.62,,,0.56,,,,,49,53,53,12,10,,,1,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6086__생활속의화학.pdf,,178
H0002256,H0002256,서울 대학,GEN6087,생활속에서만나는생물학,2025,2,2012/1 ~ 2027/2,대학(학부/서울),25,6.82,36.36,4.55,27.27,,,,,,,,11,3,16,2,12,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6087__생활속에서만나는생물학.pdf,,44
H0002256,H0002256,서울 대학,GEN6088,생활속의마케팅,2015,1,2012/1 ~ 2022/1,대학(학부/서울),17.5,12.5,31.25,13.75,18.75,6.25,,,,,,,14,10,25,11,15,5,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6088__생활속의마케팅.pdf,,80
H0002256,H0002256,서울 대학,GEN6089,기초인체생리학,2012,2,2012/1 ~ 2014/1,대학(학부/서울),12.9,21.51,32.26,9.68,9.68,13.98,,,,,,,12,20,30,9,9,13,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6089__기초인체생리학.pdf,,93
H0002256,H0002256,서울 대학,GEN6090,분자의학시대,2015,1,2012/1 ~ 2015/2,대학(학부/서울),30.56,0.93,40.74,,27.78,,,,,,,,33,1,44,,30,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6090__분자의학시대.pdf,,108
H0002256,H0002256,서울 대학,GEN6091,소립자에서우주론까지,2013,1,2012/1 ~ 2014/2,대학(학부/서울),19.28,14.46,39.76,4.82,12.05,6.02,2.41,1.2,,,,,16,12,33,4,10,5,2,1,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6091__소립자에서우주론까지.pdf,,83
H0002256,H0002256,서울 대학,GEN6092,첨단기술을이끄는물리학,2013,1,2012/1 ~ 2013/2,대학(학부/서울),14.81,16.05,22.22,23.46,23.46,,,,,,,,12,13,18,19,19,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN6092__첨단기술을이끄는물리학.pdf,,81
H0002256,H0002886,건축학부,GEN6094,전공현장실습1,2015,1,2014/1 ~ 2023/2,건축학부(학부/서울),59.69,39.29,0.51,,,,,0.51,,,,,117,77,1,,,,,1,,,,,ok,outputs/pdfs_full/건축학부__GEN6094__전공현장실습1.pdf,,196
H0002256,H0002886,건축학부,GEN6095,전공현장실습2,2014,2,2013/1 ~ 2023/2,건축학부(학부/서울),63.01,34.25,2.74,,,,,,,,,,92,50,4,,,,,,,,,,ok,outputs/pdfs_full/건축학부__GEN6095__전공현장실습2.pdf,,146
H0002256,H0002256,서울 대학,GEN7003,창의와소통,2018,1,2012/1 ~ 2018/1,대학(학부/서울),34.21,34.21,15.79,10.53,5.26,,,,,,,,13,13,6,4,2,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7003__창의와소통.pdf,,38
H0002256,H0002256,서울 대학,GEN7005,미래에너지혁명,2014,1,2012/1 ~ 2015/2,대학(학부/서울),20.83,9.38,31.25,9.38,29.17,,,,,,,,20,9,30,9,28,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7005__미래에너지혁명.pdf,,96
H0002256,H0002256,서울 대학,GEN7006,인문계를위한수학,2015,2,2013/1 ~ 2015/2,대학(학부/서울),36.36,,36.36,,18.18,9.09,,,,,,,4,,4,,2,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7006__인문계를위한수학.pdf,,11
H0002256,H0002256,서울 대학,GEN7023,스포츠와사회적책임,2026,1,2013/1 ~ 2027/2,대학(학부/서울),27.27,40.91,4.55,13.64,9.09,4.55,,,,,,,6,9,1,3,2,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7023__스포츠와사회적책임.pdf,,22
H0002256,H0002256,서울 대학,GEN7024,비판적사고와창의적추론:현대적사고를위한툴,2026,1,2013/1 ~ 2027/2,대학(학부/서울),21.05,55.26,15.79,2.63,,,2.63,2.63,,,,,8,21,6,1,,,1,1,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7024__비판적사고와창의적추론_현대적사고를위한툴.pdf,,38
H0002256,H0002256,서울 대학,GEN7025,멀티미디어영작문,2026,1,2013/1 ~ 2027/2,대학(학부/서울),50,10,10,13.33,3.33,6.67,3.33,3.33,,,,,15,3,3,4,1,2,1,1,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7025__멀티미디어영작문.pdf,,30
H0002256,H0002256,서울 대학,GEN7026,온라인영어프레젠테이션,2018,1,2013/1 ~ 2018/1,대학(학부/서울),91.67,8.33,,,,,,,,,,,22,2,,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7026__온라인영어프레젠테이션.pdf,,24
H0002256,H0002256,서울 대학,GEN7027,취업영어커뮤니케이션,2026,1,2013/1 ~ 2027/2,대학(학부/서울),19.51,46.34,21.95,4.88,2.44,,,4.88,,,,,8,19,9,2,1,,,2,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7027__취업영어커뮤니케이션.pdf,,41
H0002256,H0002256,서울 대학,GEN7028,기업·공공부문커뮤니케이션실전,2026,1,2013/1 ~ 2027/2,대학(학부/서울),37.78,42.22,8.89,4.44,4.44,2.22,,,,,,,17,19,4,2,2,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7028__기업·공공부문커뮤니케이션실전.pdf,,45
H0002256,H0002256,서울 대학,GEN7029,시나리오영작문,2026,1,2013/1 ~ 2027/2,대학(학부/서울),23.26,34.88,13.95,2.33,9.3,6.98,4.65,4.65,,,,,10,15,6,1,4,3,2,2,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7029__시나리오영작문.pdf,,43
H0002256,H0002256,서울 대학,GEN7030,영어와남녀의사소통의차이,2026,1,2013/1 ~ 2027/2,대학(학부/서울),28.57,33.33,28.57,4.76,,,4.76,,,,,,6,7,6,1,,,1,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7030__영어와남녀의사소통의차이.pdf,,21
H0002256,H0002256,서울 대학,GEN7031,자원환경기술경영,2014,2,2013/1 ~ 2015/2,대학(학부/서울),23.81,9.52,38.1,,19.05,9.52,,,,,,,5,2,8,,4,2,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7031__자원환경기술경영.pdf,,21
H0002256,H0002256,서울 대학,GEN7032,정보혁명속의컴퓨터기술,2015,2,2013/1 ~ 2015/2,대학(학부/서울),33.33,,33.33,,33.33,,,,,,,,5,,5,,5,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7032__정보혁명속의컴퓨터기술.pdf,,15
H0002256,H0002256,서울 대학,GEN7033,비전공자를위한재무금융,2026,1,2013/1 ~ 2027/2,대학(학부/서울),15.15,39.39,24.24,12.12,9.09,,,,,,,,5,13,8,4,3,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7033__비전공자를위한재무금융.pdf,,33
H0002256,H0002256,서울 대학,GEN7034,초급독일어회화,2026,1,2013/1 ~ 2027/2,대학(학부/서울),33.33,40,23.33,3.33,,,,,,,,,10,12,7,1,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7034__초급독일어회화.pdf,,30
H0002256,H0002256,서울 대학,GEN7035,비즈니스중국어회화,2018,1,2013/1 ~ 2027/2,대학(학부/서울),40,20,10,30,,,,,,,,,4,2,1,3,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7035__비즈니스중국어회화.pdf,,10
H0002256,H0002256,서울 대학,GEN7037,영문독해1(분석적글읽기),2020,1,2013/1 ~ 2020/2,대학(학부/서울),75,6.25,6.25,,6.25,6.25,,,,,,,12,1,1,,1,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7037__영문독해1(분석적글읽기).pdf,,16
H0002256,H0002256,서울 대학,GEN7038,비판적글읽기,2026,1,2013/1 ~ 2027/2,대학(학부/서울),31.58,15.79,21.05,10.53,,5.26,15.79,,,,,,6,3,4,2,,1,3,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7038__비판적글읽기.pdf,,19
H0002256,H0002256,서울 대학,GEN7039,영어작문1(단문에세이),2020,1,2013/1 ~ 2020/2,대학(학부/서울),3.03,15.15,33.33,27.27,3.03,6.06,12.12,,,,,,1,5,11,9,1,2,4,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7039__영어작문1(단문에세이).pdf,,33
H0002256,H0002256,서울 대학,GEN7040,영어작문2(장문에세이),2020,1,2013/1 ~ 2020/2,대학(학부/서울),42.11,31.58,26.32,,,,,,,,,,8,6,5,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7040__영어작문2(장문에세이).pdf,,19
H0002256,H0002256,서울 대학,GEN7041,창의적글쓰기,2026,1,2013/1 ~ 2027/2,대학(학부/서울),65,25,5,,5,,,,,,,,13,5,1,,1,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7041__창의적글쓰기.pdf,,20
H0002256,H0002256,서울 대학,GEN7042,영어작문4(비판적글쓰기),2020,1,2013/1 ~ 2020/2,대학(학부/서울),55.56,22.22,11.11,,5.56,5.56,,,,,,,10,4,2,,1,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7042__영어작문4(비판적글쓰기).pdf,,18
H0002256,H0002256,서울 대학,GEN7043,영어말하기및표현연습1(학술기초영어회화),2016,1,2013/1 ~ 2027/2,대학(학부/서울),38,36,14,10,,2,,,,,,,19,18,7,5,,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7043__영어말하기및표현연습1(학술기초영어회화).pdf,,50
H0002256,H0002256,서울 대학,GEN7044,영어말하기및표현연습2(영어노래분석과표현기법),2026,1,2013/1 ~ 2027/2,대학(학부/서울),51.11,28.89,8.89,6.67,2.22,2.22,,,,,,,23,13,4,3,1,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7044__영어말하기및표현연습2(영어노래분석과표현기법).pdf,,45
H0002256,H0002256,서울 대학,GEN7045,생태친화적기업경영,2026,1,2013/1 ~ 2027/2,대학(학부/서울),16.22,14.05,33.51,8.65,8.11,7.57,7.57,4.32,,,,,30,26,62,16,15,14,14,8,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7045__생태친화적기업경영.pdf,,185
H0002256,H0002256,서울 대학,GEN7046,기업경영과비즈니스전략,2026,1,2013/1 ~ 2027/2,대학(학부/서울),23.2,7.18,23.2,17.13,16.57,9.39,2.21,1.1,,,,,42,13,42,31,30,17,4,2,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7046__기업경영과비즈니스전략.pdf,,181
H0002256,H0002256,서울 대학,GEN7047,모바일시대의창업전략,2014,1,2013/1 ~ 2014/2,대학(학부/서울),16.67,50,33.33,,,,,,,,,,2,6,4,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7047__모바일시대의창업전략.pdf,,12
H0002256,H0002256,서울 대학,GEN7048,지식융합과기업가정신,2015,1,2013/1 ~ 2015/1,대학(학부/서울),22.58,6.45,32.26,9.68,25.81,3.23,,,,,,,7,2,10,3,8,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN7048__지식융합과기업가정신.pdf,,31
H0002256,H0002256,서울 대학,GEN8003,중급독일어회화,2026,1,2013/1 ~ 2027/2,대학(학부/서울),52.17,26.09,13.04,8.7,,,,,,,,,12,6,3,2,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN8003__중급독일어회화.pdf,,23
H0002256,H0002256,서울 대학,GEN8004,브리꼴뢰르-관계융합형인재,2026,1,2013/1 ~ 2027/2,대학(학부/서울),80,20,,,,,,,,,,,16,4,,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN8004__브리꼴뢰르-관계융합형인재.pdf,,20
H0002256,H0002256,서울 대학,GEN8036,지속가능한개발을위한과학기술,2024,2,2013/1 ~ 2027/2,대학(학부/서울),64,8,26.67,1.33,,,,,,,,,48,6,20,1,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN8036__지속가능한개발을위한과학기술.pdf,,75
H0002256,H0002936,STS(과학기술학)전공,GEN8039,과학자의리더십,2026,1,2018/1 ~ 2021/2,STS(과학기술학)전공,29.41,2.94,23.53,11.76,26.47,5.88,,,,,,,10,1,8,4,9,2,,,,,,,ok,outputs/pdfs_full/STS(과학기술학)전공__GEN8039__과학자의리더십.pdf,,34
H0002256,H0002936,STS(과학기술학)전공,GEN8040,생물학연대기,2025,2,2019/1 ~ 2022/2,STS(과학기술학)전공,87.18,7.69,,5.13,,,,,,,,,34,3,,2,,,,,,,,,ok,outputs/pdfs_full/STS(과학기술학)전공__GEN8040__생물학연대기.pdf,,39
H0002256,H0002256,서울 대학,GEN8048,융합시대의경영트렌드,2014,2,2014/1 ~ 2015/2,대학(학부/서울),42.86,28.57,14.29,14.29,,,,,,,,,3,2,1,1,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN8048__융합시대의경영트렌드.pdf,,7
H0002256,H0002256,서울 대학,GEN8049,디지털시대보고서쓰기,2015,1,2014/1 ~ 2027/2,대학(학부/서울),36.36,,36.36,,27.27,,,,,,,,4,,4,,3,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN8049__디지털시대보고서쓰기.pdf,,11
H0002256,H0002256,서울 대학,GEN9001,Introductory Korean (Level 1),2022,2,2017/2 ~ 2027/2,대학(학부/서울),31.06,35.61,14.39,9.85,4.55,2.27,1.52,0.76,,,,,41,47,19,13,6,3,2,1,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9001__Introductory_Korean_(Level_1).pdf,,132
H0002256,H0002256,서울 대학,GEN9002,Introductory Korean (Level 2),2022,2,2017/2 ~ 2027/2,대학(학부/서울),16.67,41.67,29.17,4.17,4.17,4.17,,,,,,,4,10,7,1,1,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9002__Introductory_Korean_(Level_2).pdf,,24
H0002256,H0002256,서울 대학,GEN9003,Intensive Korean (Intro),2018,2,2017/2 ~ 2027/2,대학(학부/서울),16.67,16.67,33.33,16.67,,,,16.67,,,,,1,1,2,1,,,,1,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9003__Intensive_Korean_(Intro).pdf,,6
H0002256,H0002256,서울 대학,GEN9004,Intensive Korean (Level 1),2022,2,2017/2 ~ 2027/2,대학(학부/서울),,33.33,8.33,16.67,16.67,16.67,8.33,,,,,,,4,1,2,2,2,1,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9004__Intensive_Korean_(Level_1).pdf,,12
H0002256,H0002256,서울 대학,GEN9005,Intensive Korean (Level 2),2022,2,2017/2 ~ 2027/2,대학(학부/서울),23.53,23.53,23.53,17.65,11.76,,,,,,,,4,4,4,3,2,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9005__Intensive_Korean_(Level_2).pdf,,17
H0002256,H0002256,서울 대학,GEN9006,Intensive Korean (Level 3),2022,2,2017/2 ~ 2027/2,대학(학부/서울),9.09,27.27,27.27,27.27,,9.09,,,,,,,1,3,3,3,,1,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9006__Intensive_Korean_(Level_3).pdf,,11
H0002256,H0002256,서울 대학,GEN9007,Intensive Korean (Level 4),2022,2,2017/2 ~ 2027/2,대학(학부/서울),8.33,50,8.33,16.67,8.33,,8.33,,,,,,1,6,1,2,1,,1,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9007__Intensive_Korean_(Level_4).pdf,,12
H0002256,H0002256,서울 대학,GEN9008,Intensive Korean (Level 5),2022,2,2017/2 ~ 2027/2,대학(학부/서울),,31.58,42.11,5.26,15.79,,5.26,,,,,,,6,8,1,3,,1,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9008__Intensive_Korean_(Level_5).pdf,,19
H0002256,H0002256,서울 대학,GEN9009,Intensive Korean (Level 6),2022,2,2017/2 ~ 2027/2,대학(학부/서울),50,50,,,,,,,,,,,1,1,,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9009__Intensive_Korean_(Level_6).pdf,,2
H0002256,H0002256,서울 대학,GEN9176,빅데이터와패션트렌드,2026,1,2020/2 ~ 2027/2,대학(학부/서울),73.68,19.3,7.02,,,,,,,,,,42,11,4,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9176__빅데이터와패션트렌드.pdf,,57
H0002256,H0002256,서울 대학,GEN9177,4차산업혁명시대리더십트레이닝,2022,1,2020/2 ~ 2027/2,대학(학부/서울),42.11,,57.89,,,,,,,,,,8,,11,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9177__4차산업혁명시대리더십트레이닝.pdf,,19
H0002256,H0002256,서울 대학,GEN9178,트랜스미디어상호작용설계,2025,1,2020/2 ~ 2027/2,대학(학부/서울),60,40,,,,,,,,,,,6,4,,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9178__트랜스미디어상호작용설계.pdf,,10
H0002256,H0002256,서울 대학,GEN9180,4차산업혁명과환경기술,2026,1,2020/2 ~ 2027/2,대학(학부/서울),41.38,13.79,31.03,13.79,,,,,,,,,12,4,9,4,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__GEN9180__4차산업혁명과환경기술.pdf,,29
H0002256,H0002801,독어독문학과,GER1055,기초독문법,2026,1,2008/1 ~ 2027/2,독어독문학(학부/서울),35.48,38.71,3.23,12.9,,6.45,,,,3.23,,,11,12,1,4,,2,,,,1,,,ok,outputs/pdfs_full/독어독문학과__GER1055__기초독문법.pdf,,31
