campus_code,dept_code,dept_name,course_no,course_name,year,term,year_term_range,opening_dept,A+,A,B+,B,C+,C,D+,D,F,P,S,U,A+_count,A_count,B+_count,B_count,C+_count,C_count,D+_count,D_count,F_count,P_count,S_count,U_count,parse_status,pdf_path,error,total_count
H0002256,H0002867,정보시스템학과,ACC2056,회계학,2025,2,2009/1 ~ 2028/2,정보시스템학과(학과/서울),30.3,1.52,42.42,,24.24,,,,,,1.52,,20,1,28,,16,,,,,,1,,ok,outputs/pdfs_full/정보시스템학과__ACC2056__회계학.pdf,,66
H0002256,H0002894,경영학부,ACC3001,원가회계,2026,1,2006/1 ~ 2028/2,경영학부(학부/서울/경영),20.83,27.08,14.58,12.5,11.46,4.17,3.13,,,,,,20,26,14,12,11,4,3,,,,,,ok,outputs/pdfs_full/경영학부__ACC3001__원가회계.pdf,,90
H0002256,H0002894,경영학부,ACC3002,회계감사,2026,1,1999/1 ~ 2029/2,경영학부(학부/서울/경영),39.08,1.15,40.23,,19.54,,,,,,,,34,1,35,,17,,,,,,,,ok,outputs/pdfs_full/경영학부__ACC3002__회계감사.pdf,,87
H0002256,H0002894,경영학부,ACC3003,관리회계,2025,2,2006/1 ~ 2028/2,경영학부(학부/서울/경영),36.71,2.53,36.71,,10.13,,,10.13,,,3.8,,29,2,29,,8,,,8,,,3,,ok,outputs/pdfs_full/경영학부__ACC3003__관리회계.pdf,,79
H0002256,H0002894,경영학부,ACC3004,세무회계,2020,2,1998/1 ~ 2022/2,경영학부(학부/서울/경영),19.67,13.11,24.59,16.39,16.39,,,9.84,,,,,12,8,15,10,10,,,6,,,,,ok,outputs/pdfs_full/경영학부__ACC3004__세무회계.pdf,,61
H0002256,H0003542,법학과,ACC3005,조세법,2014,2,2003/1 ~ 2016/2,법학과(학부/서울),17.24,17.24,24.14,31.03,10.34,,,,,,,,5,5,7,9,3,,,,,,,,ok,outputs/pdfs_full/법학과__ACC3005__조세법.pdf,,29
H0002256,H0002894,경영학부,ACC4001,고급회계,2025,2,1999/1 ~ 2029/2,경영학부(학부/서울/경영),28.13,12.5,25,15.63,9.38,9.38,,,,,,,9,4,8,5,3,3,,,,,,,ok,outputs/pdfs_full/경영학부__ACC4001__고급회계.pdf,,32
H0002256,H0002256,서울 대학,AIX0001,인공지능과학자-딥러닝,2018,2,2018/2 ~ 2027/2,대학(학부/서울),100,,,,,,,,,,,,5,,,,,,,,,,,,ok,outputs/pdfs_seoul_university/서울_대학__AIX0001__인공지능과학자-딥러닝.pdf,,5
H0002256,H0004253,인문소프트웨어융합전공,AIX0002,AI+X:인공지능,2026,1,2020/1 ~ 2029/2,인문소프트웨어융합전공,98.27,0.58,1.16,,,,,,,,,,340,2,4,,,,,,,,,,ok,outputs/pdfs_full/인문소프트웨어융합전공__AIX0002__AI+X_인공지능.pdf,,346
H0002256,H0004253,인문소프트웨어융합전공,AIX0003,AI+X:딥러닝,2026,1,2020/1 ~ 2029/2,인문소프트웨어융합전공,11.45,25.95,24.43,12.21,10.69,4.58,6.11,4.58,,,,,15,34,32,16,14,6,8,6,,,,,ok,outputs/pdfs_full/인문소프트웨어융합전공__AIX0003__AI+X_딥러닝.pdf,,131
H0002256,H0004253,인문소프트웨어융합전공,AIX0004,AI+X:R-Py컴퓨팅,2026,1,2020/1 ~ 2029/2,인문소프트웨어융합전공,33.69,6.95,26.74,8.02,10.7,6.95,3.74,3.21,,,,,63,13,50,15,20,13,7,6,,,,,ok,outputs/pdfs_full/인문소프트웨어융합전공__AIX0004__AI+X_R-Py컴퓨팅.pdf,,187
H0002256,H0004253,인문소프트웨어융합전공,AIX0005,AI+X:머신러닝,2026,1,2020/1 ~ 2029/2,인문소프트웨어융합전공,60.8,19.32,16.19,3.13,0.57,,,,,,,,214,68,57,11,2,,,,,,,,ok,outputs/pdfs_full/인문소프트웨어융합전공__AIX0005__AI+X_머신러닝.pdf,,352
H0002256,H0004157,미래인문학융합전공,AIX0006,AI와법,2025,2,2021/2 ~ 2029/2,미래인문학융합전공,37.5,,43.75,,18.75,,,,,,,,6,,7,,3,,,,,,,,ok,outputs/pdfs_full/미래인문학융합전공__AIX0006__AI와법.pdf,,16
H0002256,H0004157,미래인문학융합전공,AIX0007,인공지능의철학,2026,1,2021/2 ~ 2029/2,미래인문학융합전공,100,,,,,,,,,,,,19,,,,,,,,,,,,ok,outputs/pdfs_full/미래인문학융합전공__AIX0007__인공지능의철학.pdf,,19
H0002256,H0004322,빅데이터융합전공,AIX0008,AI+X:데이터사이언티스트,2023,2,2018/2 ~ 2029/2,빅데이터융합전공,9.76,12.2,21.95,21.95,17.07,4.88,7.32,4.88,,,,,4,5,9,9,7,2,3,2,,,,,ok,outputs/pdfs_full/빅데이터융합전공__AIX0008__AI+X_데이터사이언티스트.pdf,,41
H0002256,H0002256,서울 대학,AIX0009,AI와암호화폐이야기,2024,1,2022/1 ~ 2025/2,대학(학부/서울),33.33,19.61,23.53,13.73,,1.96,3.92,3.92,,,,,17,10,12,7,,1,2,2,,,,,ok,outputs/pdfs_seoul_university/서울_대학__AIX0009__AI와암호화폐이야기.pdf,,51
H0002256,H0002722,응용미술교육과,APA1001,기초디자인1,2026,1,1989/1 ~ 2027/2,응용미술교육과(학부/서울),76.19,23.81,,,,,,,,,,,16,5,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA1001__기초디자인1.pdf,,21
H0002256,H0002722,응용미술교육과,APA1002,기초디자인2,2021,1,1989/1 ~ 2021/2,응용미술교육과(학부/서울),91.67,8.33,,,,,,,,,,,11,1,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA1002__기초디자인2.pdf,,12
H0002256,H0002722,응용미술교육과,APA1011,기초회화,2026,1,2005/1 ~ 2027/2,응용미술교육과(학부/서울),19.05,19.05,42.86,,19.05,,,,,,,,4,4,9,,4,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA1011__기초회화.pdf,,21
H0002256,H0002722,응용미술교육과,APA1012,미술교육학원론1,2025,2,2005/1 ~ 2027/2,응용미술교육과(학부/서울),40.91,45.45,13.64,,,,,,,,,,9,10,3,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA1012__미술교육학원론1.pdf,,22
H0002256,H0002722,응용미술교육과,APA1014,서양미술사1,2016,1,2010/1 ~ 2016/2,응용미술교육과(학부/서울),27.27,,45.45,,27.27,,,,,,,,6,,10,,6,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA1014__서양미술사1.pdf,,22
H0002256,H0002722,응용미술교육과,APA1015,드로잉,2025,2,2009/1 ~ 2027/2,응용미술교육과(학부/서울),22.73,18.18,31.82,9.09,18.18,,,,,,,,5,4,7,2,4,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA1015__드로잉.pdf,,22
H0002256,H0002722,응용미술교육과,APA1016,타이포그래피,2015,2,2013/1 ~ 2015/2,응용미술교육과(학부/서울),19.23,19.23,23.08,19.23,19.23,,,,,,,,5,5,6,5,5,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA1016__타이포그래피.pdf,,26
H0002256,H0002722,응용미술교육과,APA2021,가상공간연구,2025,2,2002/1 ~ 2029/2,응용미술교육과(학부/서울),45.45,27.27,27.27,,,,,,,,,,5,3,3,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2021__가상공간연구.pdf,,11
H0002256,H0002722,응용미술교육과,APA2023,미술치료법,2016,1,2002/1 ~ 2016/2,응용미술교육과(학부/서울),61.54,,23.08,7.69,,7.69,,,,,,,8,,3,1,,1,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2023__미술치료법.pdf,,13
H0002256,H0002722,응용미술교육과,APA2024,영어프리젠테이션,2016,1,2002/1 ~ 2016/2,응용미술교육과(학부/서울),38.89,22.22,27.78,11.11,,,,,,,,,7,4,5,2,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2024__영어프리젠테이션.pdf,,18
H0002256,H0002722,응용미술교육과,APA2026,게임환경연구2,2017,2,2002/1 ~ 2017/2,응용미술교육과(학부/서울),47.06,29.41,23.53,,,,,,,,,,8,5,4,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2026__게임환경연구2.pdf,,17
H0002256,H0002722,응용미술교육과,APA2030,문화예술콘텐츠,2025,2,2010/1 ~ 2030/2,응용미술교육과(학부/서울),38.89,,38.89,,22.22,,,,,,,,7,,7,,4,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2030__문화예술콘텐츠.pdf,,18
H0002256,H0002722,응용미술교육과,APA2031,서양미술사2,2025,2,2010/1 ~ 2029/2,응용미술교육과(학부/서울),66.67,33.33,,,,,,,,,,,4,2,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2031__서양미술사2.pdf,,6
H0002256,H0002722,응용미술교육과,APA2032,섬유공예,2016,1,2010/1 ~ 2016/2,응용미술교육과(학부/서울),21.05,21.05,21.05,21.05,15.79,,,,,,,,4,4,4,4,3,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2032__섬유공예.pdf,,19
H0002256,H0002722,응용미술교육과,APA2033,환경도자,2017,2,2010/1 ~ 2018/1,응용미술교육과(학부/서울),42.11,,21.05,,36.84,,,,,,,,8,,4,,7,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2033__환경도자.pdf,,19
H0002256,H0002722,응용미술교육과,APA2034,2D컴퓨터그래픽,2025,2,2010/1 ~ 2027/2,응용미술교육과(학부/서울),22.73,18.18,40.91,,18.18,,,,,,,,5,4,9,,4,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2034__2D컴퓨터그래픽.pdf,,22
H0002256,H0002722,응용미술교육과,APA2035,입체오브제,2020,1,2010/1 ~ 2020/2,응용미술교육과(학부/서울),58.82,23.53,17.65,,,,,,,,,,10,4,3,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2035__입체오브제.pdf,,17
H0002256,H0002722,응용미술교육과,APA2036,경험디자인,2026,1,2025/1 ~ 2028/2,응용미술교육과(학부/서울),77.27,18.18,4.55,,,,,,,,,,17,4,1,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2036__경험디자인.pdf,,22
H0002256,H0002867,정보시스템학과,APA2054,데이터구조,2026,1,2009/1 ~ 2028/2,정보시스템학과(학과/서울),15.38,34.62,3.85,19.23,,15.38,,,,,11.54,,4,9,1,5,,4,,,,,3,,ok,outputs/pdfs_full/정보시스템학과__APA2054__데이터구조.pdf,,26
H0002256,H0002722,응용미술교육과,APA2056,미술교육원강,2018,1,2006/1 ~ 2018/2,응용미술교육과(학부/서울),22.22,55.56,22.22,,,,,,,,,,2,5,2,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2056__미술교육원강.pdf,,9
H0002256,H0002722,응용미술교육과,APA2057,캐릭터도자,2016,2,2006/1 ~ 2016/2,응용미술교육과(학부/서울),81.82,9.09,9.09,,,,,,,,,,18,2,2,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2057__캐릭터도자.pdf,,22
H0002256,H0002722,응용미술교육과,APA2058,미술교육학원론2,2026,1,2006/1 ~ 2028/2,응용미술교육과(학부/서울),36.36,54.55,9.09,,,,,,,,,,8,12,2,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2058__미술교육학원론2.pdf,,22
H0002256,H0002722,응용미술교육과,APA2059,문화예술콘텐츠2,2017,2,2010/1 ~ 2017/2,응용미술교육과(학부/서울),42.86,35.71,7.14,7.14,7.14,,,,,,,,6,5,1,1,1,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2059__문화예술콘텐츠2.pdf,,14
H0002256,H0002722,응용미술교육과,APA2060,캡스톤디자인미술교육,2026,1,2012/1 ~ 2030/2,응용미술교육과(학부/서울),50,50,,,,,,,,,,,3,3,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2060__캡스톤디자인미술교육.pdf,,6
H0002256,H0002722,응용미술교육과,APA2061,다문화미술교육,2015,2,2010/1 ~ 2016/2,응용미술교육과(학부/서울),20,20,30,10,20,,,,,,,,2,2,3,1,2,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2061__다문화미술교육.pdf,,10
H0002256,H0002722,응용미술교육과,APA2090,글로벌디자인실습,2024,2,2018/2 ~ 2029/2,응용미술교육과(학부/서울),100,,,,,,,,,,,,14,,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2090__글로벌디자인실습.pdf,,14
H0002256,H0002722,응용미술교육과,APA2091,인터렉티브디자인,2024,1,2021/1 ~ 2030/2,응용미술교육과(학부/서울),27.27,72.73,,,,,,,,,,,6,16,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2091__인터렉티브디자인.pdf,,22
H0002256,H0002722,응용미술교육과,APA2092,전시디자인,2024,2,2021/1 ~ 2029/2,응용미술교육과(학부/서울),61.54,23.08,15.38,,,,,,,,,,8,3,2,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA2092__전시디자인.pdf,,13
H0002256,H0002722,응용미술교육과,APA3005,시각디자인1,2026,1,1990/1 ~ 2028/2,응용미술교육과(학부/서울),41.67,,37.5,,20.83,,,,,,,,10,,9,,5,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3005__시각디자인1.pdf,,24
H0002256,H0002722,응용미술교육과,APA3006,시각디자인2,2025,2,1990/1 ~ 2028/2,응용미술교육과(학부/서울),100,,,,,,,,,,,,9,,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3006__시각디자인2.pdf,,9
H0002256,H0002722,응용미술교육과,APA3020,미술과교육론,2026,1,1995/1 ~ 2029/2,응용미술교육과(학부/서울),45.83,41.67,12.5,,,,,,,,,,11,10,3,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3020__미술과교육론.pdf,,24
H0002256,H0002722,응용미술교육과,APA3021,미술과교재연구,2025,2,1995/1 ~ 2029/2,응용미술교육과(학부/서울),50,28.57,21.43,,,,,,,,,,7,4,3,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3021__미술과교재연구.pdf,,14
H0002256,H0002722,응용미술교육과,APA3024,웹디자인1,2020,1,2003/1 ~ 2020/2,응용미술교육과(학부/서울),26.09,13.04,52.17,8.7,,,,,,,,,6,3,12,2,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3024__웹디자인1.pdf,,23
H0002256,H0002722,응용미술교육과,APA3028,디지털일러스트레이션,2017,1,2003/1 ~ 2017/2,응용미술교육과(학부/서울),12.5,29.17,37.5,4.17,16.67,,,,,,,,3,7,9,1,4,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3028__디지털일러스트레이션.pdf,,24
H0002256,H0002722,응용미술교육과,APA3029,웹디자인2,2020,2,2003/1 ~ 2020/2,응용미술교육과(학부/서울),57.89,36.84,5.26,,,,,,,,,,11,7,1,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3029__웹디자인2.pdf,,19
H0002256,H0002722,응용미술교육과,APA3036,애니메이션,2021,2,2011/1 ~ 2021/2,응용미술교육과(학부/서울),77.78,22.22,,,,,,,,,,,7,2,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3036__애니메이션.pdf,,9
H0002256,H0002722,응용미술교육과,APA3038,3D컴퓨터그래픽,2026,1,2011/1 ~ 2029/2,응용미술교육과(학부/서울),80,13.33,6.67,,,,,,,,,,12,2,1,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3038__3D컴퓨터그래픽.pdf,,15
H0002256,H0002722,응용미술교육과,APA3039,동양미술사,2026,1,2011/1 ~ 2030/2,응용미술교육과(학부/서울),12.5,25,43.75,,18.75,,,,,,,,2,4,7,,3,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3039__동양미술사.pdf,,16
H0002256,H0002722,응용미술교육과,APA3053,도자공예연구,2021,2,2003/1 ~ 2021/2,응용미술교육과(학부/서울),92.86,,7.14,,,,,,,,,,13,,1,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3053__도자공예연구.pdf,,14
H0002256,H0002722,응용미술교육과,APA3060,영상미디어제작,2018,2,2007/1 ~ 2018/2,응용미술교육과(학부/서울),22.22,50,16.67,5.56,5.56,,,,,,,,4,9,3,1,1,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3060__영상미디어제작.pdf,,18
H0002256,H0002722,응용미술교육과,APA3061,산업도자공예,2017,1,2007/1 ~ 2017/2,응용미술교육과(학부/서울),46.15,30.77,15.38,7.69,,,,,,,,,6,4,2,1,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3061__산업도자공예.pdf,,13
H0002256,H0002722,응용미술교육과,APA3062,멀티미디어미술교육,2016,1,2007/1 ~ 2016/2,응용미술교육과(학부/서울),18.75,18.75,31.25,12.5,18.75,,,,,,,,3,3,5,2,3,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3062__멀티미디어미술교육.pdf,,16
H0002256,H0002722,응용미술교육과,APA3063,캡스톤디자인뉴미디어,2026,1,2011/1 ~ 2029/2,응용미술교육과(학부/서울),100,,,,,,,,,,,,12,,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3063__캡스톤디자인뉴미디어.pdf,,12
H0002256,H0002722,응용미술교육과,APA3064,미디어인터렉션디자인,2026,1,2011/1 ~ 2030/2,응용미술교육과(학부/서울),66.67,33.33,,,,,,,,,,,4,2,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3064__미디어인터렉션디자인.pdf,,6
H0002256,H0002722,응용미술교육과,APA3065,디자인스튜디오,2025,2,2011/1 ~ 2028/2,응용미술교육과(학부/서울),100,,,,,,,,,,,,20,,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3065__디자인스튜디오.pdf,,20
H0002256,H0002722,응용미술교육과,APA3114,소셜디자인,2025,2,2022/1 ~ 2029/2,응용미술교육과(학부/서울),100,,,,,,,,,,,,12,,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA3114__소셜디자인.pdf,,12
H0002256,H0002886,건축학부,APA4011,실내디자인,2026,1,2008/1 ~ 2031/2,건축학부(학부/서울),100,,,,,,,,,,,,5,,,,,,,,,,,,ok,outputs/pdfs_full/건축학부__APA4011__실내디자인.pdf,,5
H0002256,H0002722,응용미술교육과,APA4023,포트폴리오작품제작,2026,1,2004/1 ~ 2030/2,응용미술교육과(학부/서울),100,,,,,,,,,,,,4,,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4023__포트폴리오작품제작.pdf,,4
H0002256,H0002722,응용미술교육과,APA4025,디자인포트폴리오실무,2024,2,2004/1 ~ 2030/2,응용미술교육과(학부/서울),60,40,,,,,,,,,,,3,2,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4025__디자인포트폴리오실무.pdf,,5
H0002256,H0002722,응용미술교육과,APA4026,포트폴리오제작2,2017,2,2004/1 ~ 2018/2,응용미술교육과(학부/서울),83.33,16.67,,,,,,,,,,,5,1,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4026__포트폴리오제작2.pdf,,6
H0002256,H0002722,응용미술교육과,APA4027,클레이메이션,2017,1,2011/1 ~ 2017/2,응용미술교육과(학부/서울),40,60,,,,,,,,,,,6,9,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4027__클레이메이션.pdf,,15
H0002256,H0002722,응용미술교육과,APA4028,미술과논리및논술,2025,2,2012/1 ~ 2030/2,응용미술교육과(학부/서울),50,42.31,7.69,,,,,,,,,,13,11,2,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4028__미술과논리및논술.pdf,,26
H0002256,H0002575,융합전자공학부,APA4055,인공지능개론,2026,1,2019/1 ~ 2030/2,융합전자공학부,13.73,24.51,27.45,18.63,11.76,2.94,,,,,0.98,,14,25,28,19,12,3,,,,,1,,ok,outputs/pdfs_full/융합전자공학부__APA4055__인공지능개론.pdf,,102
H0002256,H0002722,응용미술교육과,APA4057,도예실기,2025,2,2005/1 ~ 2029/2,응용미술교육과(학부/서울),94.44,,5.56,,,,,,,,,,17,,1,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4057__도예실기.pdf,,18
H0002256,H0002722,응용미술교육과,APA4058,도예실기2,2022,2,2005/1 ~ 2022/2,응용미술교육과(학부/서울),87.5,12.5,,,,,,,,,,,7,1,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4058__도예실기2.pdf,,8
H0002256,H0002722,응용미술교육과,APA4090,3D시뮬레이션,2026,1,2015/1 ~ 2026/2,응용미술교육과(학부/서울),100,,,,,,,,,,,,10,,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4090__3D시뮬레이션.pdf,,10
H0002256,H0002722,응용미술교육과,APA4091,캡스톤디자인산학협력,2026,1,2016/1 ~ 2029/2,응용미술교육과(학부/서울),77.78,22.22,,,,,,,,,,,7,2,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4091__캡스톤디자인산학협력.pdf,,9
H0002256,H0002722,응용미술교육과,APA4108,사회문제해결을위한Hands-onExperienceDesign,2025,2,2021/2 ~ 2030/2,응용미술교육과(학부/서울),100,,,,,,,,,,,,11,,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4108__사회문제해결을위한Hands-onExperienceDesign.pdf,,11
H0002256,H0002722,응용미술교육과,APA4110,미술과현장수업연구,2024,2,2024/2 ~ 2026/2,응용미술교육과(학부/서울),100,,,,,,,,,,,,1,,,,,,,,,,,,ok,outputs/pdfs_full/응용미술교육과__APA4110__미술과현장수업연구.pdf,,1
H0002256,H0003958,산업융합학부,APS1002,대학수학,2026,1,2016/1 ~ 2027/2,산업융합학부,23.75,11.88,26.88,10.63,9.38,8.13,5,4.38,,,,,38,19,43,17,15,13,8,7,,,,,ok,outputs/pdfs_full/산업융합학부__APS1002__대학수학.pdf,,160
H0002256,H0003958,산업융합학부,APS1003,논리적사고와말하기,2026,1,2016/1 ~ 2027/2,산업융합학부,30.41,,39.86,,29.73,,,,,,,,45,,59,,44,,,,,,,,ok,outputs/pdfs_full/산업융합학부__APS1003__논리적사고와말하기.pdf,,148
H0002256,H0003958,산업융합학부,APS1004,학술기초영어회화,2026,1,2016/1 ~ 2027/2,산업융합학부,57.05,36.24,5.37,1.34,,,,,,,,,85,54,8,2,,,,,,,,,ok,outputs/pdfs_full/산업융합학부__APS1004__학술기초영어회화.pdf,,149
H0002256,H0002256,서울 대학,APS1005,대학수학2,2015,2,2016/2 ~ 2016/2,대학(학부/서울),16.67,10.32,22.22,15.08,9.52,11.11,8.73,6.35,,,,,21,13,28,19,12,14,11,8,,,,,ok,outputs/pdfs_seoul_university/서울_대학__APS1005__대학수학2.pdf,,126
H0002256,H0003958,산업융합학부,APS1006,창조적사고와글쓰기,2015,2,2016/1 ~ 2027/2,산업융합학부,26.56,3.91,38.28,3.13,25,3.13,,,,,,,34,5,49,4,32,4,,,,,,,ok,outputs/pdfs_full/산업융합학부__APS1006__창조적사고와글쓰기.pdf,,128
H0002256,H0003958,산업융합학부,APS1007,영어토론과발표,2015,2,2016/1 ~ 2027/2,산업융합학부,39.02,27.64,14.63,6.5,4.07,2.44,1.63,4.07,,,,,48,34,18,8,5,3,2,5,,,,,ok,outputs/pdfs_full/산업융합학부__APS1007__영어토론과발표.pdf,,123
H0002256,H0003958,산업융합학부,APS1008,과학기술의철학적탐색,2015,2,2016/1 ~ 2027/2,산업융합학부,23.44,6.25,28.13,10.94,22.66,5.47,2.34,0.78,,,,,30,8,36,14,29,7,3,1,,,,,ok,outputs/pdfs_full/산업융합학부__APS1008__과학기술의철학적탐색.pdf,,128
H0002256,H0003958,산업융합학부,APS1009,산업융합입문,2026,1,2020/1 ~ 2027/2,산업융합학부,25.48,13.38,26.11,12.74,19.11,3.18,,,,,,,40,21,41,20,30,5,,,,,,,ok,outputs/pdfs_full/산업융합학부__APS1009__산업융합입문.pdf,,157
H0002256,H0003960,응용시스템전공,APS2001,확률및통계1,2026,1,2014/1 ~ 2028/2,응용시스템전공,14.39,14.39,19.42,15.83,17.27,8.63,3.6,6.47,,,,,20,20,27,22,24,12,5,9,,,,,ok,outputs/pdfs_full/응용시스템전공__APS2001__확률및통계1.pdf,,139
H0002256,H0003960,응용시스템전공,APS2002,기술경영입문,2026,1,2014/1 ~ 2028/2,응용시스템전공,15.79,26.32,10.53,10.53,5.26,21.05,,10.53,,,,,3,5,2,2,1,4,,2,,,,,ok,outputs/pdfs_full/응용시스템전공__APS2002__기술경영입문.pdf,,19
H0002256,H0003960,응용시스템전공,APS2003,경제성공학론,2026,1,2014/1 ~ 2028/2,응용시스템전공,18.39,10.34,20.69,14.94,22.99,11.49,1.15,,,,,,16,9,18,13,20,10,1,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS2003__경제성공학론.pdf,,87
H0002256,H0003960,응용시스템전공,APS2004,인간심리와경험,2026,1,2014/1 ~ 2016/2,응용시스템전공,20.83,8.33,29.17,12.5,16.67,12.5,,,,,,,5,2,7,3,4,3,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS2004__인간심리와경험.pdf,,24
H0002256,H0003960,응용시스템전공,APS2005,확률및통계2,2015,2,2014/1 ~ 2028/2,응용시스템전공,16.18,7.35,30.88,5.88,19.12,19.12,1.47,,,,,,11,5,21,4,13,13,1,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS2005__확률및통계2.pdf,,68
H0002256,H0003960,응용시스템전공,APS2006,공업경제학2,2015,2,2014/1 ~ 2020/2,응용시스템전공,22.58,,43.55,,33.87,,,,,,,,14,,27,,21,,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS2006__공업경제학2.pdf,,62
H0002256,H0003960,응용시스템전공,APS2007,정보시각화,2025,2,2014/1 ~ 2016/2,응용시스템전공,61.9,28.57,,,,,,,,,9.52,,13,6,,,,,,,,,2,,ok,outputs/pdfs_full/응용시스템전공__APS2007__정보시각화.pdf,,21
H0002256,H0003960,응용시스템전공,APS2008,경제학개론,2015,2,2015/2 ~ 2028/2,응용시스템전공,19.05,11.9,26.19,14.29,22.62,4.76,1.19,,,,,,16,10,22,12,19,4,1,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS2008__경제학개론.pdf,,84
H0002256,H0003960,응용시스템전공,APS2009,마케팅입문,2015,2,2015/2 ~ 2020/2,응용시스템전공,4.88,24.39,31.71,9.76,29.27,,,,,,,,2,10,13,4,12,,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS2009__마케팅입문.pdf,,41
H0002256,H0003960,응용시스템전공,APS3001,수리최적화,2026,1,2015/1 ~ 2029/2,응용시스템전공,24.69,6.17,30.86,11.11,27.16,,,,,,,,20,5,25,9,22,,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3001__수리최적화.pdf,,81
H0002256,H0003960,응용시스템전공,APS3002,생산운영관리론,2026,1,2015/1 ~ 2029/2,응용시스템전공,12.5,11.54,26.92,14.42,21.15,11.54,0.96,,,,0.96,,13,12,28,15,22,12,1,,,,1,,ok,outputs/pdfs_full/응용시스템전공__APS3002__생산운영관리론.pdf,,104
H0002256,H0003960,응용시스템전공,APS3003,디자인혁신경영,2015,1,2015/1 ~ 2017/2,응용시스템전공,8.06,19.35,25.81,14.52,32.26,,,,,,,,5,12,16,9,20,,,,,,,,ok,outputs/pdfs_full/응용시스템전공__APS3003__디자인혁신경영.pdf,,62
